compound	name	formula	charge	n_reactions	offset	abs_offset	mass	eq_uncertainty	heavy_atoms	n_rings	n_arom_atoms	n_conj_bonds	frac_conj	n_stereo	n_rotatable	logp	n_distinct_r1_frags	frag_failures
cpd41488	1-tetradecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	C40H76NO8P	0	5	4.7330	4.7330	10000000.0000	29275.9955	50	0	0	4	0.0816	2	36	10.1638	15	0
cpd00087	Tetrahydrofolate	C19H21N7O6	-2	44	-4.6900	4.6900	443.0000	16173.3074	32	3	12	24	0.7059	2	9	-2.9514	21	0
cpd19028	alpha-D-Ribose 5-phosphate	C5H9O8P	-2	15	-4.6550	4.6550	230.0000	0.3246	14	1	0	0	0.0000	4	3	-3.7293	11	0
cpd23049	1H-indole-3-ethanol, 5-hydroxy-	C10H11NO2	0	5	-4.6250	4.6250	177.0000	1.2348	13	2	9	11	0.7857	0	2	1.4083	11	0
cpd00130	L-Malate	C4H4O5	-2	54	-4.6240	4.6240	132.0000	0.2360	9	0	0	4	0.5000	1	3	-3.7628	6	0
cpd00137	Citrate	C6H5O7	-3	21	-4.5820	4.5820	189.0000	0.2729	13	0	0	6	0.5000	0	5	-5.2526	6	0
cpd03198	Melibiose	C12H22O11	0	7	4.5650	4.5650	342.0000	0.5454	23	2	0	0	0.0000	10	4	-5.3972	8	0
cpd00323	L-Pipecolate	C6H11NO2	0	8	-4.5520	4.5520	128.0000	2.1058	9	1	0	2	0.2222	1	1	-2.1478	7	0
cpd14659	L-Galactonate	C6H11O7	-1	7	-4.5330	4.5330	195.0000	0.3294	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd02187	Methacrylyl-CoA	C25H36N7O17P3S	-4	11	4.5310	4.5310	832.0000	2.0405	53	3	9	18	0.3273	7	20	-3.2872	33	0
cpd24263	3-oxo-arachidoyl-CoA	C41H68N7O18P3S	-4	5	-4.5300	4.5300	1075.0000	2.7249	70	3	9	15	0.2083	7	37	2.3574	32	0
cpd02312	5alpha-Pregnane-3,20-dione	C21H32O2	0	7	4.5290	4.5290	316.0000	56449.3055	23	4	0	0	0.0000	7	1	4.8034	9	0
cpd00139	Glycolate	C2H3O3	-1	27	-4.5280	4.5280	75.0000	0.3735	5	0	0	2	0.5000	0	1	-2.2714	5	0
cpd04533	Isoamyl alcohol	C5H12O	0	8	-4.5270	4.5270	88.0000	0.4011	6	0	0	0	0.0000	0	2	1.0248	5	0
cpd00193	APS	C10H12N5O10PS	-2	5	4.5130	4.5130	425.0000	0.5365	27	3	9	11	0.3793	5	6	-3.0105	22	0
cpd01335	Octanoyl-CoA	C29H46N7O17P3S	-4	24	-4.5010	4.5010	890.0000	2.0663	57	3	9	15	0.2542	7	25	-1.5028	31	0
cpd02246	CoM	C2H5O3S2	-1	21	-4.4840	4.4840	141.0000	16901.4215	7	0	0	0	0.0000	0	2	-0.5386	5	0
cpd02438	Methyl CoM	C3H7O3S2	-1	13	4.4840	4.4840	155.0000	16901.5411	8	0	0	0	0.0000	0	3	-0.1054	6	0
cpd00866	17alpha-Hydroxyprogesterone	C21H30O3	0	9	-4.4810	4.4810	330.0000	56448.8150	24	4	0	3	0.1111	6	1	3.8384	12	0
cpd00118	Putrescine	C4H14N2	2	34	-4.4570	4.4570	90.0000	0.7313	6	0	0	0	0.0000	0	3	-1.7496	3	0
cpd00745	Hydracrylic acid	C3H5O3	-1	10	-4.4550	4.4550	89.0000	0.7007	6	0	0	2	0.4000	0	2	-1.8813	6	0
cpd19030	(R)-2,3-Dihydroxy-3-methylbutanoate	C5H9O4	-1	8	-4.4450	4.4450	134.0000	0.3830	9	0	0	2	0.2500	1	2	-2.1319	7	0
cpd00871	D-Ribulose 1,5-bisphosphate	C5H8O11P2	-4	6	-4.4190	4.4190	308.0000	0.4720	18	0	0	0	0.0000	2	8	-5.0321	10	0
cpd00447	Betaine aldehyde	C5H12NO	1	19	4.4030	4.4030	102.0000	23902.5096	7	0	0	0	0.0000	0	2	-0.1085	5	0
cpd00822	O-Succinyl-L-homoserine	C8H12NO6	-1	10	-4.3790	4.3790	218.0000	0.6025	15	0	0	6	0.4286	1	7	-4.1898	9	0
cpd14937	(2E)-Octadecenoyl-CoA	C39H64N7O17P3S	-4	12	-4.3730	4.3730	1028.0000	2.6855	67	3	9	18	0.2609	7	34	2.1742	33	0
cpd00781	5-Dehydrogluconate	C6H9O7	-1	7	4.3490	4.3490	193.0000	0.3023	13	0	0	2	0.1667	3	5	-4.6196	8	0
cpd03597	Tyrosol	C8H10O2	0	7	4.3350	4.3350	138.0000	0.6648	10	1	6	7	0.7000	0	2	0.9270	7	0
cpd03228	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	C27H46O3	0	5	4.3220	4.3220	418.0000	56449.3533	30	4	0	0	0.0000	11	6	5.6184	12	0
cpd02773	3alpha,7alpha-Dihydroxy-5beta-cholestanate	C27H45O4	-1	5	-4.3220	4.3220	433.0000	56449.3183	31	4	0	2	0.0588	11	6	4.1694	12	0
cpd00279	Acetoacetyl-CoA	C25H36N7O18P3S	-4	27	4.3150	4.3150	848.0000	1.8909	54	3	9	15	0.2679	7	21	-3.8842	32	0
cpd00176	2-keto-3-deoxygluconate	C6H9O6	-1	14	4.2890	4.2890	177.0000	0.7958	12	0	0	4	0.3636	2	5	-3.5904	9	0
cpd00072	D-fructose-6-phosphate	C6H11O9P	-2	40	4.2790	4.2790	259.0000	0.3043	16	1	0	0	0.0000	4	4	-4.3668	10	0
cpd00208	LACT	C12H22O11	0	11	4.2750	4.2750	342.0000	0.4048	23	2	0	0	0.0000	10	4	-5.3972	8	0
cpd02047	DOC	C21H30O3	0	6	4.2650	4.2650	330.0000	56448.7055	24	4	0	3	0.1111	6	2	3.6959	12	0
cpd26807	D-ARABINOSE	C5H10O5	0	5	4.2600	4.2600	150.0000	0.2422	10	0	0	0	0.0000	3	4	-2.7397	6	0
cpd24273	(2E)-cerotenoyl-CoA	C47H80N7O17P3S	-4	7	4.2600	4.2600	1143.0000	3.2308	75	3	9	18	0.2338	7	42	5.2950	33	0
cpd00157	Glycerone	C3H6O3	0	9	4.2490	4.2490	90.0000	0.5036	6	0	0	0	0.0000	0	2	-1.4599	4	0
cpd00162	Aminoethanol	C2H8NO	1	39	-4.2410	4.2410	62.0000	0.7808	4	0	0	0	0.0000	0	1	-1.7794	4	0
cpd14588	9,9'-Di-cis-zeta-carotene	C40H60	0	14	-4.2340	4.2340	540.0000	5.1233	40	0	0	13	0.3333	0	18	13.3860	22	14
cpd26581	cerotoyl-CoA	C47H82N7O17P3S	-4	8	-4.2290	4.2290	1145.0000	3.1859	75	3	9	15	0.1948	7	43	5.5190	31	0
cpd00449	Dihydrolipoamide	C8H17NOS2	0	15	-4.2200	4.2200	207.0000	1.7508	12	0	0	2	0.1818	1	7	1.6504	7	0
cpd00992	1,2-Ethanediol	C2H6O2	0	5	-4.2050	4.2050	62.0000	0.2610	4	0	0	0	0.0000	0	1	-1.0290	2	0
cpd19488	Palustradienal	C20H30O	0	9	-4.1950	4.1950	286.0000	32838.5059	21	3	0	3	0.1304	3	2	5.4646	11	0
cpd01734	D-Galactono-1,5-lactone	C6H10O6	0	5	-4.1310	4.1310	178.0000	0.4730	12	1	0	2	0.1667	4	1	-3.0132	7	0
cpd00693	D-Lactaldehyde	C3H6O2	0	15	4.0940	4.0940	74.0000	0.1735	5	0	0	0	0.0000	1	1	-0.4339	5	0
cpd00114	IMP	C10H11N4O8P	-2	22	-4.0860	4.0860	347.0000	0.5027	23	3	9	11	0.4400	4	4	-3.4159	20	0
cpd00334	L-Lactaldehyde	C3H6O2	0	20	4.0830	4.0830	74.0000	0.3313	5	0	0	0	0.0000	1	1	-0.4339	5	0
cpd00386	D-Malate	C4H4O5	-2	5	-4.0800	4.0800	132.0000	1.0075	9	0	0	4	0.5000	1	3	-3.7628	6	0
cpd14552	3-Keto-4-methylzymosterol	C28H44O	0	7	4.0790	4.0790	396.0000	56449.3850	29	4	0	0	0.0000	7	4	7.9071	10	0
cpd01709	2-Hydroxyglutarate	C5H6O5	-2	6	-4.0720	4.0720	146.0000	0.3284	10	0	0	4	0.4444	1	4	-3.3727	6	0
cpd02211	L-2-Amino-acetoacetate	C4H7NO3	0	9	4.0420	4.0420	117.0000	0.3450	8	0	0	2	0.2857	1	2	-3.0642	7	0
cpd19016	Ornithine	C5H13N2O2	1	13	-4.0320	4.0320	132.0000	0.6317	9	0	0	2	0.2500	1	4	-3.6311	7	0
cpd03130	(2E)-Octenoyl-CoA	C29H44N7O17P3S	-4	14	4.0170	4.0170	888.0000	2.1754	57	3	9	18	0.3051	7	24	-1.7268	33	0
cpd26609	sphing-4-enine-16-ceramide	C34H67NO3	0	6	-4.0110	4.0110	537.0000	2.6298	38	0	0	2	0.0541	2	30	9.5630	10	0
cpd00364	Chinone	C6H4O2	0	10	4.0040	4.0040	108.0000	2.3811	8	1	0	8	1.0000	0	0	0.2506	3	0
cpd01092	Allantoin	C4H6N4O3	0	7	-3.9990	3.9990	158.0000	1.5360	11	1	0	8	0.7273	1	1	-2.1798	7	0
cpd00898	Inositol 1,4-bisphosphate	C6H10O12P2	-4	6	3.9700	3.9700	338.0000	1.8204	20	1	0	0	0.0000	6	4	-6.1286	7	0
cpd00668	ALCTT	C5H7O4	-1	9	3.9660	3.9660	131.0000	0.4129	9	0	0	2	0.2500	1	2	-1.9237	7	0
cpd00154	Xylose	C5H10O5	0	13	3.9620	3.9620	150.0000	0.3535	10	1	0	0	0.0000	4	0	-2.5823	6	0
cpd02096	L-3-Amino-isobutyrate	C4H9NO2	0	5	-3.9550	3.9550	103.0000	0.3341	7	0	0	2	0.3333	1	2	-2.3857	7	0
cpd00400	Acrylate	C3H3O2	-1	10	3.9540	3.9540	71.0000	0.3939	5	0	0	4	1.0000	0	1	-1.0777	5	0
cpd01943	2,5-Diketocamphane	C10H14O2	0	6	-3.9360	3.9360	166.0000	48388.4599	12	2	0	0	0.0000	2	0	1.5807	7	0
cpd02180	(+)-exo-5-Hydroxycamphor	C10H16O2	0	5	3.9360	3.9360	168.0000	48388.3860	12	2	0	0	0.0000	3	0	1.3725	9	0
cpd00235	D-mannose-6-phosphate	C6H11O9P	-2	17	3.9350	3.9350	259.0000	0.2852	16	1	0	0	0.0000	5	3	-4.3684	10	0
cpd03119	3-Oxodecanoyl-CoA	C31H48N7O18P3S	-4	8	3.9050	3.9050	932.0000	2.1624	60	3	9	15	0.2419	7	27	-1.5436	32	0
cpd01123	Maleamate	C4H4NO3	-1	7	-3.8780	3.8780	114.0000	0.5287	8	0	0	7	1.0000	0	2	-2.2222	6	0
cpd02188	2-trans,6-trans-Farnesal	C15H24O	0	14	3.8690	3.8690	220.0000	1.7266	16	0	0	3	0.2000	0	7	4.6045	9	0
cpd00829	2-trans,6-trans-Farnesol	C15H26O	0	5	-3.8690	3.8690	222.0000	1.6594	16	0	0	0	0.0000	0	7	4.3979	8	0
cpd00374	Tyramine	C8H12NO	1	13	3.8560	3.8560	138.0000	0.7091	10	1	6	7	0.7000	0	2	0.1766	7	0
cpd00418	NO	NO	0	5	-3.8380	3.8380	30.0000	0.7007	2	0	0	0	0.0000	0	0	-0.4471	1	0
cpd00409	Androsterone	C19H30O2	0	5	-3.8240	3.8240	290.0000	56449.2146	21	4	0	0	0.0000	7	0	3.9591	10	0
cpd19006	alpha-D-Glucose 6-phosphate	C6H11O9P	-2	23	-3.8190	3.8190	260.0000	0.4518	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd00863	beta-D-Glucose 6-phosphate	C6H11O9P	-2	43	-3.8070	3.8070	259.0000	0.4518	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd19487	Palustradienol	C20H32O	0	9	-3.8050	3.8050	288.0000	32838.4909	21	3	0	3	0.1304	3	2	5.2580	10	0
cpd02484	Inositol 3-phosphate	C6H11O9P	-2	11	3.7900	3.7900	259.0000	1.7852	16	1	0	0	0.0000	6	2	-4.9816	7	0
cpd20870	18-Oxooleate	C18H31O3	-1	5	3.7820	3.7820	296.0000	1.4300	21	0	0	2	0.1000	0	16	3.9528	6	0
cpd20869	18-Hydroxyoleate	C18H33O3	-1	5	-3.7820	3.7820	298.0000	1.3955	21	0	0	2	0.1000	0	16	3.7462	7	0
cpd20876	22-Hydroxydocosanoate	C22H43O3	-1	6	-3.7810	3.7810	356.0000	1.8113	25	0	0	2	0.0833	0	21	5.5306	6	0
cpd20877	22-Oxo-docosanoate	C22H41O3	-1	7	3.7810	3.7810	354.0000	1.8187	25	0	0	2	0.0833	0	21	5.7372	5	0
cpd24939	eicosanal	C20H40O	0	7	3.7800	3.7800	296.0000	1.7049	21	0	0	0	0.0000	0	18	7.2270	4	0
cpd24932	1-eicosanol	C20H42O	0	7	-3.7800	3.7800	298.0000	1.7060	21	0	0	0	0.0000	0	18	7.0204	4	0
cpd26869	DIOH-ISOVALERATE	C5H9O4	-1	6	-3.7730	3.7730	134.0000	0.3830	9	0	0	2	0.2500	1	2	-2.1319	7	0
cpd02498	2,3-Dihydroxy-isovalerate	C5H9O4	-1	9	-3.7710	3.7710	133.0000	0.3830	9	0	0	2	0.2500	1	2	-2.1319	7	0
cpd00238	Sedoheptulose7-phosphate	C7H13O10P	-2	27	3.7680	3.7680	289.0000	0.4496	18	0	0	0	0.0000	4	8	-5.1633	10	0
cpd00074	S	S	0	5	-3.7480	3.7480	32.0000	0.0000	1	0	0	0	0.0000	0	0	0.6482	1	0
cpd00223	Glycerate	C3H5O4	-1	27	-3.7420	3.7420	105.0000	0.2380	7	0	0	2	0.3333	1	2	-2.9105	6	0
cpd00064	Ornithine	C5H13N2O2	1	46	-3.7390	3.7390	133.0000	1.0986	9	0	0	2	0.2500	1	4	-3.6311	7	0
cpd00326	Sinapoyl-CoA	C32H42N7O20P3S	-4	8	-3.7230	3.7230	970.0000	2.7752	63	4	15	28	0.4242	7	23	-2.4271	38	0
cpd03333	Sinapaldehyde	C11H12O4	0	5	3.7230	3.7230	208.0000	1.8938	15	1	6	13	0.8667	0	4	1.6215	10	0
cpd00245	Aniline	C6H7N	0	9	3.6880	3.6880	93.0000	0.7923	7	1	6	7	1.0000	0	0	1.2688	3	0
cpd00765	L-Gulonolactone	C6H10O6	0	7	3.6790	3.6790	178.0000	0.4781	12	1	0	2	0.1667	4	2	-3.0132	9	0
cpd03260	5beta-Pregnane-3,20-dione	C21H32O2	0	5	3.6790	3.6790	316.0000	56449.3055	23	4	0	0	0.0000	7	1	4.8034	9	0
cpd01170	Ergosterol	C28H44O	0	8	-3.6140	3.6140	396.0000	56449.4778	29	4	0	3	0.0938	8	4	7.3308	11	0
cpd36209	CPD-15709	C6H11O9P	-2	7	3.6100	3.6100	10000000.0000	0.2891	16	0	0	0	0.0000	3	7	-4.5242	10	0
cpd00401	Benzoyl-CoA	C28H36N7O17P3S	-4	30	3.6100	3.6100	868.0000	2.0156	56	4	15	23	0.3898	7	20	-2.5495	33	0
cpd00007	O2	O2	0	1765	3.6050	3.6050	32.0000	0.7007	2	0	0	0	0.0000	0	0	0.0670	1	0
cpd00237	Androstenedione	C19H26O2	0	15	-3.5990	3.5990	286.0000	56448.6642	21	4	0	3	0.1250	5	0	4.0874	9	0
cpd21454	(6E)-8-Oxolinalool	C10H16O2	0	5	3.5970	3.5970	168.0000	0.8952	12	0	0	3	0.2727	1	5	1.8488	10	0
cpd24367	1,2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	C44H80NO8P	0	6	3.5850	3.5850	781.0000	29276.3446	54	0	0	4	0.0755	2	38	11.2762	15	0
cpd02799	Methylisocitrate	C7H7O7	-3	9	-3.5660	3.5660	203.0000	0.5311	14	0	0	6	0.4615	2	5	-5.0066	8	0
cpd02258	4-Hydroxy-2-oxovalerate	C5H7O4	-1	5	3.5420	3.5420	131.0000	0.2439	9	0	0	4	0.5000	1	3	-1.9237	8	0
cpd00141	Propionate	C3H5O2	-1	14	-3.5400	3.5400	73.0000	0.6230	5	0	0	2	0.5000	0	1	-0.8537	5	0
cpd08289	1-deoxy-D-xylulose5-phosphate	C5H9O7P	-2	7	3.5120	3.5120	213.0000	0.2978	13	0	0	0	0.0000	2	5	-2.8575	10	0
cpd01398	Linoleoyl-CoA	C39H62N7O17P3S	-4	18	3.5110	3.5110	1026.0000	2.7870	67	3	9	15	0.2174	7	33	1.9502	32	0
cpd00718	Dihydroxyfumarate	C4H2O6	-2	6	-3.5060	3.5060	146.0000	0.5432	10	0	0	6	0.6667	1	3	-4.5838	6	0
cpd23281	(S)-3-Hydroxyisobutyric acid	C4H7O3	-1	6	-3.5000	3.5000	104.0000	0.2416	7	0	0	2	0.3333	1	2	-1.6353	7	0
cpd00227	L-Homoserine	C4H9NO3	0	10	-3.4950	3.4950	119.0000	0.9883	8	0	0	2	0.2857	1	3	-3.2708	8	0
cpd03115	(S)-3-Hydroxytetradecanoyl-CoA	C35H58N7O18P3S	-4	6	-3.4880	3.4880	990.0000	2.3052	64	3	9	15	0.2273	8	31	-0.1914	31	0
cpd04501	Sulcatone	C8H14O	0	5	-3.4860	3.4860	126.0000	0.7737	9	0	0	0	0.0000	0	3	2.3218	6	0
cpd01447	Benzoylformate	C8H5O3	-1	7	3.4810	3.4810	149.0000	0.6422	11	1	6	11	1.0000	0	2	-0.3808	6	0
cpd00454	Dinoprostone	C20H31O5	-1	7	-3.4790	3.4790	351.0000	2.1140	25	1	0	2	0.0800	4	12	1.9164	12	0
cpd00276	GLUM	C6H14NO5	1	12	3.4790	3.4790	180.0000	0.4296	12	1	0	0	0.0000	5	1	-3.9718	8	0
cpd00116	Methanol	CH4O	0	59	-3.4640	3.4640	32.0000	0.7007	2	0	0	0	0.0000	0	0	-0.3915	1	0
cpd00123	3-Methyl-2-oxobutanoate	C5H7O3	-1	38	-3.4190	3.4190	115.0000	0.3669	8	0	0	4	0.5714	0	2	-1.0386	6	0
cpd00540	BET	C5H11NO2	0	11	-3.3910	3.3910	117.0000	23902.5121	8	0	0	2	0.2857	0	2	-1.5575	6	0
cpd24610	1-(3-aminopropyl)-4-aminobutanal	C7H18N2O	2	6	3.3320	3.3320	144.0000	1.2796	10	0	0	0	0.0000	0	7	-1.8391	7	0
cpd00571	Glucarate	C6H8O8	-2	14	-3.3190	3.3190	208.0000	0.4060	14	0	0	4	0.3077	4	5	-6.0702	6	0
cpd09079	Decanal	C10H20O	0	5	-3.3090	3.3090	156.0000	0.7855	11	0	0	0	0.0000	0	8	3.3260	4	0
cpd01859	(2-Naphthyl)methanol	C11H10O	0	5	-3.3050	3.3050	158.0000	1.3842	12	2	10	11	0.8462	0	1	2.3321	5	0
cpd09801	2-Methylnaphthalene	C11H10	0	5	3.3050	3.3050	142.0000	1.3948	11	2	10	11	0.9167	0	0	3.1482	4	0
cpd05196	Docosanoate	C22H43O2	-1	6	-3.2950	3.2950	339.0000	1.8322	24	0	0	2	0.0870	0	20	6.5582	5	0
cpd00916	Ins(1,4,5)P3	C6H9O15P3	-6	8	3.2950	3.2950	417.0000	1.9031	24	1	0	0	0.0000	6	6	-7.2756	7	0
cpd00460	Sulfoacetaldehyde	C2H3O4S	-1	10	3.2930	3.2930	123.0000	16901.0713	7	0	0	0	0.0000	0	2	-1.2695	6	0
cpd00536	Oleate	C18H33O2	-1	73	3.2840	3.2840	281.0000	1.4277	20	0	0	2	0.1053	0	15	4.7738	6	0
cpd01861	(R)-1,2-Propanediol	C3H8O2	0	6	-3.2700	3.2700	76.0000	0.2421	5	0	0	0	0.0000	1	1	-0.6405	4	0
cpd00311	Guanosine	C10H13N5O5	0	14	-3.2650	3.2650	283.0000	16172.5786	20	3	9	12	0.5455	4	2	-2.6867	17	0
cpd25393	neoabietadienal	C20H30O	0	8	3.2570	3.2570	286.0000	32837.9824	21	3	0	3	0.1304	4	1	5.4646	11	0
cpd01647	2-Phenylacetamide	C8H9NO	0	8	3.2380	3.2380	135.0000	0.7461	10	1	6	8	0.8000	0	2	0.7144	6	0
cpd00867	Inositol 1-phosphate	C6H11O9P	-2	9	3.2380	3.2380	259.0000	1.7852	16	1	0	0	0.0000	6	2	-4.9816	7	0
cpd00480	2-Dehydro-D-gluconate	C6H9O7	-1	6	3.2360	3.2360	193.0000	0.7455	13	0	0	4	0.3333	3	5	-4.6196	8	0
cpd05497	Zeinoxanthin	C40H56O	0	6	3.2340	3.2340	552.0000	5.2390	41	2	0	19	0.4524	2	10	11.4325	27	18
cpd00458	Coniferol	C10H12O3	0	14	3.2280	3.2280	180.0000	1.1800	13	1	6	10	0.7692	0	3	1.4063	9	0
cpd27109	GLUCURONATE	C6H9O7	-1	6	3.2190	3.2190	194.0000	0.3176	13	0	0	2	0.1667	4	5	-4.6212	7	0
cpd19009	alpha-D-Mannose	C6H12O6	0	6	-3.2010	3.2010	180.0000	0.2701	12	1	0	0	0.0000	5	1	-3.2214	6	0
cpd03564	3-Oxopropionyl-CoA	C24H34N7O18P3S	-4	5	3.1860	3.1860	834.0000	1.9199	53	3	9	15	0.2727	7	21	-4.2743	32	0
cpd24261	(15Z)-tetracos-15-enal	C24H46O	0	5	3.1850	3.1850	350.0000	2.0495	25	0	0	0	0.0000	0	21	8.5634	5	0
cpd05238	Nervonic acid	C24H45O2	-1	5	-3.1850	3.1850	365.0000	1.9766	26	0	0	2	0.0800	0	21	7.1144	6	0
cpd15621	pentanal	C5H10O	0	5	3.1830	3.1830	86.0000	0.3451	6	0	0	0	0.0000	0	3	1.3755	4	0
cpd00597	Valerate	C5H9O2	-1	6	-3.1830	3.1830	101.0000	0.3127	7	0	0	2	0.3333	0	3	-0.0735	5	0
cpd00626	dTDPglucose	C16H24N2O16P2	-2	8	3.1820	3.1820	562.0000	1.2866	36	3	6	8	0.2105	10	9	-4.7201	22	0
cpd25391	neoabietadienol	C20H32O	0	9	-3.1580	3.1580	288.0000	32837.9631	21	3	0	3	0.1304	4	1	5.2580	10	0
cpd12862	Hydroxycinnamoyl-CoA	C30H40N7O18P3S	-4	9	3.1480	3.1480	0.0000		59	4	15	21	0.3387	8	22	-2.7396	34	0
cpd00836	S-Acetyldihydrolipoamide	C10H19NO2S2	0	9	3.1080	3.1080	249.0000	1.7783	15	0	0	2	0.1429	1	8	2.0003	10	0
cpd00249	Uridine	C9H12N2O6	0	18	-3.0930	3.0930	244.0000	0.9296	17	2	6	8	0.4444	4	2	-2.8519	14	0
cpd14589	7,9,7',9'-Tetra-cis-lycopene	C40H56	0	13	3.0880	3.0880	536.0000	5.4866	40	0	0	21	0.5385	0	16	12.9380	26	22
cpd24937	docosanal	C22H44O	0	5	3.0820	3.0820	324.0000	1.8899	23	0	0	0	0.0000	0	20	8.0072	4	0
cpd00259	D-Lyxulose	C5H10O5	0	13	3.0620	3.0620	150.0000	0.3902	10	1	0	0	0.0000	3	1	-2.5807	5	0
cpd00481	Isobutyryl-CoA	C25H38N7O17P3S	-4	14	-3.0210	3.0210	834.0000	1.9604	53	3	9	15	0.2727	7	20	-3.2073	32	0
cpd00395	L-Cysteate	C3H6NO5S	-1	5	-3.0110	3.0110	168.0000	16901.1079	10	0	0	2	0.2222	1	3	-4.1080	9	0
cpd09690	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	C39H76NO8P	0	10	-3.0000	3.0000	717.0000	16903.4271	49	0	0	4	0.0833	2	38	9.7037	14	0
cpd00491	D-glucitol 6-phosphate	C6H13O9P	-2	15	-2.9380	2.9380	261.0000	0.4280	16	0	0	0	0.0000	4	7	-4.7324	8	0
cpd10162	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	C6H9O4	-1	10	-2.9250	2.9250	145.0000	0.4124	10	0	0	4	0.4444	1	3	-1.5336	8	0
cpd03122	(S)-Hydroxyhexanoyl-CoA	C27H42N7O18P3S	-4	6	2.9150	2.9150	878.0000	2.0398	56	3	9	15	0.2586	8	23	-3.3122	31	0
cpd00284	6-Phospho-D-gluconate	C6H10O10P	-3	21	-2.9120	2.9120	274.0000	0.2880	17	0	0	2	0.1250	4	7	-5.9748	11	0
cpd16277	Fructoselysine 6-phosphate	C12H24N2O10P	-1	5	2.9060	2.9060	388.0000	1.2285	25	0	0	2	0.0833	4	14	-7.4224	17	0
cpd00061	Phosphoenolpyruvate	C3H2O6P	-3	38	-2.8910	2.8910	166.0000	0.1963	10	0	0	5	0.5556	0	3	-2.9047	9	0
cpd00526	Cholate	C24H39O5	-1	13	-2.8880	2.8880	407.0000	56449.1036	29	4	0	2	0.0625	11	4	2.1140	11	0
cpd02351	Glucosaminate	C6H13NO6	0	8	-2.8860	2.8860	195.0000	0.4115	13	0	0	2	0.1667	4	5	-5.5782	9	0
cpd07946	4-Hydroxybutyryl-CoA	C25H38N7O18P3S	-4	6	-2.8650	2.8650	850.0000	1.8772	54	3	9	15	0.2679	7	22	-4.0908	31	0
cpd00702	Estradiol	C18H24O2	0	11	-2.8600	2.8600	272.0000	32838.5970	20	4	6	7	0.3043	5	0	3.6092	12	0
cpd00362	Estrone	C18H22O2	0	13	2.8600	2.8600	270.0000	32838.5970	20	4	6	7	0.3043	4	0	3.8174	12	0
cpd03124	Hexanoyl-CoA	C27H42N7O17P3S	-4	27	-2.8580	2.8580	862.0000	1.9903	55	3	9	15	0.2632	7	23	-2.2830	31	0
cpd40680	2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	C26H50NO7P	0	7	-2.8430	2.8430	10000000.0000	29275.1632	35	0	0	2	0.0588	2	23	4.9118	16	0
cpd00079	D-glucose-6-phosphate	C6H11O9P	-2	37	2.8230	2.8230	259.0000	0.1543	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd14935	3-Oxostearoyl-CoA	C39H64N7O18P3S	-4	10	-2.8170	2.8170	1044.0000	2.5957	68	3	9	15	0.2143	7	35	1.5772	32	0
cpd00001	H2O	H2O	0	4874	-2.8110	2.8110	18.0000	0.1814	1	0	0	0	0.0000	0	0	-0.8247	1	0
cpd02961	Dihydroneopterin	C9H13N5O4	0	6	-2.7990	2.7990	255.0000		18	2	6	10	0.5263	2	3	-2.5196	16	0
cpd00136	4-Hydroxybenzoate	C7H5O3	-1	21	2.7890	2.7890	137.0000	0.6467	10	1	6	10	1.0000	0	1	-0.2443	7	0
cpd01499	2-Methylbutanal	C5H10O	0	7	2.7780	2.7780	86.0000	0.3840	6	0	0	0	0.0000	1	2	1.2314	5	0
cpd00413	Glutaryl-CoA	C26H37N7O19P3S	-5	9	-2.7730	2.7730	877.0000	1.9028	56	3	9	17	0.2931	7	23	-4.9431	33	0
cpd03058	17alpha-Hydroxypregnenolone	C21H32O3	0	8	2.7380	2.7380	332.0000	56448.8185	24	4	0	0	0.0000	7	1	3.6302	12	0
cpd02091	Imidazole pyruvate	C6H5N2O3	-1	6	2.7170	2.7170	153.0000	0.9648	11	1	5	9	0.8182	0	3	-1.7288	10	0
cpd03126	(2E)-Hexadecenoyl-CoA	C37H60N7O17P3S	-4	14	-2.7070	2.7070	1000.0000	2.5648	65	3	9	18	0.2687	7	32	1.3940	33	0
cpd00264	Spermidine	C7H22N3	3	22	-2.7060	2.7060	148.0000	1.5102	10	0	0	0	0.0000	0	7	-2.7961	5	0
cpd00752	6-Hydroxynicotinate	C6H4NO3	-1	6	2.6700	2.6700	138.0000	0.5683	10	1	6	10	1.0000	0	1	-1.2616	9	0
cpd00396	L-Rhamnose	C6H12O5	0	13	2.6660	2.6660	164.0000	0.3306	11	1	0	0	0.0000	5	0	-2.1938	6	0
cpd00642	L-Rhamnulose	C6H12O5	0	5	2.6440	2.6440	164.0000	0.3306	11	0	0	0	0.0000	3	4	-2.3496	6	0
