compound	name	formula	charge	n_reactions	offset_eq_minus_dgp
cpd01383	D-Erythrulose	C4H8O4	0	6	0.000
cpd01347	Thiocysteine	C3H7NO2S2	0	5	0.000
cpd01327	L-Norleucine	C6H13NO2	0	5	0.000
cpd00407	Limonene	C10H16	0	5	0.000
cpd00411	D-Tryptophan	C11H12N2O2	0	5	0.000
cpd03292	Penicillin G	C16H17N2O4S	-1	5	0.000
cpd03259	5beta-Pregnane-3alpha,21-diol-11,20-dione	C21H32O4	0	5	0.000
cpd07097	Daidzein	C15H9O4	-1	8	0.000
cpd08734	(1S,4R)-1-Hydroxy-2-oxolimonene	C10H16O2	0	5	0.000
cpd08365	beta-Primeverose	C11H20O10	0	5	0.000
cpd08259	(3R)-3-Isopropenyl-6-oxoheptanoate	C10H15O3	-1	5	0.000
cpd00818	6-Phospho-D-galactose	C6H11O9P	-2	5	0.000
cpd03896	1,5-Anhydro-D-fructose	C6H10O5	0	7	0.000
cpd03533	Pyrrole-2-carboxylate	C5H4NO2	-1	6	0.000
cpd03624	(-)-ABA	C15H19O4	-1	9	0.000
cpd23789	(E)-2-penten-1-al	C5H8O	0	5	0.000
cpd23207	DPX	C55H88O8P	-1	5	0.000
cpd21066	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose	C17H23N3O16P2	-2	7	0.000
cpd21022	L-Homoserine lactone	C4H8NO2	1	5	0.000
cpd02582	2,3-Dihydroxy-N-benzoyl-L-serine	C10H10NO6	-1	5	0.000
cpd02561	trans-Cinnamoyl beta-D-glucoside	C15H18O7	0	9	0.000
cpd04025	dTDP-4-oxo-2,6-dideoxy-alpha-D-glucose	C16H22N2O14P2	-2	9	0.000
cpd24062	UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-4-hexulose	C17H23N3O16P2	-2	7	0.000
cpd02083	CoproporphyrinogenIII	C36H40N4O8	-4	6	0.000
cpd40837	1'-[1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho]-3'-[1-(9Z-octadecenoyl)-sn-glycero-3-phospho]-glycerol	C63H116O16P2	-2	10	0.000
cpd40673	1-octadecanoyl-N-(acetyl)-sphing-4-enine	C38H73NO4	0	5	0.000
cpd24368	1-18:1-2-16:0-phosphatidylglycerol	C40H76O10P	-1	5	0.000
cpd23848	XXXG xyloglucan oligosaccharide	C39H66O33	0	7	0.000
cpd28214	TETRA-H-BIOPTERIN	C9H15N5O3	0	5	0.000
cpd34204	(9Z)-tetradecenoyl-CoA	C35H56N7O17P3S	-4	5	0.000
cpd31569	(2S)-2-hydroxy-3-oxopropane 1-sulfonate	C3H5O5S	-1	8	0.000
