rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	is_redox	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn14089	cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase	1.1.1.1	OK	(1) NAD[0] + (1) cis-3-Chloro-2-propene-1-ol[0] <=> (1) NADH[0] + (1) H+[0] + (1) cis-3-Chloroallyl aldehyde[0]	3.670	4.890	2.300	2.590	h;nad;nadh	5	21	C;Cl;H;N;O;P	R05234	R05234	1	1	0	10	5	1	4.890	1.220	1.370	2.590
rxn14321	clavulanate:NADP+ oxidoreductase		OK	(1) NADPH[0] + (1) H+[0] + (1) Clavulanate-9-aldehyde[0] <=> (1) NADP[0] + (1) Clavulanate[0]	-3.670	-4.890	-0.020	4.870	h;nadp;nadph	5	21	C;H;N;O;P	R05471	R05471	1	1	0	14	5	1	4.890	1.220	3.650	4.870
rxn15743	D-Galactose:NAD+ 1-oxidoreductase	1.1.1.121	OK	(1) NAD[0] + (1) alpha-D-Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Galactono-1,5-lactone[0]	-2.000	-4.880	-0.200	4.680	h;nad;nadh	5	21	C;H;N;O;P	R08544	R08544	1	3	0	12	6	1	4.880	2.880	1.800	4.680
rxn02814	4-coumaryl alcohol:NADP+ oxidoreductase	1.1.1.195	OK	(1) NADPH[0] + (1) H+[0] + (1) p-Coumaraldehyde[0] <=> (1) NADP[0] + (1) p-Coumaryl alcohol[0]	-3.670	-4.880	-2.770	2.110	h;nadp;nadph	5	21	C;H;N;O;P	R07437	R07437	1	1	0	12	5	1	4.880	1.210	0.900	2.110
rxn11569	geranoyl-CoA:carbon-dioxide ligase (ADP-forming)	6.4.1.5	OK	(1) ATP[0] + (1) H2CO3[0] + (1) Geranoyl-CoA[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Isohexenyl-glutaconyl-CoA[0]	-1.070	-2.280	-4.870	3.800	adp;atp;h;pi	7	32	C;H;N;O;P;S	R03494	R03494	1	2	0	12	3	0	4.870	1.210	3.800	2.590
rxn39299	Aromatic alcohol:NADP+ oxidoreductase		OK	(1) NADP[0] + (1) Phenylcarbinol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Benzaldehyde[0]	3.670	4.870	4.400	1.200	h;nadp;nadph	5	21	C;H;N;O;P	R01488	R01488	1	2	0	12	5	1	4.870	1.200	0.730	0.470
rxn15129	D-Galactose:NADP+ 1-oxidoreductase	1.1.1.120	OK	(1) NADP[0] + (1) alpha-D-Galactose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Galactono-1,5-lactone[0]	-2.000	-4.870	-0.790	4.080	h;nadp;nadph	5	21	C;H;N;O;P	R01096	R01096	1	3	0	12	6	1	4.870	2.870	1.210	4.080
rxn02497	Geranoyl-CoA:carbon-dioxide ligase (ADP-forming)	6.4.1.5	OK	(1) ATP[0] + (1) H2CO3[0] + (1) Geranoyl-CoA[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Isohexenyl-glutaconyl-CoA[0]	-1.070	-2.280	-4.870	3.800	adp;atp;h;pi	7	32	C;H;N;O;P;S	R03494	R03494	1	2	0	12	3	0	4.870	1.210	3.800	2.590
rxn02170	L-3-Aminobutyryl-CoA ammonia-lyase	4.3.1.14	OK	(1) L-3-Aminobutyryl-CoA[0] => (1) NH3[0] + (1) Crotonyl-CoA[0]	4.630	-0.070	4.860	4.930	nh3	3	25	C;H;N;O;P;S	R03030	R03030	1	1	0	6	1	0	4.860	4.700	0.230	4.930
rxn20013	L-OXOACET-RXN.c	3.5.1.-;3.5.1.3	OK	(1) H2O[0] + (1) 2-Oxosuccinamate[0] => (1) NH3[0] + (1) Oxaloacetate[0]	-4.720	-1.530	-4.850	3.320	h2o;nh3	4	4	C;H;N;O	R00348	R00348	1	4	0	0	3	0	4.850	3.190	0.130	3.320
rxn00540	4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)	4.1.3.39	OK	(1) Pyruvate[0] + (1) Acetaldehyde[0] <=> (1) 4-Hydroxy-2-oxovalerate[0]	-1.400	-2.940	-4.850	3.450		3	5	C;H;O	R00750	R00750	1	1	0	0	2	0	4.850	1.540	3.450	1.910
rxn24177	RXN-6562.c	3.5.1.-;3.5.1.3	OK	(1) H2O[0] + (1) 2-Oxosuccinamate[0] => (1) NH3[0] + (1) Oxaloacetate[0]	-4.720	-1.530	-4.850	3.320	h2o;nh3	4	4	C;H;N;O	R00348	R00348	1	4	0	0	3	0	4.850	3.190	0.130	3.320
rxn02750	R03897		OK	(1) H2O[0] + (1) Citraconate[0] <=> (1) D-threo-3-Methylmalate[0]	-0.050	2.340	4.850	4.900	h2o	3	5	C;H;O	R03897	R03897	1	1	0	0	2	0	4.850	2.390	4.900	2.510
rxn00254	2-oxosuccinamate amidohydrolase	3.5.1.-;3.5.1.3	OK	(1) H2O[0] + (1) 2-Oxosuccinamate[0] => (1) NH3[0] + (1) Oxaloacetate[0]	-4.720	-1.530	-4.850	3.320	h2o;nh3	4	4	C;H;N;O	R00348	R00348	1	4	0	0	3	0	4.850	3.190	0.130	3.320
rxn16386	D-arabitol-phosphate:NAD+ oxidoreductase	1.1.1.301	OK	(1) NAD[0] + (1) D-Arabinitol 1-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Xylulose5-phosphate[0]	3.760	4.830	3.140	1.690	h;nad;nadh	5	21	C;H;N;O;P	R09544	R09544	1	1	0	10	5	1	4.830	1.070	0.620	1.690
rxn40368	D-galactose 1-epimerase		OK	(1) Galactose[0] <=> (1) alpha-D-Galactose[0]	0.000	1.660	4.830	4.830		2	6	C;H;O	R10619	R10619	1	1	0	2	0	0	4.830	1.660	4.830	3.170
rxn11855	R08328		OK	(1) H+[0] + (1) 2-Oxosuberate[0] => (1) CO2[0] + (1) 7-oxoheptanoic acid[0]	-4.090	-2.390	-4.820	2.430	co2;h	4	8	C;H;O	R08328	R08328	1	1	0	0	3	0	4.820	1.700	0.730	2.430
rxn00582	Sucrose glucosylmutase	5.4.99.11	OK	(1) Sucrose[0] <=> (1) Palatinose[0]	0.000	-4.820	-4.050	4.820		2	12	C;H;O	R00810	R00810;R06217	1	1	0	4	0	0	4.820	4.820	4.050	0.770
rxn02591	9-cis,12-cis-Octadecadienoate delta12-cis-delta11-trans-isomerase	5.2.1.5	OK	(1) Linoleate[0] <=> (1) (9Z,11E)-Octadecadienoic acid[0]	-4.820	-2.520	-2.510	2.310		2	18	C;H;O	R03627	R03627	1	1	0	0	0	0	4.820	2.300	2.310	0.010
rxn00797	Uridine ribohydrolase	3.2.2.3;3.2.2.8	OK	(1) H2O[0] + (1) Uridine[0] => (1) Uracil[0] + (1) D-Ribose[0]	-0.730	-2.990	-4.810	4.080	h2o	4	9	C;H;N;O	R01080	R01080	1	2	0	4	6	0	4.810	2.260	4.080	1.820
rxn00787	D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)	4.1.2.40	OK	(1) D-Tagatose 1,6-biphosphate[0] <=> (1) Glycerone-phosphate[0] + (1) Glyceraldehyde3-phosphate[0]	4.310	4.800	2.010	2.790		3	6	C;H;O;P	R01069	R01069	1	1	0	1	4	0	4.800	0.490	2.300	2.790
rxn01038	Benzoylagmatine amidohydrolase	3.5.1.40	OK	(1) H2O[0] + (1) Benzoylagmatine[0] <=> (1) Agmatine[0] + (1) Benzoate[0]	-0.460	0.060	-4.790	4.850	h2o	4	12	C;H;N;O	R01425	R01425	1	1	0	2	3	0	4.790	0.520	4.330	4.850
rxn00469	N2-Acetyl-L-ornithine amidohydrolase	3.5.1.14;3.5.1.16	OK	(1) H2O[0] + (1) N-Acetylornithine[0] <=> (1) Acetate[0] + (1) Ornithine[0]	-2.000	-1.620	-4.790	3.170	h2o	4	7	C;H;N;O	R00669	R00669	1	6	0	0	3	0	4.790	0.380	2.790	3.170
rxn27670	Acetylornithine deacetylase	3.5.1.14;3.5.1.16	OK	(1) H2O[0] + (1) N-Acetylornithine[0] <=> (1) Acetate[0] + (1) Ornithine[0]	-2.000	-1.620	-4.790	3.170	h2o	4	7	C;H;N;O	R00669	R00669	1	6	0	0	3	0	4.790	0.380	2.790	3.170
rxn30596	ACETYLORNDEACET-RXN	3.5.1.14;3.5.1.16	OK	(1) H2O[0] + (1) N-Acetylornithine[0] <=> (1) Acetate[0] + (1) Ornithine[0]	-2.000	-1.620	-4.790	3.170	h2o	4	7	C;H;N;O	R00669	R00669	1	6	0	0	3	0	4.790	0.380	2.790	3.170
rxn15070	D-Sorbitol 6-phosphate:NADP+ 1-oxidoreductase	1.1.1.200	OK	(1) NADP[0] + (1) D-glucitol 6-phosphate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) alpha-D-Glucose 6-phosphate[0]	2.900	4.780	2.360	2.420	h;nadp;nadph	5	21	C;H;N;O;P	R00834	R00834	1	17	0	11	6	1	4.780	1.880	0.540	2.420
rxn00131	AMP phosphoribohydrolase	3.2.2.4	OK	(1) H2O[0] + (1) AMP[0] => (1) ribose-5-phosphate[0] + (1) Adenine[0]	-0.730	-4.780	-3.040	4.050	amp;h2o	4	10	C;H;N;O;P	R00182	R00182	1	2	0	6	2	0	4.780	4.050	2.310	1.740
rxn15018	AMP phosphoribohydrolase	3.2.2.4	OK	(1) H2O[0] + (1) AMP[0] => (1) Adenine[0] + (1) alpha-D-Ribose 5-phosphate[0]	-0.730	-4.780	-3.040	4.050	amp;h2o	4	10	C;H;N;O;P	R00182	R00182	1	2	0	6	2	0	4.780	4.050	2.310	1.740
rxn01359	(S)-dihydroorotate:NADP+ oxidoreductase	1.3.1.15	OK	(1) NADP[0] + (1) S-Dihydroorotate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Orotate[0]	4.780	2.800	2.520	2.260	h;nadp;nadph	5	21	C;H;N;O;P	R01866	R01866	1	1	0	12	5	1	4.780	1.980	2.260	0.280
rxn01361	(S)-dihydroorotate:NAD+ oxidoreductase	1.3.1.14;1.3.3.2	OK	(1) NAD[0] + (1) S-Dihydroorotate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Orotate[0]	4.780	2.790	3.110	1.990	h;nad;nadh	5	21	C;H;N;O;P	R01869	R01869	1	1	0	12	5	1	4.780	1.990	1.670	0.320
rxn37585	N-ribosyladenine ribohydrolase	3.2.2.1;3.2.2.7	OK	(1) H2O[0] + (1) Adenosine[0] => (1) Adenine[0] + (1) beta-D-Ribofuranose[0]	-0.730	-4.760	-3.040	4.030	h2o	4	10	C;H;N;O	R01245	R01245	1	16	0	6	2	0	4.760	4.030	2.310	1.720
rxn15162	Adenosine ribohydrolase	3.2.2.1;3.2.2.7	OK	(1) H2O[0] + (1) Adenosine[0] => (1) Adenine[0] + (1) beta-D-Ribofuranose[0]	-0.730	-4.760	-3.040	4.030	h2o	4	10	C;H;N;O	R01245	R01245	1	16	0	6	2	0	4.760	4.030	2.310	1.720
rxn37586	N-ribosyladenine ribohydrolase	3.2.2.1;3.2.2.7	OK	(1) H2O[0] + (1) Adenosine[0] => (1) Adenine[0] + (1) beta-D-Ribofuranose[0]	-0.730	-4.760	-3.040	4.030	h2o	4	10	C;H;N;O	R01245	R01245	1	16	0	6	2	0	4.760	4.030	2.310	1.720
rxn00834	IMP:NAD+ oxidoreductase	1.1.1.205	OK	(1) H2O[0] + (1) NAD[0] + (1) IMP[0] <=> (1) NADH[0] + (1) H+[0] + (1) XMP[0]	1.580	4.750	1.400	3.350	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01130	R01130	1	5	0	16	3	1	4.750	3.170	0.180	3.350
rxn27944	IMP dehydrogenase	1.1.1.205	OK	(1) H2O[0] + (1) NAD[0] + (1) IMP[0] <=> (1) NADH[0] + (1) H+[0] + (1) XMP[0]	1.580	4.750	1.400	3.350	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01130	R01130	1	5	0	16	3	1	4.750	3.170	0.180	3.350
rxn19930	IMP dehydrogenase	1.1.1.205	OK	(1) H2O[0] + (1) NAD[0] + (1) IMP[0] <=> (1) NADH[0] + (1) H+[0] + (1) XMP[0]	1.580	4.750	1.400	3.350	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01130	R01130	1	5	0	16	3	1	4.750	3.170	0.180	3.350
rxn14370	UDP-4-dehydro-6-deoxy-glucose 3,5-epimerase	1.1.1.-;5.1.3.-	OK	(1) UDP-4-oxo-6-deoxy-D-glucose[0] <=> (1) UDP-4-keto-rhamnose[0]	0.000	0.000	-4.740	4.740		2	15	C;H;N;O;P	R08704	R08704	1	1	0	6	0	1	4.740	0.000	4.740	4.740
rxn01307	2-dehydro-3-deoxy-L-pentonate glycolaldehyde-lyase (pyruvate-forming)	4.1.2.18;4.1.2.28	OK	(1) 2-dehydro-3-deoxy-L-arabinonate[0] <=> (1) Pyruvate[0] + (1) Glycolaldehyde[0]	0.750	3.570	4.730	3.980		3	5	C;H;O	R01784	R01784	1	8	0	0	2	0	4.730	2.820	3.980	1.160
rxn01620	L-Fuculose-1-phosphate lactaldehyde-lyase	4.1.2.17	OK	(1) L-Fuculose1-phosphate[0] <=> (1) Glycerone-phosphate[0] + (1) L-Lactaldehyde[0]	2.560	4.730	4.710	2.170		3	6	C;H;O;P	R02262	R02262	1	3	0	0	2	0	4.730	2.170	2.150	0.020
rxn18927	2-dehydro-3-deoxy-L-pentonate aldolase	4.1.2.18;4.1.2.28	OK	(1) 2-dehydro-3-deoxy-L-arabinonate[0] <=> (1) Pyruvate[0] + (1) Glycolaldehyde[0]	0.750	4.730	4.730	3.980		3	5	C;H;O	R01784	R01784	1	8	0	0	2	0	4.730	3.980	3.980	0.000
rxn01621	L-Rhamnulose-1-phosphate lactaldehyde-lyase	4.1.2.19	OK	(1) L-Rhamnulose 1-phosphate[0] <=> (1) Glycerone-phosphate[0] + (1) L-Lactaldehyde[0]	2.560	4.730	1.570	3.160		3	6	C;H;O;P	R02263	R02263	1	1	0	0	2	0	4.730	2.170	0.990	3.160
rxn31851	L-Fuculose-1-phosphate lactaldehyde-lyase	4.1.2.17	OK	(1) L-Fuculose1-phosphate[0] <=> (1) Glycerone-phosphate[0] + (1) L-Lactaldehyde[0]	2.560	4.730	4.710	2.170		3	6	C;H;O;P	R02262	R02262	1	3	0	0	2	0	4.730	2.170	2.150	0.020
rxn34558	asparaginase	3.5.1.1;3.5.1.38	OK	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	h2o;nh3	4	4	C;H;N;O	R00485	R00485	1	11	0	0	3	0	4.720	0.710	0.790	0.080
rxn38278	Acrylamidase	3.5.1.4	OK	(1) H2O[0] + (1) Acrylamide[0] => (1) NH3[0] + (1) Acrylate[0]	-4.720	-2.840	-1.600	3.120	h2o;nh3	4	3	C;H;N;O	R05551	R05551	1	11	0	0	3	0	4.720	1.880	3.120	1.240
rxn30353	L-asparaginase, extracellular	3.5.1.1;3.5.1.38	OK	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	h2o;nh3	4	4	C;H;N;O	R00485	R00485	1	11	0	0	3	0	4.720	0.710	0.790	0.080
rxn30618	ASPARAGHYD-RXN	3.5.1.1;3.5.1.38	OK	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	h2o;nh3	4	4	C;H;N;O	R00485	R00485	1	11	0	0	3	0	4.720	0.710	0.790	0.080
rxn19831	L-glutaminase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	OK	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	-4.720	-2.820	-2.780	1.940	gln;glu;h2o;nh3	4	5	C;H;N;O	R00256	R00256	1	12	0	0	3	0	4.720	1.900	1.940	0.040
rxn01630	5-Aminopentanamide amidohydrolase	3.5.1.30	OK	(1) H2O[0] + (1) 5-Aminopentanamide[0] => (1) NH3[0] + (1) 5-Aminopentanoate[0]	-4.720	-2.460	-2.480	2.260	h2o;nh3	4	5	C;H;N;O	R02273	R02273	1	1	0	0	3	0	4.720	2.260	2.240	0.020
rxn00794	Biotin-amide amidohydrolase	3.5.1.12	OK	(1) H2O[0] + (1) Biotin amide[0] => (1) NH3[0] + (1) BIOT[0]	-4.720	-2.840	-2.770	1.950	h2o;nh3	4	10	C;H;N;O;S	R01076	R01076	1	1	0	4	3	0	4.720	1.880	1.950	0.070
rxn31885	2-Oxoglutaramate amidohydrolase	3.5.1.-;3.5.1.111;3.5.1.3	OK	(1) H2O[0] + (1) 2-Oxoglutaramate[0] => (1) NH3[0] + (1) 2-Oxoglutarate[0]	-4.720	-0.140	-3.070	4.580	h2o;nh3	4	5	C;H;N;O	R00269	R00269	1	4	0	0	3	0	4.720	4.580	1.650	2.930
rxn29962	glutaminase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	OK	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	-4.720	-2.820	-2.780	1.940	gln;glu;h2o;nh3	4	5	C;H;N;O	R00256	R00256	1	12	0	0	3	0	4.720	1.900	1.940	0.040
rxn29992	L-asparaginase	3.5.1.1;3.5.1.38	OK	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	h2o;nh3	4	4	C;H;N;O	R00485	R00485	1	11	0	0	3	0	4.720	0.710	0.790	0.080
rxn38277	Acrylamidase	3.5.1.4	OK	(1) H2O[0] + (1) Acrylamide[0] => (1) NH3[0] + (1) Acrylate[0]	-4.720	-2.840	-1.600	3.120	h2o;nh3	4	3	C;H;N;O	R05551	R05551	1	11	0	0	3	0	4.720	1.880	3.120	1.240
rxn16490	(R)-piperazine-2-carboxamide amidohydrolase	3.5.1.100	OK	(1) H2O[0] + (1) (R)-Piperazine-2-carboxamide[0] => (1) NH3[0] + (1) (R)-Piperazine-2-carboxylic acid[0]	-4.720	-2.460	-1.010	3.710	h2o;nh3	4	5	C;H;N;O	R09647	R09647	1	1	0	2	3	0	4.720	2.260	3.710	1.450
rxn30024	glutaminase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	OK	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	-4.720	-2.820	-2.780	1.940	gln;glu;h2o;nh3	4	5	C;H;N;O	R00256	R00256	1	12	0	0	3	0	4.720	1.900	1.940	0.040
rxn34787	glutaminase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	OK	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	-4.720	-2.820	-2.780	1.940	gln;glu;h2o;nh3	4	5	C;H;N;O	R00256	R00256	1	12	0	0	3	0	4.720	1.900	1.940	0.040
rxn19208	L-asparaginase	3.5.1.1;3.5.1.38	OK	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	h2o;nh3	4	4	C;H;N;O	R00485	R00485	1	11	0	0	3	0	4.720	0.710	0.790	0.080
rxn02105	Pentanamide amidohydrolase	3.5.1.50	OK	(1) H2O[0] + (1) Valeramide[0] => (1) NH3[0] + (1) Valerate[0]	-4.720	-2.840	-2.780	1.940	h2o;nh3	4	5	C;H;N;O	R02938	R02938	1	1	0	0	3	0	4.720	1.880	1.940	0.060
rxn29950	L-asparaginase	3.5.1.1;3.5.1.38	OK	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	h2o;nh3	4	4	C;H;N;O	R00485	R00485	1	11	0	0	3	0	4.720	0.710	0.790	0.080
rxn00200	2-oxoglutaramate amidohydrolase	3.5.1.-;3.5.1.111;3.5.1.3	OK	(1) H2O[0] + (1) 2-Oxoglutaramate[0] => (1) NH3[0] + (1) 2-Oxoglutarate[0]	-4.720	-0.140	-3.070	4.580	h2o;nh3	4	5	C;H;N;O	R00269	R00269	1	4	0	0	3	0	4.720	4.580	1.650	2.930
rxn02275	4-Guanidinobutanamide amidohydrolase	3.5.1.4	OK	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]	-4.720	-2.460	-2.480	2.260	h2o;nh3	4	5	C;H;N;O	R03180	R03180	1	4	0	0	3	0	4.720	2.260	2.240	0.020
rxn00189	L-Glutamine amidohydrolase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	OK	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	-4.720	-2.820	-2.780	1.940	gln;glu;h2o;nh3	4	5	C;H;N;O	R00256	R00256	1	12	0	0	3	0	4.720	1.900	1.940	0.040
rxn16492	(S)-piperazine-2-carboxamide amidohydrolase	3.5.1.101	OK	(1) H2O[0] + (1) (S)-Piperazine-2-carboxamide[0] => (1) NH3[0] + (1) (S)-Piperazine-2-carboxylic acid[0]	-4.720	-2.460	-3.470	2.260	h2o;nh3	4	5	C;H;N;O	R09649	R09649	1	1	0	2	3	0	4.720	2.260	1.250	1.010
rxn16379	fatty acylamide amidohydrolase	3.5.1.99	OK	(1) H2O[0] + (1) Oleamide[0] => (1) NH3[0] + (1) Oleate[0]	-4.720	-2.840	-2.780	1.940	h2o;nh3	4	18	C;H;N;O	R09537	R09537	1	10	0	0	3	0	4.720	1.880	1.940	0.060
rxn23361	2-ketoglutaramate amidase	3.5.1.-;3.5.1.111;3.5.1.3	OK	(1) H2O[0] + (1) 2-Oxoglutaramate[0] => (1) NH3[0] + (1) 2-Oxoglutarate[0]	-4.720	-0.140	-3.070	4.580	h2o;nh3	4	5	C;H;N;O	R00269	R00269	1	4	0	0	3	0	4.720	4.580	1.650	2.930
rxn38142	GUANIDINOBUTANAMIDE-NH3-RXN.e	3.5.1.4	OK	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]	-4.720	-2.460	-2.480	2.260	h2o;nh3	4	5	C;H;N;O	R03180	R03180	1	4	0	0	3	0	4.720	2.260	2.240	0.020
rxn15383	(S)-2-Hydroxy-2-methyl-3-oxobutanoate carboxy-lyase	4.1.1.5	OK	(1) H+[0] + (1) (S)-2-Acetolactate[0] => (1) CO2[0] + (1) (R)-Acetoin[0]	-1.670	-3.540	-4.720	3.050	co2;h	4	5	C;H;O	R02948	R02948	1	1	0	0	1	0	4.720	1.870	3.050	1.180
rxn01153	D-Glutamine amidohydrolase	3.5.1.2;3.5.1.35;3.5.1.38	OK	(1) H2O[0] + (1) D-Glutamine[0] => (1) NH3[0] + (1) D-Glutamate[0]	-4.720	-4.380	-2.780	1.940	h2o;nh3	4	5	C;H;N;O	R01579	R01579	1	1	0	0	3	0	4.720	0.340	1.940	1.600
rxn04033	mandelamide hydrolase	3.5.1.86	OK	(1) H2O[0] + (1) (R)-Mandelamide[0] => (1) NH3[0] + (1) (R)-Mandelate[0]	-4.720	-2.840	-3.700	1.880	h2o;nh3	4	8	C;H;N;O	R05783	R05783	1	1	0	2	3	0	4.720	1.880	1.020	0.860
rxn16524	(S)-piperidine-2-carboxamide amidohydrolase	3.5.1.101	OK	(1) H2O[0] + (1) (S)-Piperidine-2-carboxamide[0] => (1) NH3[0] + (1) L-Pipecolate[0]	-4.720	-2.310	-2.210	2.510	h2o;nh3	4	6	C;H;N;O	R09680	R09680	1	1	0	2	3	0	4.720	2.410	2.510	0.100
rxn16491	beta-Alaninamide amidohydrolase	3.5.1.100	OK	(1) H2O[0] + (1) beta-Alaninamide[0] => (1) NH3[0] + (1) beta-Alanine[0]	-4.720	-3.910	-3.880	0.840	h2o;nh3	4	3	C;H;N;O	R09648	R09648	1	1	0	0	3	0	4.720	0.810	0.840	0.030
rxn21103	FAAH	3.5.1.99	OK	(1) H2O[0] + (1) Oleamide[0] => (1) NH3[0] + (1) Oleate[0]	-4.720	-2.840	-2.780	1.940	h2o;nh3	4	18	C;H;N;O	R09537	R09537	1	10	0	0	3	0	4.720	1.880	1.940	0.060
rxn33770	Amidase	3.5.1.4	OK	(1) H2O[0] + (1) Acrylamide[0] => (1) NH3[0] + (1) Acrylate[0]	-4.720	-2.840	-1.600	3.120	h2o;nh3	4	3	C;H;N;O	R05551	R05551	1	11	0	0	3	0	4.720	1.880	3.120	1.240
rxn38141	GUANIDINOBUTANAMIDE-NH3-RXN.d	3.5.1.4	OK	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]	-4.720	-2.460	-2.480	2.260	h2o;nh3	4	5	C;H;N;O	R03180	R03180	1	4	0	0	3	0	4.720	2.260	2.240	0.020
rxn02585	Acetyl-CoA:imidazole N-acetyltransferase	2.3.1.2	CI:-1	(1) Acetyl-CoA[0] + (1) Imidazole[0] <=> (1) CoA[0] + (1) N-Acetylimidazole[0]	3.210	4.710	4.720	1.510	coa	4	23	C;H;N;O;P;S	R03621	R03621	1	1	0	8	2	0	4.720	1.500	1.510	0.010
rxn30760	R311-RXN	3.5.1.4	OK	(1) H2O[0] + (1) Acrylamide[0] => (1) NH3[0] + (1) Acrylate[0]	-4.720	-2.840	-1.600	3.120	h2o;nh3	4	3	C;H;N;O	R05551	R05551	1	11	0	0	3	0	4.720	1.880	3.120	1.240
rxn00342	L-Asparagine amidohydrolase	3.5.1.1;3.5.1.38	OK	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	h2o;nh3	4	4	C;H;N;O	R00485	R00485	1	11	0	0	3	0	4.720	0.710	0.790	0.080
rxn30680	GLUTAMIN-RXN	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	OK	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	-4.720	-2.820	-2.780	1.940	gln;glu;h2o;nh3	4	5	C;H;N;O	R00256	R00256	1	12	0	0	3	0	4.720	1.900	1.940	0.040
rxn30347	amidase	3.5.1.4	OK	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]	-4.720	-2.460	-2.480	2.260	h2o;nh3	4	5	C;H;N;O	R03180	R03180	1	4	0	0	3	0	4.720	2.260	2.240	0.020
rxn01108	beta-D-Glucose:NAD+ 1-oxoreductase	1.1.1.118;1.1.1.47	OK	(1) NAD[0] + (1) beta-D-Glucose[0] <=> (1) NADH[0] + (1) H+[0] + (1) Gluconolactone[0]	-2.000	-1.430	-4.710	3.280	h;nad;nadh	5	21	C;H;N;O;P	R01520	R01520	1	1	0	12	6	1	4.710	0.570	2.710	3.280
rxn12041	glutathione:glutathionylaminopropylcadaverine amidase	3.5.1.-	OK	(1) H2O[0] + (1) Homotrypanothione[0] <=> (1) GSH[0] + (1) Glutathionylaminopropylcadaverine[0]	-0.450	-0.480	-4.710	4.260	gsh;h2o	4	28	C;H;N;O;S	R08351	R08351	1	1	0	0	3	0	4.710	0.030	4.260	4.230
