rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	is_redox	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn01294	benzoylformate carboxy-lyase (benzaldehyde-forming)	4.1.1.7	OK	(1) H+[0] + (1) Benzoylformate[0] => (1) CO2[0] + (1) Benzaldehyde[0]	-4.090	-2.780	-2.900	1.310	co2;h	4	8	C;H;O	R01764	R01764	1	1	0	2	3	0	4.090	1.310	1.190	0.120
rxn02829	6-Acetamido-2-oxohexanoate:2-oxoglutarata aminotransferase	2.6.1.65	OK	(1) 2-Oxoglutarate[0] + (1) 6-Acetamido-3-aminohexanoate[0] <=> (1) L-Glutamate[0] + (1) 6-Acetamido-3-oxohexanoate[0]	-2.460	-1.660	-4.090	2.430	glu	4	8	C;H;N;O	R04028	R04028	1	1	0	0	0	0	4.090	0.800	1.630	2.430
rxn18924	branched-chain oxo acid decarboxylase	4.1.1.72	OK	(1) H+[0] + (1) 3MOP[0] => (1) CO2[0] + (1) 2-Methylbutanal[0]	-4.090	-2.780	-2.720	1.370	co2;h	4	6	C;H;O	R03894	R03894	1	2	0	0	3	0	4.090	1.310	1.370	0.060
rxn15130	D-Galactose:NADP+ 1-oxidoreductase	1.1.1.120	OK	(1) NADP[0] + (1) beta D-Galactose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Galactono-1,4-lactone[0]	-1.760	-2.470	-4.060	2.300	h;nadp;nadph	5	21	C;H;N;O;P	R01097	R01097	1	3	0	12	6	1	4.060	0.710	2.300	1.590
rxn15131	D-Galactose:NADP+ 1-oxidoreductase	1.1.1.120	OK	(1) NADP[0] + (1) alpha-D-Galactose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Galactono-1,4-lactone[0]	-1.760	-3.720	-4.060	2.300	h;nadp;nadph	5	21	C;H;N;O;P	R01097	R01097	1	3	0	12	6	1	4.060	1.960	2.300	0.340
rxn15229	Guanosine ribohydrolase	3.2.2.1	OK	(1) H2O[0] + (1) Guanosine[0] => (1) Guanine[0] + (1) beta-D-Ribofuranose[0]	-0.730	-4.060	-1.830	3.330	h2o	4	10	C;H;N;O	R01677	R01677	1	4	0	6	2	0	4.060	3.330	1.100	2.230
rxn04549	dTDP-D-oliose:premithramycin-A1 D-oliosyltransferase	2.4.1.-	OK	(1) Premithramycin A1[0] + (1) dTDP-beta-D-oliose[0] <=> (1) dTDP[0] + (1) Premithramycin A2'[0]	-1.700	-3.910	-4.060	2.360		4	33	C;H;N;O;P	R06717	R06717	1	1	0	16	2	0	4.060	2.210	2.360	0.150
rxn00813	D-Galactose:NADP+ 1-oxidoreductase	1.1.1.120;1.1.1.48	OK	(1) NADP[0] + (1) Galactose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Galactono-1,4-lactone[0]	-1.760	-2.060	-4.060	2.300	h;nadp;nadph	5	21	C;H;N;O;P	R01097	R01097	1	3	0	12	6	1	4.060	0.300	2.300	2.000
rxn39396	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)		OK	(1) NAD[0] + (1) CoA[0] + (1) (S)-Methylmalonate semialdehyde[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-methylmalonyl-CoA[0]	-4.050	-2.680	-2.370	1.680	coa;h;nad;nadh	6	25	C;H;N;O;P;S	R03381	R03381	1	2	0	16	6	1	4.050	1.370	1.680	0.310
rxn01181	4-Hydroxycinnamyl aldehyde:NADP+ oxidoreductase (CoA-hydroxycinnamoylating)	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) p-Coumaraldehyde[0]	4.050	2.900	2.640	1.410	coa;h;nadp;nadph	6	30	C;H;N;O;P;S	R01615	R01615	1	5	0	18	6	1	4.050	1.150	1.410	0.260
rxn32688	4-Hydroxycinnamyl aldehyde:NADP+ oxidoreductase	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) p-Coumaraldehyde[0]	4.050	2.900	2.640	1.410	coa;h;nadp;nadph	6	30	C;H;N;O;P;S	R01615	R01615	1	5	0	18	6	1	4.050	1.150	1.410	0.260
rxn32687	4-Hydroxycinnamyl aldehyde:NADP+ oxidoreductase	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) p-Coumaraldehyde[0]	4.050	2.900	2.640	1.410	coa;h;nadp;nadph	6	30	C;H;N;O;P;S	R01615	R01615	1	5	0	18	6	1	4.050	1.150	1.410	0.260
rxn16140	succinate-semialdehyde:NADP+ oxidoreductase (CoA-acylating)	1.2.1.76	OK	(1) NADPH[0] + (1) H+[0] + (1) Succinyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) 4-Oxobutanoate[0]	4.050	2.800	-0.310	4.360	coa;h;nadp;nadph	6	25	C;H;N;O;P;S	R09280	R09280	1	1	0	16	6	1	4.050	1.250	4.360	3.110
rxn00532	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)	1.2.1.-;1.2.1.18;1.2.1.75	OK	(1) NADP[0] + (1) CoA[0] + (1) 3-Oxopropanoate[0] <= (1) NADPH[0] + (1) H+[0] + (1) Malonyl-CoA[0]	-4.050	-2.020	0.240	4.290	coa;h;nadp;nadph	6	24	C;H;N;O;P;S	R00740	R00740	1	1	0	16	6	1	4.050	2.030	4.290	2.260
rxn09944	propanal:NAD+ oxidoreductase (CoA-acylating)	1.2.1.-;1.2.1.87	OK	(1) NAD[0] + (1) CoA[0] + (1) Propanal[0] <=> (1) NADH[0] + (1) H+[0] + (1) Propionyl-CoA[0]	-4.050	-2.130	-2.010	2.040	coa;h;nad;nadh	6	24	C;H;N;O;P;S	R09097	R09097	1	5	0	16	6	1	4.050	1.920	2.040	0.120
rxn31947	NADP+ oxidoreductase (CoA-feruloylating)	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) Feruloyl-CoA[0] => (1) NADP[0] + (1) CoA[0] + (1) Ferulaldehyde[0]	4.050	1.640	2.650	2.410	coa;h;nadp;nadph	6	31	C;H;N;O;P;S	R02193	R02193	1	6	0	18	6	1	4.050	2.410	1.400	1.010
rxn31952	NADP+ oxidoreductase (CoA-feruloylating)	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) Feruloyl-CoA[0] => (1) NADP[0] + (1) CoA[0] + (1) Ferulaldehyde[0]	4.050	1.640	2.650	2.410	coa;h;nadp;nadph	6	31	C;H;N;O;P;S	R02193	R02193	1	6	0	18	6	1	4.050	2.410	1.400	1.010
rxn33760	sinapoyl aldehyde:NADP+ oxidoreductase (CoA-sinapoylating)	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) Sinapoyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) Sinapaldehyde[0]	4.050	2.920	2.640	1.410	coa;h;nadp;nadph	6	32	C;H;N;O;P;S	R02220	R02220	1	3	0	18	6	1	4.050	1.130	1.410	0.280
rxn14262	CDP-ascarylose:NAD+ 4-oxidoreductase	1.1.1.-	OK	(1) NADH[0] + (1) H+[0] + (1) CDP-4-dehydro-3,6-dideoxy-D-glucose epimer[0] <=> (1) NAD[0] + (1) CDP-ascarylose[0]	-2.300	0.280	-4.050	4.330	h;nad;nadh	5	21	C;H;N;O;P	R08709	R08709	1	1	0	16	5	1	4.050	2.580	1.750	4.330
rxn32686	4-Hydroxycinnamyl aldehyde:NADP+ oxidoreductase	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) p-Coumaraldehyde[0]	4.050	2.900	2.640	1.410	coa;h;nadp;nadph	6	30	C;H;N;O;P;S	R01615	R01615	1	5	0	18	6	1	4.050	1.150	1.410	0.260
rxn04299	R06437	5.1.3.27	OK	(1) dTDP-4-oxo-6-deoxy-D-glucose[0] <=> (1) dTDP-4-oxo-6-deoxy-D-allose[0]	0.000	-3.700	-4.050	4.050		2	16	C;H;N;O;P	R06437	R06437	1	1	0	6	0	0	4.050	3.700	4.050	0.350
rxn02424	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)	1.2.1.18	OK	(1) NAD[0] + (1) CoA[0] + (1) 3-Oxo-2-methylpropanoate[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-methylmalonyl-CoA[0]	-4.050	-2.740	-2.370	1.680	coa;h;nad;nadh	6	25	C;H;N;O;P;S	R03381	R03381	1	2	0	16	6	1	4.050	1.310	1.680	0.370
rxn00326	Glyoxylate:NADP+ oxidoreductase (CoA-oxalylating)	1.2.1.17	OK	(1) NADP[0] + (1) CoA[0] + (1) Glyoxalate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Oxalyl-CoA[0]	-4.050	-2.550	-1.770	2.280	coa;h;nadp;nadph	6	23	C;H;N;O;P;S	R00468	R00468	1	1	0	16	6	1	4.050	1.500	2.280	0.780
rxn32990	Caffeic aldehyde:NADP+ oxidoreductase (CoA-caffeoylating)	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) Caffeoyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) Caffeyl aldehyde[0]	4.050	2.930	2.640	1.410	coa;h;nadp;nadph	6	30	C;H;N;O;P;S	R01941	R01941	1	2	0	18	6	1	4.050	1.120	1.410	0.290
rxn01589	sinapoyl aldehyde:NADP+ oxidoreductase (CoA-sinapoylating)	1.2.1.44	OK	(1) NADPH[0] + (1) H+[0] + (1) Sinapoyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) Sinapaldehyde[0]	4.050	2.920	2.640	1.410	coa;h;nadp;nadph	6	32	C;H;N;O;P;S	R02220	R02220	1	3	0	18	6	1	4.050	1.130	1.410	0.280
rxn21329	RXN-11035.c	1.1.1.4	OK	(1) NAD[0] + (1) (R,S)-2,3-butanediol[0] <=> (1) NADH[0] + (1) H+[0] + (1) (R)-Acetoin[0]	3.760	4.040	-0.370	4.410	h;nad;nadh	5	21	C;H;N;O;P	R10505	R10505	1	26	0	10	5	1	4.040	0.280	4.130	4.410
rxn02112	(R,R)-Butane-2,3-diol:NAD+ oxidoreductase	1.1.1.4	OK	(1) NAD[0] + (1) BDOH[0] <=> (1) NADH[0] + (1) H+[0] + (1) ACTN[0]	3.760	4.040	3.770	0.280	h;nad;nadh	5	21	C;H;N;O;P	R02946	R02946	1	2	0	10	5	1	4.040	0.280	0.010	0.270
rxn15437	beta-Alanyl-L-arginine hydrolase	3.4.13.4	OK	(1) H2O[0] + (1) beta-Alanyl-L-arginine[0] <=> (1) beta-Alanine[0] + (1) D-Arginine[0]	-0.460	-0.630	4.040	4.670	h2o	4	9	C;H;N;O	R03935	R03935	1	4	0	0	3	0	4.040	0.170	4.500	4.670
rxn00633	D-Glucose:D-fructose oxidoreductase	1.1.99.28	OK	(1) D-Glucose[0] + (1) D-Fructose[0] <=> (1) Gluconolactone[0] + (1) Sorbitol[0]	-4.010	-3.980	-3.330	0.680		4	6	C;H;O	R00874	R00874	1	9	0	3	3	1	4.010	0.030	0.680	0.650
rxn27937	hydroxymethylglutaryl coenzyme A lyase	4.1.3.4	OK	(1) HMG-CoA[0] => (1) Acetyl-CoA[0] + (1) Acetoacetate[0]	0.710	-4.000	-0.660	4.710		3	27	C;H;N;O;P;S	R01360	R01360	1	2	0	6	2	0	4.000	4.710	1.370	3.340
rxn23419	glutamate--6'-oxoparomanine aminotransferase	2.6.1.-;2.6.1.93	OK	(1) 2-Oxoglutarate[0] + (1) Neamine[0] <=> (1) L-Glutamate[0] + (1) 6'-Dehydro-6'-oxoparomamine[0]	-1.000	1.560	4.000	5.000	glu	4	12	C;H;N;O	R08897	R08897	1	2	0	4	2	0	4.000	2.560	5.000	2.440
rxn00991	(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming)	4.1.3.4	OK	(1) HMG-CoA[0] => (1) Acetyl-CoA[0] + (1) Acetoacetate[0]	0.710	-4.000	-0.660	4.710		3	27	C;H;N;O;P;S	R01360	R01360	1	2	0	6	2	0	4.000	4.710	1.370	3.340
rxn00619	UDP-galactose:sn-glycerol-3-phosphate 1-alpha-D-galactosyltransferase	2.4.1.96	OK	(1) UDP-galactose[0] + (1) Glycerol-3-phosphate[0] <=> (1) UDP[0] + (1) alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate[0]	-1.700	-4.000	-2.060	2.300		4	15	C;H;N;O;P	R00854	R00854	1	1	0	6	2	0	4.000	2.300	0.360	1.940
rxn38258	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase	2.7.8.13	OK	(1) UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-(D-Ala)2[0] + (1) di-trans,poly-cis-Undecaprenyl phosphate[0] <=> (1) UMP[0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine[0]	-0.000	0.340	3.980	3.980		4	87	C;H;N;O;P	R05630	R05630	1	31	0	6	0	0	3.980	0.340	3.980	3.640
rxn20546	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase	2.7.8.13	OK	(1) UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-(D-Ala)2[0] + (1) di-trans,poly-cis-Undecaprenyl phosphate[0] <=> (1) UMP[0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine[0]	-0.000	0.340	3.980	3.980		4	87	C;H;N;O;P	R05630	R05630	1	31	0	6	0	0	3.980	0.340	3.980	3.640
rxn39709	(1S,2S,4R)-menth-8-ene-1,2-diol:NAD+ 2-oxidoreductase	1.1.1.297	OK	(1) NAD[0] + (1) Limonene-1,2-diol[0] <=> (1) NADH[0] + (1) H+[0] + (1) (1S,4R)-1-Hydroxy-2-oxolimonene[0]	2.300	-0.280	3.980	4.260	h;nad;nadh	5	21	C;H;N;O;P	R06399	R06399	1	2	0	12	5	1	3.980	2.580	1.680	4.260
rxn39699	menth-8-en-2-ol:NAD+ oxidoreductase		OK	(1) NAD[0] + (1) (1S,2S,4S)-Dihydrocarveol[0] <=> (1) NADH[0] + (1) H+[0] + (1) (1S,4S)-Dihydrocarvone[0]	2.300	-0.280	3.980	4.260	h;nad;nadh	5	21	C;H;N;O;P	R06383	R06383	1	2	0	12	5	1	3.980	2.580	1.680	4.260
rxn39696	menth-8-en-2-ol:NAD+ oxidoreductase	1.1.1.296	OK	(1) NAD[0] + (1) (1R,2S,4R)-Neo-dihydrocarveol[0] <=> (1) NADH[0] + (1) H+[0] + (1) (1R,4R)-Dihydrocarvone[0]	2.300	-0.280	3.980	4.260	h;nad;nadh	5	21	C;H;N;O;P	R06378	R06378	1	2	0	12	5	1	3.980	2.580	1.680	4.260
rxn39697	menth-8-en-2-ol:NAD+ oxidoreductase		OK	(1) NAD[0] + (1) (1R,2S,4S)- Neoiso-dihydrocarveol[0] <=> (1) NADH[0] + (1) H+[0] + (1) (1R,4S)-Iso-dihydrocarvone[0]	2.300	-0.280	3.980	4.260	h;nad;nadh	5	21	C;H;N;O;P	R06379	R06379	1	2	0	12	5	1	3.980	2.580	1.680	4.260
rxn39510	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase		OK	(1) UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)[0] + (1) di-trans,poly-cis-Undecaprenyl phosphate[0] <=> (1) UMP[0] + (1) MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol[0]	0.000	0.340	3.980	3.980		4	86	C;H;N;O;P	R05629	R05629	1	2	0	6	0	0	3.980	0.340	3.980	3.640
rxn39698	menth-8-en-2-ol:NAD+ oxidoreductase		OK	(1) NAD[0] + (1) (1S,2S,4R)-Iso-dihydrocarveol[0] <=> (1) NADH[0] + (1) H+[0] + (1) (1S,4R)-Iso-dihydrocarvone[0]	2.300	-0.280	3.980	4.260	h;nad;nadh	5	21	C;H;N;O;P	R06382	R06382	1	2	0	12	5	1	3.980	2.580	1.680	4.260
rxn33387	-		OK	(1) H2O[0] + (1) Citraconate[0] <=> (1) D-erythro-3-Methylmalate[0]	-0.050	2.340	3.980	4.030	h2o	3	5	C;H;O	R03898	R03898	1	2	0	0	2	0	3.980	2.390	4.030	1.640
rxn02751	R03898		OK	(1) H2O[0] + (1) Citraconate[0] <=> (1) D-erythro-3-Methylmalate[0]	-0.050	2.340	3.980	4.030	h2o	3	5	C;H;O	R03898	R03898	1	2	0	0	2	0	3.980	2.390	4.030	1.640
rxn02034	Cortisol:NAD+ 11-oxidoreductase	1.1.1.-	OK	(1) NAD[0] + (1) Cortisol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Cortisone[0]	2.300	-0.280	3.980	4.260	h;nad;nadh	5	21	C;H;N;O;P	R02834	R02834	1	1	0	18	5	1	3.980	2.580	1.680	4.260
rxn03903	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	OK	(1) Undecaprenylphosphate[0] + (1) UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)[0] <=> (1) UMP[0] + (1) MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol[0]	0.000	0.340	3.980	3.980		4	86	C;H;N;O;P	R05629	R05629	1	2	0	6	0	0	3.980	0.340	3.980	3.640
rxn02598	leucocyanidin:NADP+ 4-oxidoreductase	1.1.1.219	OK	(1) NADP[0] + (1) Resivit[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Taxifolin[0]	0.750	-0.450	-3.970	4.720	h;nadp;nadph	5	21	C;H;N;O;P	R03636	R03636	1	2	0	16	5	1	3.970	1.200	4.720	3.520
rxn38079	DIHYDROKAEMPFEROL-4-REDUCTASE-RXN.e	1.1.1.219	OK	(1) NADPH[0] + (1) H+[0] + (1) Aromadendrin[0] <=> (1) NADP[0] + (1) cis-3,4-Leucopelargonidin[0]	-0.750	0.450	-3.970	4.420	h;nadp;nadph	5	21	C;H;N;O;P	R03123	R03123	1	4	0	16	5	1	3.970	1.200	3.220	4.420
rxn38437	RXN-7784.e	1.1.1.219	OK	(1) NADPH[0] + (1) H+[0] + (1) Ampelopsin[0] <=> (1) NADP[0] + (1) Leucodelphinidin[0]	-0.750	0.450	-3.970	4.420	h;nadp;nadph	5	21	C;H;N;O;P	R05038	R05038	1	8	0	16	5	1	3.970	1.200	3.220	4.420
rxn38395	RXN-600.e	1.1.1.219	OK	(1) NADPH[0] + (1) H+[0] + (1) Taxifolin[0] <=> (1) NADP[0] + (1) Resivit[0]	-0.750	0.450	-3.970	4.420	h;nadp;nadph	5	21	C;H;N;O;P	R03636	R03636	1	2	0	16	5	1	3.970	1.200	3.220	4.420
rxn02238	cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase	1.1.1.219	OK	(1) NADP[0] + (1) cis-3,4-Leucopelargonidin[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Aromadendrin[0]	0.750	-0.450	-3.970	4.720	h;nadp;nadph	5	21	C;H;N;O;P	R03123	R03123	1	4	0	16	5	1	3.970	1.200	4.720	3.520
rxn03413	leucodelphinidin:NADP+ 4-oxidoreductase	1.1.1.219	OK	(1) NADP[0] + (1) Leucodelphinidin[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Ampelopsin[0]	0.750	-0.450	-3.970	4.720	h;nadp;nadph	5	21	C;H;N;O;P	R05038	R05038	1	8	0	16	5	1	3.970	1.200	4.720	3.520
rxn14389	dTDP-L-mycarose:NADP+ 4-oxidoreductase		OK	(1) NADPH[0] + (1) H+[0] + (1) dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose[0] <=> (1) NADP[0] + (1) dTDP-beta-L-mycarose[0]	-2.300	0.280	-3.970	4.250	h;nadp;nadph	5	21	C;H;N;O;P	R06436	R06436	1	2	0	16	5	1	3.970	2.580	1.670	4.250
rxn11856	R08329		CI:2	(1) 4-Ene-VPA[0] <=> (2) H+[0] + (1) 2,4-Diene-VPA[0]	-3.630	-1.990	-3.930	1.940	h	3	8	C;H;O	R08329	R08329	1	1	0	0	1	0	3.930	1.640	0.300	1.940
rxn40062	dTDP-6-deoxy-beta-L-mannose:N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol 3-alpha-L-rhamnosyltransferase	2.4.1.289	OK	(1) dTDP-rhamnose[0] + (1) N-Acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol[0] <=> (1) dTDP[0] + (1) alpha-L-Rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol[0]	-1.700	-3.910	0.500	4.410		4	64	C;H;N;O;P	R10175	R10175	1	1	0	8	2	0	3.910	2.210	2.200	4.410
rxn14115	dTDP-L-rhamnose:alpha-D-galactosyl-diphosphoundecaprenol L-rhamnosyltransferase	2.4.1.-	OK	(1) dTDP-rhamnose[0] + (1) alpha-D-Galactosyl-diphosphoundecaprenol[0] <=> (1) dTDP[0] + (1) alpha-L-Rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol[0]	-1.700	-3.910	-0.060	3.850		4	67	C;H;N;O;P	R08857	R08857	1	1	0	8	2	0	3.910	2.210	1.640	3.850
rxn01436	L-Kynurenine:glyoxylote aminotransferase (cyclizing)	2.6.1.63	OK	(1) Glyoxalate[0] + (1) L-Kynurenine[0] <=> (1) Glycine[0] + (1) 4-(2-Aminophenyl)-2,4-dioxobutanoate[0]	-1.460	-3.900	-3.640	2.440		4	10	C;H;N;O	R01957	R01957	1	1	0	2	2	0	3.900	2.440	2.180	0.260
rxn40067	dTDP-6-deoxy-beta-L-talose:NAD+ 4-oxidoreductase	1.1.1.339	OK	(1) NAD[0] + (1) dTDP-6-deoxy-L-talose[0] <=> (1) NADH[0] + (1) H+[0] + (1) dTDP-4-oxo-L-rhamnose[0]	2.300	-0.280	3.900	4.180	h;nad;nadh	5	21	C;H;N;O;P	R10190	R10190	1	1	0	16	5	1	3.900	2.580	1.600	4.180
rxn03884	2-dehydro-3-deoxy-D-gluconate-6-phosphate D-glyceraldehyde-3-phosphate-lyase	4.1.2.-;4.1.2.14	OK	(1) 2-Keto-3-deoxy-6-phosphogluconate[0] <=> (1) Pyruvate[0] + (1) Glyceraldehyde3-phosphate[0]	0.750	3.900	3.710	3.150		3	6	C;H;O;P	R05605	R05605	1	1	0	0	2	0	3.900	3.150	2.960	0.190
rxn38282	R542-RXN.m	1.1.1.-;1.1.1.1;1.1.1.327	OK	(1) NAD[0] + (1) (+)-exo-5-Hydroxycamphor[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketocamphane[0]	2.300	-0.280	3.890	4.170	h;nad;nadh	5	21	C;H;N;O;P	R10021	R10021	1	6	0	14	5	1	3.890	2.580	1.590	4.170
rxn20738	5-exo-hydroxycamphor dehydrogenase	1.1.1.-;1.1.1.1;1.1.1.327	OK	(1) NAD[0] + (1) (+)-exo-5-Hydroxycamphor[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketocamphane[0]	2.300	-0.280	3.890	4.170	h;nad;nadh	5	21	C;H;N;O;P	R10021	R10021	1	6	0	14	5	1	3.890	2.580	1.590	4.170
rxn38281	R542-RXN.e	1.1.1.-;1.1.1.1;1.1.1.327	OK	(1) NAD[0] + (1) (+)-exo-5-Hydroxycamphor[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketocamphane[0]	2.300	-0.280	3.890	4.170	h;nad;nadh	5	21	C;H;N;O;P	R10021	R10021	1	6	0	14	5	1	3.890	2.580	1.590	4.170
rxn38283	R542-RXN.n	1.1.1.-;1.1.1.1;1.1.1.327	OK	(1) NAD[0] + (1) (+)-exo-5-Hydroxycamphor[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketocamphane[0]	2.300	-0.280	3.890	4.170	h;nad;nadh	5	21	C;H;N;O;P	R10021	R10021	1	6	0	14	5	1	3.890	2.580	1.590	4.170
rxn28139	R542-RXN.d	1.1.1.-;1.1.1.1;1.1.1.327	OK	(1) NAD[0] + (1) (+)-exo-5-Hydroxycamphor[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketocamphane[0]	2.300	-0.280	3.890	4.170	h;nad;nadh	5	21	C;H;N;O;P	R10021	R10021	1	6	0	14	5	1	3.890	2.580	1.590	4.170
rxn05135	UDP-glucose:DIBOA 2-D-glucosyltransferase	2.4.1.202	OK	(1) UDP-glucose[0] + (1) DIBOA[0] <=> (1) UDP[0] + (1) DIBOA-glucoside[0]	-1.700	-3.870	-0.830	3.040		4	15	C;H;N;O;P	R07426	R07426	1	1	0	10	2	0	3.870	2.170	0.870	3.040
rxn15159	UDP-galactose:N-acetyl-D-glucosamine 4-beta-D-galactosyltransferase	2.4.1.90	OK	(1) UDP-galactose[0] + (1) N-Acetyl-beta-D-glucosamine[0] <=> (1) UDP[0] + (1) N-Acetyllactosamine[0]	-1.700	-3.860	-0.530	3.330		4	15	C;H;N;O;P	R01205	R01205;R06055	1	2	0	8	2	0	3.860	2.160	1.170	3.330
rxn00143	S-Adenosyl-L-homocysteine homocysteinylribohydrolase	3.2.2.9	OK	(1) H2O[0] + (1) S-Adenosyl-homocysteine[0] => (1) Adenine[0] + (1) S-Ribosylhomocysteine[0]	-0.730	-3.860	0.460	4.320	h2o;sah	4	14	C;H;N;O;S	R00194	R00194	1	1	0	6	2	0	3.860	3.130	1.190	4.320
rxn01051	cellotriose glucohydrolase	3.2.1.74	OK	(1) H2O[0] + (1) Cellotriose[0] <=> (1) D-Glucose[0] + (1) CELB[0]	-3.110	-2.930	-3.850	0.920	h2o	4	18	C;H;O	R01444	R01444;R06105	1	3	0	6	2	0	3.850	0.180	0.740	0.920
rxn15203	cellotriose glucohydrolase	3.2.1.74	OK	(1) H2O[0] + (1) Cellotriose[0] <=> (1) beta-D-Glucose[0] + (1) beta-Cellobiose[0]	-3.110	-2.890	-3.850	0.960	h2o	4	18	C;H;O	R01444	R01444	1	3	0	6	2	0	3.850	0.220	0.740	0.960
rxn15202	cellotriose glucohydrolase	3.2.1.74	OK	(1) H2O[0] + (1) Cellotriose[0] <=> (1) alpha-Cellobiose[0] + (1) alpha-D-Glucose[0]	-3.110	-2.530	-3.850	1.320	h2o	4	18	C;H;O	R01444	R01444	1	3	0	6	2	0	3.850	0.580	0.740	1.320
rxn04612	malonyl-CoA:flavonol-3-O-beta-D-glucoside 6''-O-malonyltransferase	2.3.1.116	OK	(1) Malonyl-CoA[0] + (1) Isotrifoliin[0] <=> (1) CoA[0] + (1) Quercetin 3-O-malonylglucoside[0]	-3.850	-1.880	-1.880	1.970	coa	4	24	C;H;N;O;P;S	R06797	R06797	1	1	0	14	5	0	3.850	1.970	1.970	0.000
