rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn15710	R07981	1.7.3.3	-43.680	-74.270	30.590	30.590	(2) H2O[0] + (1) O2[0] + (1) 1,3,7-Trimethyluric acid[0] => (1) CO2[0] + (1) H2O2[0] + (1) 3,6,8-Trimethylallantoin[0]	co2;h2o;h2o2;o2	0.000	0.000	6	8
rxn03850	R05564	1.14.15.-	-100.940	-70.560	-30.380	30.380	(1) O2[0] + (2) Atrazine[0] => (2) Acetone[0] + (2) Deisopropylatrazine[0]	o2	0.000	0.000	4	8
rxn03699	1,2,4-trihydroxybenzene:NAD oxidoreductase	1.6.5.7	-8.410	21.930	-30.340	30.340	(1) NADH[0] + (2) H+[0] + (1) Hydroxybenzoquinone[0] <=> (1) NAD[0] + (1) Hydroxyquinol[0]	h;nad;nadh	-2.000	-6.000	5	21
rxn01543	R02141	3.5.2.-	2.010	-27.890	29.900	29.900	(1) H2O[0] + (1) XAN[0] <=> (1) H+[0] + (1) 5-Ureido-4-imidazole carboxylate[0]	h;h2o	1.000	2.000	4	5
rxn02850	(+/-)-trans-acenaphthene-1,2-diol:NADP+ oxidoreductase	1.10.1.1	-0.560	29.300	-29.860	29.860	(2) NADP[0] + (1) (+/-)-trans-Acenaphthene-1,2-diol[0] <=> (2) NADPH[0] + (2) H+[0] + (1) Acenaphthoquinone[0]	h;nadp;nadph	2.000	16.000	5	21
rxn24943	CsZCD	1.13.11.84;1.14.99.42	-175.240	-145.500	-29.740	29.740	(2) O2[0] + (1) Zeaxanthin[0] => (1) Crocetin dialdehyde[0] + (2) (3S)-3-Hydroxycyclocitral[0]	o2	0.000	0.000	4	40
rxn16445	zeaxanthin:oxygen oxidoreductase (7,8-cleaving)	1.13.11.84;1.14.99.42	-175.240	-145.500	-29.740	29.740	(2) O2[0] + (1) Zeaxanthin[0] => (1) Crocetin dialdehyde[0] + (2) (3S)-3-Hydroxycyclocitral[0]	o2	0.000	0.000	4	40
rxn07785	flavanone lyase (decyclizing)	5.5.1.6	-23.330	5.740	-29.070	29.070	(1) Butein[0] => (1) Butin[0]		0.000	0.000	2	15
rxn14350	propanoyl-CoA:(2S)-methylmalonyl-CoA malonyltransferase (cyclizing)	2.3.1.94	-33.600	-62.630	29.030	29.030	(6) NADPH[0] + (12) H+[0] + (1) Propionyl-CoA[0] + (6) D-methylmalonyl-CoA[0] => (1) H2O[0] + (6) NADP[0] + (7) CoA[0] + (6) CO2[0] + (1) 6-Deoxyerythronolide B[0]	co2;coa;h;h2o;nadp;nadph	-12.000	-108.000	9	25
rxn07646	carotenoid beta-end group lyase (decyclizing)	5.5.1.19	-34.540	-6.040	-28.500	28.500	(1) beta-Zeacarotene[0] => (1) 7,8-Dihydro-beta-carotene[0]		0.000	0.000	2	40
rxn39457	L-Mimosine amidohydrolase	3.5.1.61	-0.680	27.720	-28.400	28.400	(1) H2O[0] + (1) L-Mimosine[0] <=> (1) L-Serine[0] + (1) 3,4-Dihydroxypyridine[0]	h2o	0.000	0.000	4	8
rxn03741	4-chlorophenol,NADPH:oxygen oxidoreductase (6-hydroxylating)	1.14.13.-;1.14.13.20;1.14.13.7	-105.970	-77.640	-28.330	28.330	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) p-Chlorophenol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4-Chlorocatechol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn23876	Isoflavone 3'-hydroxylase	1.14.13.52	-105.970	-78.070	-27.900	27.900	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Formononetin[0] => (1) H2O[0] + (1) NADP[0] + (1) Calycosin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn02156	formononetin,NADPH:oxygen oxidoreductase (3'-hydroxylating)	1.14.13.52	-105.970	-78.070	-27.900	27.900	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Formononetin[0] => (1) H2O[0] + (1) NADP[0] + (1) Calycosin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn03217	dihydrosanguinarine,NADPH:oxygen oxidoreductase (10-hydroxylating)	1.14.13.56	-105.970	-78.070	-27.900	27.900	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Dihydrosanguinarine[0] => (1) H2O[0] + (1) NADP[0] + (1) 10-Hydroxydihydrosanguinarine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn23875	Isoflavone 3'-hydroxylase	1.14.13.52	-105.970	-78.070	-27.900	27.900	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Formononetin[0] => (1) H2O[0] + (1) NADP[0] + (1) Calycosin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn17087	dihydrosanguinarine 10-monooxygenase	1.14.13.56	-105.970	-78.070	-27.900	27.900	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Dihydrosanguinarine[0] => (1) H2O[0] + (1) NADP[0] + (1) 10-Hydroxydihydrosanguinarine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn04720	R06911	1.13.-.-	-86.230	-58.380	-27.850	27.850	(1) O2[0] + (1) 1,2-Dihydroxy-8-methylnaphthalene[0] => (1) H+[0] + (1) 2-Hydroxy-8-methylchromene-2-carboxylate[0]	h;o2	1.000	2.000	4	11
rxn15812	R08833		-13.230	14.450	-27.680	27.680	(1) Dopamine quinone[0] => (1) H+[0] + (1) 5,6-Indolinediol[0]	h	1.000	0.000	3	8
rxn02807	2,4-dichlorophenol,NADPH:oxygen oxidoreductase(6-hydroxylating)	1.14.13.20	-105.890	-78.220	-27.670	27.670	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 2,4-Dichlorophenol[0] => (1) H2O[0] + (1) NADP[0] + (1) 3,5-Dichlorocatechol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn01695	R02355	1.14.14.1	-106.640	-79.240	-27.400	27.400	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Estrone[0] => (1) H2O[0] + (1) NADP[0] + (1) 2-Hydroxyestrone[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn01919	Gentisate:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.4	-62.510	-89.820	27.310	27.310	(1) O2[0] + (1) Gentisate[0] => (1) H+[0] + (1) Maleylpyruvate[0]	h;o2	1.000	4.000	4	7
rxn03176	1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium-bromide aminohydrolase	3.5.4.20	-4.970	22.270	-27.240	27.240	(1) H2O[0] + (1) H+[0] + (1) 1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2- methylpyridinium bromide[0] => (1) NH3[0] + (1) 1-(4-Hydroxy-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2- methylpyridinium bromide[0]	h;h2o;nh3	-1.000	0.000	5	14
rxn02075	Flavanone lyase (decyclizing)	5.5.1.6	23.260	-3.890	27.150	27.150	(1) Flavanone[0] <= (1) 2'-Hydroxychalcone[0]		0.000	0.000	2	15
rxn15378	Flavanone lyase (decyclizing)	5.5.1.6	23.260	-3.890	27.150	27.150	(1) (2S)-Flavanone[0] <= (1) 2'-Hydroxychalcone[0]		0.000	0.000	2	15
rxn23757	RXN-2.c		3.400	30.540	-27.140	27.140	(1) Tetrahydrofolate[0] + (1) Vanillate[0] <=> (1) Protocatechuate[0] + (1) 5-Methyltetrahydrofolate[0]	mthf;thf	0.000	0.000	4	20
rxn16131	3-O-methylgallate:tetrahydrofolate N-methyltransferase	2.1.1.-	3.400	30.530	-27.130	27.130	(1) Tetrahydrofolate[0] + (1) 3-O-Methylgallate[0] <=> (1) 5-Methyltetrahydrofolate[0] + (1) Gallate[0]	mthf;thf	0.000	0.000	4	20
rxn16130	syringate:tetrahydrofolate N-methyltransferase	2.1.1.-	3.410	30.540	-27.130	27.130	(1) Tetrahydrofolate[0] + (1) Syringic acid[0] <=> (1) 5-Methyltetrahydrofolate[0] + (1) 3-O-Methylgallate[0]	mthf;thf	0.000	0.000	4	20
rxn02881	2,6-dihydroxypyridine,NADH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.10	-112.100	-85.010	-27.090	27.090	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 2,6-Dihydroxypyridine[0] => (1) H2O[0] + (1) NAD[0] + (1) 2,3,6-Trihydroxypyridine[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn01694	R02354	1.14.14.1	-106.630	-79.820	-26.810	26.810	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Estrone[0] => (1) H2O[0] + (1) NAD[0] + (1) 2-Hydroxyestrone[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn02239	flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)	1.14.13.21;1.14.13.88	-105.970	-79.240	-26.730	26.730	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Aromadendrin[0] => (1) H2O[0] + (1) NADP[0] + (1) Taxifolin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn28307	RXN-525.r	1.14.13.21;1.14.13.88	-105.970	-79.240	-26.730	26.730	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Aromadendrin[0] => (1) H2O[0] + (1) NADP[0] + (1) Taxifolin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn28346	RXN-7652.r	1.14.13.21;1.14.13.88	-105.970	-79.240	-26.730	26.730	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Naringenin[0] => (1) H2O[0] + (1) NADP[0] + (1) Eriodictyol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn01765	flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)	1.14.13.21;1.14.13.88	-105.970	-79.240	-26.730	26.730	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Naringenin[0] => (1) H2O[0] + (1) NADP[0] + (1) Eriodictyol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn07792	flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)	1.14.13.21	-105.970	-79.240	-26.730	26.730	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Liquiritigenin[0] => (1) H2O[0] + (1) NADP[0] + (1) Butin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn03997	N-methylcoclaurine 3'-hydroxylase	1.14.13.71	-106.000	-79.270	-26.730	26.730	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (S)-N-Methylcoclaurine[0] => (1) H2O[0] + (1) NADP[0] + (1) (S)-3'-Hydroxy-N-methylcoclaurine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn11985	4-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)	1.14.13.7	-105.960	-79.240	-26.720	26.720	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) p-Cresol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4-Methylcatechol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn01000	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)	4.2.1.51;4.2.1.91	-20.310	6.230	-26.540	26.540	(1) H+[0] + (1) Prephenate[0] => (1) H2O[0] + (1) CO2[0] + (1) Phenylpyruvate[0]	co2;h;h2o	-1.000	-4.000	5	10
rxn28085	PREPHENATEDEHYDRAT-RXN.d	4.2.1.51;4.2.1.91	-20.310	6.230	-26.540	26.540	(1) H+[0] + (1) Prephenate[0] => (1) H2O[0] + (1) CO2[0] + (1) Phenylpyruvate[0]	co2;h;h2o	-1.000	-4.000	5	10
rxn33346	Prephenate dehydratase	4.2.1.51;4.2.1.91	-20.310	6.230	-26.540	26.540	(1) H+[0] + (1) Prephenate[0] => (1) H2O[0] + (1) CO2[0] + (1) Phenylpyruvate[0]	co2;h;h2o	-1.000	-4.000	5	10
rxn11970	serotonin O-methyltransferase	2.1.1.-	-3.410	-29.900	26.490	26.490	(1) 5-Methyltetrahydrofolate[0] + (1) Serotonin[0] <=> (1) Tetrahydrofolate[0] + (1) 5-MeOT[0]	mthf;thf	0.000	0.000	4	20
rxn16024	cis-4,5-Dihydroxy-4,5-dihydropyrene:NAD+ 4,5-oxidoreductase	1.3.1.29	-14.930	11.420	-26.350	26.350	(1) NAD[0] + (1) cis-4,5-Dihydroxy-4,5-dihydropyrene[0] => (1) NADH[0] + (1) H+[0] + (1) 4,5-Dihydroxypyrene[0]	h;nad;nadh	1.000	4.000	5	21
rxn03554	cis-3-phenylcyclohexa-3,5-diene-1,2-diol:NAD+ oxidoreductase	1.3.1.56	-23.280	2.960	-26.240	26.240	(1) NAD[0] + (1) cis-2,3-Dihydro-2,3-dihydroxybiphenyl[0] => (1) NADH[0] + (1) H+[0] + (1) 3-Phenylcatechol[0]	h;nad;nadh	1.000	4.000	5	21
rxn03556	cis-2,3-dihydro-2,3-dihydroxy-4'-chlorobiphenyl:NAD+ oxidoreductase	1.3.1.56	-23.280	2.960	-26.240	26.240	(1) NAD[0] + (1) cis-2,3-Dihydro-2,3-dihydroxy-4'-chlorobiphenyl[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxy-4'-chlorobiphenyl[0]	h;nad;nadh	1.000	4.000	5	21
rxn40068	2-hydroxyethylphosphonate:O2 1,2-oxidoreductase (methylphosphonate forming)	1.13.11.73	-118.710	-144.930	26.220	26.220	(1) O2[0] + (1) 2-Hydroxyethylphosphonate[0] => (1) H+[0] + (1) H2CO3[0] + (1) MePn[0]	h;o2	1.000	2.000	5	2
rxn02534	R03551		-11.270	-37.470	26.200	26.200	(1) Methanol[0] + (1) Gallate[0] <=> (1) H2O[0] + (1) 3-O-Methylgallate[0]	h2o	0.000	0.000	4	8
rxn01945	4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.3;1.14.14.9	-105.960	-79.820	-26.140	26.140	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Hydroxyphenylacetate[0] => (1) H2O[0] + (1) NAD[0] + (1) Homoprotocatechuate[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn01716	Monophenol,L-dopa:oxygen oxidoreductase	1.14.13.-;1.14.18.1	-105.960	-79.820	-26.140	26.140	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Tyramine[0] => (1) H2O[0] + (1) NAD[0] + (1) Dopamine[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn02601	flavanone,NADPH:oxygen oxidoreductase	1.14.13.88	-105.970	-79.890	-26.080	26.080	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Taxifolin[0] => (1) H2O[0] + (1) NADP[0] + (1) Ampelopsin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn02216	R03090	1.14.14.1	-105.290	-79.240	-26.050	26.050	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Estradiol[0] => (1) H2O[0] + (1) NADP[0] + (1) 2-OH-Estradiol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn30328	3-(4-hydroxyphenyl-)lactate formation	1.1.1.222;1.1.1.237	-18.190	7.790	-25.980	25.980	(1) NADH[0] + (1) H+[0] + (1) p-hydroxyphenylpyruvate[0] => (1) NAD[0] + (1) HPL[0]	h;nad;nadh	-1.000	-4.000	5	21
rxn03711	R05411	1.13.11.-	-62.770	-88.710	25.940	25.940	(1) O2[0] + (1) 2,2',3-Trihydroxybiphenyl[0] => (1) H+[0] + (1) 2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate[0]	h;o2	1.000	2.000	4	12
rxn00034	1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase (alpha-beta-bond-cleaving)	1.13.11.43	-87.920	-61.990	-25.930	25.930	(1) O2[0] + (1) 1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene[0] => (2) Vanillin[0]	o2	0.000	0.000	3	16
rxn04694	R06885	4.2.1.-	0.360	-25.530	25.890	25.890	(1) 1,2-Bis(4-hydroxyphenyl)-2-propanol[0] <=> (1) H2O[0] + (1) 4,4'-Dihydroxy-alpha-methylstilbene[0]	h2o	0.000	0.000	3	15
rxn16135	5,5'-dehydrodivanillate,NADPH:oxygen oxidoreductase (demethylating)		-90.320	-64.430	-25.890	25.890	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5,5'-Dehydrodivanillate[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) 2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	8	21
rxn02214	R03088	1.14.14.1	-105.290	-79.820	-25.470	25.470	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Estradiol[0] => (1) H2O[0] + (1) NAD[0] + (1) 2-OH-Estradiol[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn40136	1-O-vanilloyl-beta-D-glucose:pelargonidin-3-O-beta-D-glucoside 7-O-beta-D-glucosyltransferase		-12.250	-37.630	25.380	25.380	(1) Pelargonidin 3-glucoside[0] + (1) 1-O-Vanilloyl-beta-D-glucose[0] => (1) H+[0] + (1) Vanillate[0] + (1) Pelargonidin 3,7-di-O-beta-D-glucoside[0]	h	1.000	2.000	5	27
rxn04748	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)	1.14.13.1	-108.620	-83.290	-25.330	25.330	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) m-Cresotic acid[0] => (1) H2O[0] + (1) NAD[0] + (1) CO2[0] + (1) 4-Methylcatechol[0]	co2;h;h2o;nad;nadh;o2	-2.000	-6.000	8	21
rxn31404	R_salicylate_NADH_oxygen_oxidoreductase__1_hydroxylating__decarboxylating_	1.14.13.1	-108.630	-83.300	-25.330	25.330	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) SALC[0] => (1) H2O[0] + (1) NAD[0] + (1) CO2[0] + (1) Catechol[0]	co2;h;h2o;nad;nadh;o2	-2.000	-6.000	8	21
rxn00589	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	1.14.13.1	-108.630	-83.300	-25.330	25.330	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) SALC[0] => (1) H2O[0] + (1) NAD[0] + (1) CO2[0] + (1) Catechol[0]	co2;h;h2o;nad;nadh;o2	-2.000	-6.000	8	21
rxn04745	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)	1.14.13.1	-108.630	-83.300	-25.330	25.330	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) 4-Hydroxymethylsalicylate[0] => (1) H2O[0] + (1) NAD[0] + (1) CO2[0] + (1) 4-Hydroxymethylcatechol[0]	co2;h;h2o;nad;nadh;o2	-2.000	-6.000	8	21
rxn21140	RXN-10824.c	1.13.11.72	-98.660	-73.400	-25.260	25.260	(1) O2[0] + (1) 2-Hydroxyethylphosphonate[0] => (1) Formate[0] + (1) H+[0] + (1) Hydroxymethylphosphonate[0]	h;o2	1.000	2.000	5	2
rxn07522	R07708		-18.470	6.750	-25.220	25.220	(1) trans-9(S),10(S)-Dihydrodiolphenanthrene[0] => (1) H2O[0] + (1) 9-Phenanthrol[0]	h2o	0.000	0.000	3	14
rxn03586	vanillate:oxygen oxidoreductase (demethylating)	1.14.13.82	-90.210	-65.000	-25.210	25.210	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Vanillate[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) Protocatechuate[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	8	21
rxn02988	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)	2.5.1.72	51.410	76.600	-25.190	25.190	(2) H2O[0] + (1) Phosphate[0] + (1) H+[0] + (1) Quinolinate[0] <= (1) Glycerone-phosphate[0] + (1) Iminoaspartate[0]	h;h2o;pi	-1.000	-4.000	6	7
rxn12147	3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	3.7.1.-;3.7.1.22	13.710	-11.420	25.130	25.130	(1) H2O[0] + (1) DKDI[0] <= (1) H+[0] + (1) 5-Deoxy glucuronic acid[0]	h;h2o	1.000	2.000	4	6
rxn14186	sophoraflavanone-B,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.103	-105.970	-80.850	-25.120	25.120	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Flavaprenin[0] => (1) H2O[0] + (1) NADP[0] + (1) Leachianone G[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn35616	8-dimethylallylnaringenin 2'-hydroxylase	1.14.13.103	-105.970	-80.850	-25.120	25.120	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Flavaprenin[0] => (1) H2O[0] + (1) NADP[0] + (1) Leachianone G[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn27772	Arogenate dehydrogenase	1.3.1.43;1.3.1.79	-5.360	19.750	-25.110	25.110	(1) NAD[0] + (1) Pretyrosine[0] => (1) NADH[0] + (1) CO2[0] + (1) L-Tyrosine[0]	co2;nad;nadh	0.000	2.000	5	21
rxn00525	L-arogenate:NAD+ oxidoreductase	1.3.1.43;1.3.1.79	-5.360	19.750	-25.110	25.110	(1) NAD[0] + (1) Pretyrosine[0] => (1) NADH[0] + (1) CO2[0] + (1) L-Tyrosine[0]	co2;nad;nadh	0.000	2.000	5	21
rxn03564	R05250		105.970	80.900	25.070	25.070	(1) H2O[0] + (1) NADP[0] + (1) Pyrogallol[0] <= (1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Resorcin[0]	h;h2o;nadp;nadph;o2	1.000	8.000	7	21
rxn02477	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate 4-carboxy-lyase	4.1.1.51	2.370	-22.630	25.000	25.000	(1) H+[0] + (1) 3-Hydroxy-2-methylpyridine-4,5-dicarboxylate[0] => (1) CO2[0] + (1) 3-Hydroxy-2-methylpyridine-5-carboxylate[0]	co2;h	-1.000	-4.000	4	8
rxn33793	trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydorxylating)	1.14.13.36	-105.970	-81.150	-24.820	24.820	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) p-Coumaroyl quinic acid[0] => (1) H2O[0] + (1) NADP[0] + (1) Chlorogenate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn07118	trans-5-O-(4-coumaroyl)-D-shikimate,NADPH:oxygen oxidoreductase (3'-hydorxylating)	1.14.13.36	-105.970	-81.150	-24.820	24.820	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Coumaroylshikimate[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-O-Caffeoylshikimic acid[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn17080	trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydroxylating)	1.14.13.36	-105.970	-81.150	-24.820	24.820	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) p-Coumaroyl quinic acid[0] => (1) H2O[0] + (1) NADP[0] + (1) Chlorogenate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn33553	trans-5-O-(4-coumaroyl)-D-shikimate,NADPH:oxygen oxidoreductase (3'-hydorxylating)	1.14.13.36	-105.970	-81.150	-24.820	24.820	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Coumaroylshikimate[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-O-Caffeoylshikimic acid[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn03016	trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydorxylating)	1.14.13.36	-105.970	-81.150	-24.820	24.820	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) p-Coumaroyl quinic acid[0] => (1) H2O[0] + (1) NADP[0] + (1) Chlorogenate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn33554	trans-5-O-(4-coumaroyl)-D-shikimate,NADPH:oxygen oxidoreductase (3'-hydorxylating)	1.14.13.36	-105.970	-81.150	-24.820	24.820	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Coumaroylshikimate[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-O-Caffeoylshikimic acid[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn00962	4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.2;1.14.13.33	-105.960	-81.150	-24.810	24.810	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Hydroxybenzoate[0] => (1) H2O[0] + (1) NADP[0] + (1) Protocatechuate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn07666	R07876	2.3.1.-	-1.910	22.890	-24.800	24.800	(1) Caffeoyl-CoA[0] + (1) Pelargonin[0] <=> (1) CoA[0] + (1) Bisdemalonylsalvianin[0]	coa	0.000	0.000	4	36
rxn07720	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase	2.3.1.153	-1.910	22.890	-24.800	24.800	(1) Caffeoyl-CoA[0] + (1) Pelargonin[0] <=> (1) CoA[0] + (1) Pelargonidin 3-glucoside 5-caffeoylglucoside[0]	coa	0.000	0.000	4	36
rxn00668	propanoyl-CoA:NADP+ 2-oxidoreductase	1.3.1.-;1.3.1.84	-14.140	10.600	-24.740	24.740	(1) NADPH[0] + (1) H+[0] + (1) Acrylyl-CoA[0] => (1) NADP[0] + (1) Propionyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	24
rxn03555	cis-2,3-dihydroxy-2,3-dihydro-p-cumate:NAD+ oxidoreductase	1.3.1.58	-8.530	16.140	-24.670	24.670	(1) NAD[0] + (1) cis-2,3-Dihydroxy-2,3-dihydro-p-cumate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxy-p-cumate[0]	h;nad;nadh	1.000	4.000	5	21
rxn00526	L-arogenate:NADP+ oxidoreductase	1.3.1.78;1.3.1.79	-5.360	19.170	-24.530	24.530	(1) NADP[0] + (1) Pretyrosine[0] => (1) NADPH[0] + (1) CO2[0] + (1) L-Tyrosine[0]	co2;nadp;nadph	0.000	6.000	5	21
rxn24109	arogenic dehydrogenase (ambiguous)	1.3.1.78;1.3.1.79	-5.360	19.170	-24.530	24.530	(1) NADP[0] + (1) Pretyrosine[0] => (1) NADPH[0] + (1) CO2[0] + (1) L-Tyrosine[0]	co2;nadp;nadph	0.000	6.000	5	21
rxn15461	1-O-trans-Cinnamoyl-beta-D-glucopyranose:alcohol O-cinnamoyltransferase	2.3.1.152	-4.580	-28.960	24.380	24.380	(1) Methanol[0] + (1) trans-Cinnamoyl beta-D-glucoside[0] <=> (1) Methyl cinnamate[0] + (1) alpha-D-Glucose[0]		0.000	0.000	4	15
