rxn	name	kegg_ids_staged	kegg_ids_alias	kegg_max_reuse	vouched	participant_overlap	dg_dgpredictor	keep	reason
rxn30807	RXN-2206	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30808	RXN-2581	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30809	RXN-2583	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30810	RXN-292	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30811	RXN-2944	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30812	RXN-2945	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30813	RXN-2946	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30814	RXN-2947	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30815	RXN-2948	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30816	RXN-314	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30817	RXN-3142	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30818	RXN-325	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30819	RXN-3521	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30820	RXN-3541	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30821	RXN-4144	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30822	RXN-4224	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30823	RXN-4225	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30824	RXN-4230	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30825	RXN-4231	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
rxn30836	RXN-4314	R08070	R08070	10	1		-2.97	1	kegg_id_is_modelseed_alias
rxn30837	RXN-4315	R08070		10	0		-2.97	0	unvouched_and_unverifiable
rxn30838	RXN-4316	R08070		10	0		-2.97	0	unvouched_and_unverifiable
rxn30839	RXN-4317	R08070		10	0		-2.97	0	unvouched_and_unverifiable
rxn30840	RXN-4318	R08070		10	0		-2.97	0	unvouched_and_unverifiable
rxn30841	RXN-4541	R08070		10	0		-2.97	0	unvouched_and_unverifiable
rxn30842	RXN-4542	R08079	R08079	18	1		-2.97	1	kegg_id_is_modelseed_alias
rxn30843	RXN-4602	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30844	RXN-4621	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30845	RXN-4641	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30846	RXN-4661	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30847	RXN-4662	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30848	RXN-4681	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30849	RXN-5101	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30850	RXN-5242	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30851	RXN-525	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30852	RXN-527	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30853	RXN-5282	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30854	RXN-5283	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30855	RXN-5284	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30856	RXN-5464	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30857	RXN-5472	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30858	RXN-5482	R08079		18	0		-2.97	0	unvouched_and_unverifiable
rxn30859	RXN-5647	R06871	R06871	2	1	0.500	-2.02	1	kegg_id_is_modelseed_alias
rxn30860	RXN-5841	R02323	R02323	41	1	0.000	-3.59	1	kegg_id_is_modelseed_alias
rxn30861	RXN-5961	R02323		41	0	0.000	-3.59	0	unvouched_and_no_shared_participant
rxn30862	RXN-5962	R02323		41	0	0.000	-3.59	0	unvouched_and_no_shared_participant
rxn30863	RXN-5984	R02323		41	0	0.333	-3.59	0	unvouched
rxn30864	RXN-602	R02323		41	0	0.000	-3.59	0	unvouched_and_no_shared_participant
rxn30865	RXN-6201	R06604	R06604	12	1	1.000	-10.24	1	kegg_id_is_modelseed_alias
rxn30866	RXN-6321	R06604		12	0	0.000	-10.24	0	unvouched_and_no_shared_participant
rxn30867	RXN-6381	R03139	R03139	9	1	0.333	-22.4	1	kegg_id_is_modelseed_alias
rxn30868	RXN-6382-(NAD)	R03139		9	0	0.500	-22.4	0	unvouched
rxn30869	RXN-6382-(NADP)	R03139		9	0	0.500	-22.4	0	unvouched
rxn30870	RXN-6383	R03045	R03045	6	1	0.000	-5.04	1	kegg_id_is_modelseed_alias
rxn30871	RXN-6384	R03045		6	0	0.000	-5.04	0	unvouched_and_no_shared_participant
rxn30872	RXN-6421	R03045		6	0	0.000	-5.04	0	unvouched_and_no_shared_participant
rxn30873	RXN-6423	R07408	R07408	6	1		-13.67	1	kegg_id_is_modelseed_alias
rxn30874	RXN-6424	R07408		6	0		-13.67	0	unvouched_and_unverifiable
rxn30875	RXN-6524	R07408		6	0		-13.67	0	unvouched_and_unverifiable
rxn30876	RXN-6545	R07408		6	0		-13.67	0	unvouched_and_unverifiable
rxn30877	RXN-6550	R07408		6	0		-13.67	0	unvouched_and_unverifiable
rxn30878	RXN-6622	R00899	R00899	23	1	1.000	1.32	1	kegg_id_is_modelseed_alias
rxn30879	RXN-6685	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30880	RXN-6841	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30881	xanthoxin:NAD+ oxidoreductase	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30882	RXN-7002	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30883	RXN-708	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30884	RXN-7082	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30885	RXN-715	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30886	RXN-720	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30887	RXN-7242	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30888	RXN-7243	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30889	RXN-7244	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30890	RXN-7245	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30891	RXN-7246	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30892	RXN-7247	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30893	RXN-7248	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30894	RXN-7249	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30895	RXN-7250	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30896	RXN-7251	R00899		23	0	0.000	1.32	0	unvouched_and_no_shared_participant
rxn30897	RXN-7252	R01185	R01185	9	1	0.500	-9.02	1	kegg_id_is_modelseed_alias
rxn30898	RXN-7253	R01185		9	0	0.000	-9.02	0	unvouched_and_no_shared_participant
rxn30899	RXN-7301	R01185		9	0	0.000	-9.02	0	unvouched_and_no_shared_participant
rxn30900	RXN-7302	R01185		9	0	0.000	-9.02	0	unvouched_and_no_shared_participant
rxn30901	RXN-7303	R01185		9	0	0.000	-9.02	0	unvouched_and_no_shared_participant
rxn30902	RXN-7304	R01185		9	0	0.000	-9.02	0	unvouched_and_no_shared_participant
rxn30903	RXN-7305	R01185		9	0	0.000	-9.02	0	unvouched_and_no_shared_participant
rxn30904	RXN-7580	R06293	R06293	32	1	0.000	-111.65	1	kegg_id_is_modelseed_alias
rxn30905	RXN-7590	R06293		32	0	0.000	-111.65	0	unvouched_and_no_shared_participant
rxn30906	RXN-7591	R06293		32	0	0.000	-111.65	0	unvouched_and_no_shared_participant
rxn30907	RXN-7607	R01126	R01126	3	1	1.000	-2.96	1	kegg_id_is_modelseed_alias
rxn30908	RXN-7609	R01227	R01227	14	1	1.000	-3.0	1	kegg_id_is_modelseed_alias
rxn30909	RXN-7610	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30910	RXN-7619	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30911	RXN-7650	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30912	RXN-7651	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30913	RXN-7652	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30914	RXN-7653	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30915	RXN-7676	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30916	RXN-7677	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30917	RXN-7678	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30918	RXN-7679	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30919	RXN-7682	R01227		14	0	0.000	-3.0	0	unvouched_and_no_shared_participant
rxn30920	RXN-7686	R02445	R02445	2	1	1.000	-116.77	1	kegg_id_is_modelseed_alias
rxn30921	RXN-7687	R03590	R03590	17	1	1.000	-114.31	1	kegg_id_is_modelseed_alias
rxn30922	RXN-7703	R03590		17	0		-114.31	0	unvouched_and_unverifiable
rxn30923	RXN-773	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30924	RXN-7737	R03590		17	0	0.250	-114.31	0	unvouched
rxn30925	RXN-7738	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30926	RXN-774	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30927	RXN-7740	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30928	RXN-7741	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30929	RXN-777	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30930	RXN-778	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30931	RXN-7875	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30932	RXN-7876	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30933	RXN-7877	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30934	RXN-7878	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30935	RXN-7978-(NAD)	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30936	RXN-7979-(NAD)	R03590		17	0	0.000	-114.31	0	unvouched_and_no_shared_participant
rxn30937	RXN-7984	R07178	R07178	3	1	0.750	-13.73	1	kegg_id_is_modelseed_alias
rxn30938	RXN-7985	R07179	R07179	26	1	0.750	-13.73	1	kegg_id_is_modelseed_alias
rxn30939	RXN-8014	R07179		26	0	0.000	-13.73	0	unvouched_and_no_shared_participant
rxn30940	RXN-8036	R04998	R04998	38	1	0.000	3.62	1	kegg_id_is_modelseed_alias
rxn30941	RXN-8037	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30942	RXN-8088	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30943	RXN-8089	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30944	RXN-8090	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30945	RXN-8091	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30946	RXN-8093	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30947	RXN-8094	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30948	RXN-8262	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30949	RXN-8263.c.metaexp.CPD-12575	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30950	RXN-8264	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30951	RXN-8267	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30952	RXN-8332	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30953	RXN-8333	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30954	RXN-8335	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30955	RXN-8340	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30956	RXN-8342	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30957	RXN-8348	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30958	RXN-8351	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30959	RXN-8352	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30960	RXN-8357	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30961	RXN-8401	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30962	RXN-8407	R04998		38	0	0.333	3.62	0	unvouched
rxn30963	RXN-8408	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30964	RXN-8441	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30965	RXN-8444	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30966	RXN-8668	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30967	RXN-8669	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30968	RXN-8751	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30969	RXN-8752	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30970	RXN-8753	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30971	RXN-8754	R04998		38	0	0.000	3.62	0	unvouched_and_no_shared_participant
rxn30972	RXN-902	R05599	R05599	76	1		20.9	1	kegg_id_is_modelseed_alias
rxn30973	RXN-924-(NAD)	R05599		76	0		20.9	0	unvouched_and_unverifiable
rxn30974	RXN0-1001	R03371	R03371	37	1	0.500	8.11	1	kegg_id_is_modelseed_alias
rxn30975	RXN0-1021	R03371		37	0	0.000	8.11	0	unvouched_and_no_shared_participant
rxn30976	RXN0-1441	R03371		37	0	0.000	8.11	0	unvouched_and_no_shared_participant
rxn30977	RXN0-1461	R03371		37	0	0.000	8.11	0	unvouched_and_no_shared_participant
rxn30978	RXN0-2023	R03371		37	0	0.000	8.11	0	unvouched_and_no_shared_participant
rxn30979	RXN0-2382	R00674	R00674	45	1	1.000	-12.17	1	kegg_id_is_modelseed_alias
rxn30980	RXN0-306	R00674		45	0	0.000	-12.17	0	unvouched_and_no_shared_participant
rxn30981	RXN0-363	R00674		45	0	0.000	-12.17	0	unvouched_and_no_shared_participant
rxn30982	RXN0-366	R00674		45	0	0.000	-12.17	0	unvouched_and_no_shared_participant
rxn30983	RXN0-5114	R00582	R00582	30	1	0.500	-2.45	1	kegg_id_is_modelseed_alias
rxn30984	RXN0-5181	R00582		30	0	0.000	-2.45	0	unvouched_and_no_shared_participant
rxn30985	RXN0-5216	R09645	R09645	101	1		2.66	1	kegg_id_is_modelseed_alias
rxn30986	RXN0-5257	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30987	RXN0-5259	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30988	RXN0-5260	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30989	RXN0-723	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30990	RXN0-724	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30991	RXN0-745	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30992	RXN0-746	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30993	RXN0-884-(NAD)	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30994	RXN0-884-(NADP)	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30995	RXN0-901	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30996	RXN1A0-6303	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30997	RXN1F-143	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30998	RXN1F-152	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn30999	RXN1F-160	R09645		101	0		2.66	0	unvouched_and_unverifiable
rxn31000	RXN1F-161	R06297	R06297	5	1	1.000	-115.69	1	kegg_id_is_modelseed_alias
rxn31001	RXN1F-163	R06297		5	0	0.000	-115.69	0	unvouched_and_no_shared_participant
rxn31002	RXN1F-165	R06297		5	0	0.000	-115.69	0	unvouched_and_no_shared_participant
rxn31003	RXN1F-167	R06297		5	0	0.000	-115.69	0	unvouched_and_no_shared_participant
rxn31004	RXN1F-19	R07863	R07863	51	1	0.500	-64.5	1	kegg_id_is_modelseed_alias
rxn31005	RXN1F-347	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31006	RXN1F-404	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31007	RXN1F-434	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31008	RXN1F-443	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31009	RXN1F-462	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31010	RXN1F-474	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31011	RXN1F-475	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31012	RXN1F-88	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31013	RXN1F-93	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31014	RXN3O-1380	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31015	RXN3O-218	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31016	RXN66-1	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31017	RXN66-15-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31018	RXN66-15-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31019	RXN66-16-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31020	RXN66-16-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31021	RXN66-17-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31022	RXN66-17-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31023	RXN66-20-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31024	RXN66-20-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31025	RXN66-21-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31026	RXN66-21-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31027	RXN66-22-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31028	RXN66-22-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31029	RXN66-282	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31030	RXN66-3	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31031	RXN66-303	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31032	RXN66-304	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31033	RXN66-305	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31034	RXN66-310-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31035	RXN66-310-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31036	RXN66-311-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31037	RXN66-311-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31038	RXN66-312-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31039	RXN66-312-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31040	RXN66-315-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31041	RXN66-315-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31042	RXN66-316-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31043	RXN66-316-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31044	RXN66-317-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31045	RXN66-317-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31046	RXN66-321	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31047	RXN66-322-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31048	RXN66-322-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31049	RXN66-81	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31050	RXNQT-4140-(NAD)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31051	RXNQT-4140-(NADP)	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31052	RXNQT-4141	R07863		51	0	0.000	-64.5	0	unvouched_and_no_shared_participant
rxn31053	RXNQT-4142	R07674	R07674	3	1	1.000	1.69	1	kegg_id_is_modelseed_alias
rxn31054	RXNQT-4143	R00494	R00494	21	1	0.667	5.28	1	kegg_id_is_modelseed_alias
rxn31055	RXNQT-4146	R00494		21	0	0.000	5.28	0	unvouched_and_no_shared_participant
rxn31056	RXNQT-4147	R00494		21	0	0.000	5.28	0	unvouched_and_no_shared_participant
rxn31057	RXNQT-4148	R00494		21	0	0.000	5.28	0	unvouched_and_no_shared_participant
rxn31058	RXNQT-4149	R00494		21	0	0.000	5.28	0	unvouched_and_no_shared_participant
rxn31059	RXNQT-4150	R00963	R00963	17	1	1.000	-2.81	1	kegg_id_is_modelseed_alias
rxn31060	RXNQT-4152	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31061	RXNQT-4153	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31062	RXNQT-4154	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31063	RXNQT-4155	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31064	RXNQT-4156	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31065	RXNQT-4157	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31068	RXNQT-4163	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31069	RXNQT-4166	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31070	RXNQT-4169	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31071	RXNQT-4172	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31072	RXNQT-4175	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31073	S-ADENMETSYN-RXN	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31074	S-FORMYLGLUTATHIONE-HYDROLASE-RXN	R00963		17	0	0.000	-2.81	0	unvouched_and_no_shared_participant
rxn31075	SARCOX-RXN	R00610	R00610	2	1	0.750	-21.52	1	kegg_id_is_modelseed_alias
rxn31076	SEDOHEPTULOSE-BISPHOSPHATASE-RXN	R01845	R01845	16	1	0.500	-3.64	1	kegg_id_is_modelseed_alias
rxn31077	SINAPINE-ESTERASE-RXN	R01845		16	0	0.000	-3.64	0	unvouched_and_no_shared_participant
rxn31078	SO3OXTFER-RXN	R01845		16	0	0.000	-3.64	0	unvouched_and_no_shared_participant
rxn31079	STRICTOSIDINE-SYNTHASE-RXN	R03738	R03738	5	1	1.000	31.59	1	kegg_id_is_modelseed_alias
rxn31080	SUCCGLUALDDEHYD-RXN	R03738		5	0	0.000	31.59	0	unvouched_and_no_shared_participant
rxn31081	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	R03738		5	0	0.000	31.59	0	unvouched_and_no_shared_participant
rxn31082	SUCCSEMIALDDEHYDROG-RXN	R03738		5	0	0.000	31.59	0	unvouched_and_no_shared_participant
rxn31083	SUCROSE-PHOSPHATASE-RXN	R00805	R00805;R06211	3	1	0.500	-4.25	1	kegg_id_is_modelseed_alias
rxn31084	SUCROSE-SYNTHASE-RXN	R00806	R00806;R06036	7	1	1.000	-0.59	1	kegg_id_is_modelseed_alias
rxn31085	SULFITE-REDUCTASE-(FERREDOXIN)-RXN	R00806		7	0	0.000	-0.59	0	unvouched_and_no_shared_participant
rxn31086	SucEquiv	R00806		7	0	0.000	-0.59	0	unvouched_and_no_shared_participant
rxn31087	SucThioK	R00806		7	0	0.000	-0.59	0	unvouched_and_no_shared_participant
rxn31088	THRESYN-RXN	R01466	R01466	5	1	1.000	-9.64	1	kegg_id_is_modelseed_alias
rxn31089	THYKI-RXN	R01466		5	0	0.000	-9.64	0	unvouched_and_no_shared_participant
rxn31090	THYMIDYLATESYN-RXN	R01466		5	0	0.000	-9.64	0	unvouched_and_no_shared_participant
rxn31091	TIGLYLCOA-HYDROXY-RXN	R04204	R04204	10	1	0.000	-8.14	1	kegg_id_is_modelseed_alias
rxn31092	TRANS-CINNAMATE-2-MONOOXYGENASE-RXN	R04204		10	0	0.000	-8.14	0	unvouched_and_no_shared_participant
rxn31093	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	R04204		10	0	0.000	-8.14	0	unvouched_and_no_shared_participant
rxn31094	TREHALA-RXN	R04204		10	0	0.000	-8.14	0	unvouched_and_no_shared_participant
rxn31095	TREHALOSEPHOSPHA-RXN	R02778	R02778;R06228	19	1	0.500	-2.95	1	kegg_id_is_modelseed_alias
rxn31096	TRYPSYN-RXN	R02722	R02722	6	1	0.750	-7.58	1	kegg_id_is_modelseed_alias
rxn31097	UDP-GLUCOSE-4,6-DEHYDRATASE-RXN	R00293	R00293	2	1	0.500	-8.28	1	kegg_id_is_modelseed_alias
rxn31098	UDPACYLGLCNACDEACETYL-RXN	R04587	R04587	3	1	0.333	1.25	1	kegg_id_is_modelseed_alias
rxn31099	UGD-RXN	R04587		3	0	0.000	1.25	0	unvouched_and_no_shared_participant
rxn31100	URATE-OXIDASE-RXN	R02106	R02106	8	1	0.667	-29.16	1	kegg_id_is_modelseed_alias
rxn31101	UREASE-RXN	R02106		8	0	0.000	-29.16	0	unvouched_and_no_shared_participant
rxn31102	UREIDOGLYCOLATE-HYDROLASE-RXN	R02106		8	0	0.000	-29.16	0	unvouched_and_no_shared_participant
rxn31103	URIDINE-NUCLEOSIDASE-RXN	R02106		8	0	0.000	-29.16	0	unvouched_and_no_shared_participant
rxn31104	UROGENIIISYN-RXN	R03165	R03165	5	1	0.500	-26.95	1	kegg_id_is_modelseed_alias
