rxn	name	kegg_ids_staged	kegg_ids_alias	kegg_max_reuse	vouched	participant_overlap	dg_dgpredictor	keep	reason
rxn15647	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	R07015	R07015	19	1	0.000	22.94	1	kegg_id_is_modelseed_alias
rxn15648	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	R07015	R07015	19	1	0.000	22.94	1	kegg_id_is_modelseed_alias
rxn15649	1,2-Dihydronaphthalene-1,2-diol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)	R07016	R07016	3	1	0.500	-77.51	1	kegg_id_is_modelseed_alias
rxn15650	1,2-Dihydronaphthalene-1,2-diol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)	R07016	R07016	3	1	0.500	-77.51	1	kegg_id_is_modelseed_alias
rxn15651	benzo[a]pyrene-7,8-oxide hydrolase	R07082	R07082	2	1	0.500	8.79	1	kegg_id_is_modelseed_alias
rxn15652	7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene hydrolase	R07084	R07084	2	1	0.333	-16.54	1	kegg_id_is_modelseed_alias
rxn15653	benzo[a]pyrene-7,8-diol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)	R07085	R07085	2	1	0.500	-77.52	1	kegg_id_is_modelseed_alias
rxn15656	D-sorbitol-6-phosphate:NAD+ 2-oxidoreductase	R05607;R07133	R05607;R07133	3	1	0.000	6.78	1	kegg_id_is_modelseed_alias
rxn15657	D-arabinitol:NAD+ 2-oxidoreductase (D-ribulose-forming)	R07134	R07134	2	1	0.000	4.42	1	kegg_id_is_modelseed_alias
rxn15658	mannitol:NAD+ 1-oxidoreductase	R07135	R07135	7	1	0.000	3.52	1	kegg_id_is_modelseed_alias
rxn15659	mannitol:NAD+ 1-oxidoreductase	R07135	R07135	7	1	0.000	3.52	1	kegg_id_is_modelseed_alias
rxn15660	lactaldehyde:NADP+ oxidoreductase	R07139	R07139	2	1		1.5	1	kegg_id_is_modelseed_alias
rxn15661	D-arabinitol:NADP+ oxidoreductase	R07144	R07144	2	1	0.000	3.84	1	kegg_id_is_modelseed_alias
rxn15662	D-glucose:NADP+ 1-oxidoreductase	R07147	R07147	2	1	0.000	-0.79	1	kegg_id_is_modelseed_alias
rxn15664	2-alpha-D-glucosyl-D-glucose:phosphate beta-D-glucosyltransferase	R07264	R07264	3	1	1.000	5.8	1	kegg_id_is_modelseed_alias
rxn15665	2-alpha-D-glucosyl-D-glucose:phosphate beta-D-glucosyltransferase	R07264	R07264	3	1	0.667	5.8	1	kegg_id_is_modelseed_alias
rxn15668	1D-myo-inositol-3-phosphate lyase (isomerizing)	R07324	R07324	16	1	0.500	-16.1	1	kegg_id_is_modelseed_alias
rxn15669	1D-myo-inositol-3-phosphate lyase (isomerizing)	R07324	R07324	16	1	0.500	-16.1	1	kegg_id_is_modelseed_alias
rxn15670	flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)	R07329	R07329	2	1	1.000	-106.65	1	kegg_id_is_modelseed_alias
rxn15675	flavanone,2-oxoglutarate:oxygen oxidoreductase (dehydrating)	R07367	R07367	2	1	0.750	-106.93	1	kegg_id_is_modelseed_alias
rxn15676	flavanone,NADPH:oxygen oxidoreductase	R07369	R07369	2	1	0.500	-91.99	1	kegg_id_is_modelseed_alias
rxn15677	R07413	R07413	R07413	2	1		0.35	1	kegg_id_is_modelseed_alias
rxn15678	R07456	R07456	R07456	84	1	0.600	-75.63	1	kegg_id_is_modelseed_alias
rxn15680	R07506	R07506	R07506	3	1	0.000	-98.43	1	kegg_id_is_modelseed_alias
rxn15681	R07510	R07510	R07510	3	1		-12.76	1	kegg_id_is_modelseed_alias
rxn15685	1-hydroxy-1,2-dihydrolycopene:acceptor oxidoreductase	R07523	R07523	1	1	1.000	-6.69	1	kegg_id_is_modelseed_alias
rxn15686	1-hydroxy-1,2-dihydrolycopene:acceptor oxidoreductase	R07534	R07534	1	1	1.000	-6.69	1	kegg_id_is_modelseed_alias
rxn15687	R07540	R07540	R07540	1	1		19.54	1	kegg_id_is_modelseed_alias
rxn15688	R07542	R07542	R07542	1	1		2.51	1	kegg_id_is_modelseed_alias
rxn15689	echinenone,NADH:oxygen 3-oxidoreductase	R07562	R07562	1	1	1.000	-93.03	1	kegg_id_is_modelseed_alias
rxn15692	3-hydroxyechinenone,NADH:oxygen 3'-oxidoreductase	R07570	R07570	1	1	1.000	-96.76	1	kegg_id_is_modelseed_alias
rxn15693	myo-inositol-hexakisphosphate 5-phosphohydrolase	R07584	R07584	43	1	0.000	3.79	1	kegg_id_is_modelseed_alias
rxn15695	3-sulfolactate bisulfite-lyase	R07633	R07633	3	1	0.333	-53.25	1	kegg_id_is_modelseed_alias
rxn15696	3-sulfolactate bisulfite-lyase	R07633	R07633	3	1	0.333	-53.25	1	kegg_id_is_modelseed_alias
rxn15697	R07676	R07676	R07676	2	1	1.000	6.39	1	kegg_id_is_modelseed_alias
rxn15698	R07685	R07685	R07685	1	1		-11.03	1	kegg_id_is_modelseed_alias
rxn15699	ATP:lipoate adenylyltransferase	R07770	R07770	2	1		13.82	1	kegg_id_is_modelseed_alias
rxn15700	22alpha-hydroxy-campesterol,NADPH:oxygen oxidoreductase (C-23-hydroxylating)	R07786	R07786	2	1	1.000	-93.05	1	kegg_id_is_modelseed_alias
rxn15701	22alpha-hydroxy-campest-4-en-3-one,NADPH:oxygen oxidoreductase (C-23-hydroxylating)	R07787	R07787	2	1	1.000	-93.05	1	kegg_id_is_modelseed_alias
rxn15702	R07788	R07788	R07788	4	1		14.95	1	kegg_id_is_modelseed_alias
rxn15703	R07789	R07789	R07789	4	1		-9.12	1	kegg_id_is_modelseed_alias
rxn15704	R07790	R07790	R07790	1	1		10.94	1	kegg_id_is_modelseed_alias
rxn15706	alpha-cryptoxanthin,NADH:oxygen 3-oxidoreductase	R07851	R07851	1	1	1.000	-97.77	1	kegg_id_is_modelseed_alias
