rxn	name	ec_class	dg_gc	dg_eq	dg_dgp	cluster
rxn23652	RXN-13408.d	1	6.220	7.090	7.320	22
rxn23662	RXN-13421.c	none	-3.630	6.480	6.980	0
rxn23700	tryptamine oxidase	1	-24.020	-22.570	-27.800	-1
rxn23701	tryptophan N-hydroxylase	1	-189.980	-239.680	-192.010	15
rxn23720	RXN-1685.d	2	-14.030	-2.650	-3.430	36
rxn23731	RXN-1781.v	2	0.000	-0.960	-5.120	-1
rxn23757	RXN-2.c	none	-2.380	3.400	30.540	-1
rxn23761	RXN-2006.x	2	-7.060	-7.190	-3.000	-1
rxn23779	RXN-2202.d	2	-8.920	-5.960	-6.680	37
rxn23781	RXN-2206.r	1	-189.980	-235.940	-184.200	15
rxn23791	2-pyrone-4,6-dicarboxylate hydrolase	3	5.290	-57.420	-40.300	-1
rxn23796	RXN-2541.d	2	-31.340	-22.910	-21.300	-1
rxn23797	RXN-2542.d	2	-20.640	-5.500	-5.180	-1
rxn23798	RXN-2543.d	5	-12.050	-14.920	4.340	-1
rxn23799	RXN-2561.d	none	-12.050	-14.920	4.340	-1
rxn23800	RXN-2562.d	2	-20.640	-5.500	-0.040	-1
rxn23804	RXN-2761.d	2	-31.340	-22.910	-25.100	-1
rxn23805	RXN-2762.c	2	-20.640	-5.500	-5.180	-1
rxn23806	RXN-2762.d	2	-20.640	-5.500	-5.180	-1
rxn23816	RXN-2901.m	2	-1.000	-0.890	-0.780	-1
rxn23817	RXN-2902.m	1	-8.950	-5.960	-5.060	37
rxn23831	2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase	1	-90.420	-117.730	-124.350	-1
rxn23832	RXN-3103.v	1	-86.650	-110.100	-89.110	-1
rxn23848	2-hydroxyisoflavanone synthase (ambiguous)	1	-96.190	-97.220	-97.360	28
rxn23871	RXN-37.m	1	-9.800	-8.550	-5.200	40
rxn23873	isoflavone 3'-hydroxylase	1	-95.830	-105.970	-78.070	26
rxn23874	isoflavone 3'-hydroxylase	1	-95.830	-105.970	-78.070	26
rxn23875	Isoflavone 3'-hydroxylase	1	-95.830	-105.970	-78.070	26
rxn23876	Isoflavone 3'-hydroxylase	1	-95.830	-105.970	-78.070	26
rxn23877	RXN-3765.n	1	-95.830	-105.980	-72.830	-1
rxn23878	RXN-3765.r	1	-95.830	-105.980	-72.830	-1
rxn23885	RXN-4002.c	2	-4.360	-1.840	-22.470	6
rxn23921	RXN-4305.m	2	-20.000	-13.190	-23.060	-1
rxn23922	cytokinin synthase	2	-20.000	-13.810	-23.060	-1
rxn23923	cytokinin synthase	2	-20.000	-13.810	-23.060	-1
rxn23951	RXN-4504.v	1	-15.880	-103.270	-14.850	4
rxn23952	(6aR,11aR)-3,9-dihydroxypterocarpan,NADPH:oxygen oxidoreductase (6a-hydroxylating)	1	-104.340	-55.910	-86.860	-1
rxn23953	glyceollin synthase	2	-26.440	-18.460	-27.750	-1
rxn23954	glyceollin synthase	2	-26.440	-18.460	-26.410	-1
rxn23955	glyceollin synthase	1	-119.350	-115.730	-102.840	-1
rxn23956	glyceollin synthase	1	-104.380	-113.030	-98.770	-1
rxn24021	(+)-copalyl-diphosphate lyase (decyclizing)	5	-22.740	-82.000	-4.030	-1
rxn24022	OsDTC1	4	-53.720	-113.870	-16.760	5
rxn24024	9beta-pimara-7,15-diene synthase	4	-40.990	-106.930	-24.010	5
rxn24036	valine N-monooxygenase	none	-90.630	-53.430	-53.010	-1
rxn24037	valine N-monooxygenase	none	-90.630	-53.430	-53.010	-1
rxn24038	CYP79D2	none	-83.950	-57.170	-58.320	-1
rxn24039	CYP79D2	none	-83.950	-57.170	-58.320	-1
rxn24040	N,N-dihydroxy-L-valine carboxy-lyase	none	-15.400	-122.950	-67.340	-1
rxn24041	N,N-dihydroxy-L-valine carboxy-lyase	none	-15.400	-122.950	-67.340	-1
rxn24042	2-methylpropanal-oxime cis-trans isomerase	none	0.000	0.000	0.000	16
rxn24043	2-methylpropanal-oxime cis-trans isomerase	none	0.000	0.000	0.000	16
rxn24109	arogenic dehydrogenase (ambiguous)	1	-16.120	-5.360	19.170	-1
rxn24118	RXN-5841.p	3	7.220	1.520	-3.590	-1
rxn24132	RXN-6161.n	4	-3.440	-4.290	-4.140	-1
rxn24133	RXN-6182.d	5	-0.890	-0.370	2.630	10
rxn24134	RXN-6201.x	4	-14.550	-16.570	-10.240	-1
rxn24149	RXN-6321.m	2	1.410	11.780	-7.510	-1
rxn24177	RXN-6562.c	3	-4.720	-1.530	-4.850	-1
rxn24178	RXN-6581.c	none	10.360	-2.960	3.650	-1
rxn24198	RXN-6722.c	2	-5.330	10.590	19.500	0
rxn24199	RXN-6723.c	2	-5.330	10.580	21.950	-1
rxn24200	RXN-6741.c	2	-4.360	-1.840	-23.120	6
rxn24201	RXN-6742.c	2	-4.360	-1.840	-22.470	6
rxn24202	RXN-6762.c	2	-3.610	-0.910	-0.260	-1
rxn24207	RXN-6861.c	none	-16.300	-5.270	-9.580	-1
rxn24212	4-aminobutyrate transaminase (pyruvate dependent)	2	-1.000	1.480	1.300	-1
rxn24213	4-aminobutyrate transaminase (pyruvate dependent)	2	-1.000	1.480	1.300	-1
rxn24251	IP3/IP4 6-/3-kinase	2	-14.030	-6.830	-10.420	-1
rxn24314	6-hydroxynicotinate 3-monooxygenase	1	-95.930	-108.630	-88.950	26
rxn24346	D-sorbitol 2-dehydrogenase	1;2;3;4;5	2.010	3.670	-12.260	-1
rxn24350	RXN-7655.v	1	-96.190	-97.220	-97.360	28
rxn24354	RXN-7658.d	1	-17.540	-13.270	3.890	-1
rxn24355	RXN-7659.d	1	-17.540	-13.270	-0.710	-1
rxn24356	RXN-7660.d	1	-17.540	-13.270	4.700	-1
rxn24376	RXN-7683.c	2	-14.030	-2.600	-5.350	36
rxn24377	RXN-7683.d	2	-14.030	-2.600	-5.350	36
rxn24382	RXN-7693.m	1	5.220	4.890	5.610	22
rxn24403	RXN-7700.m	1	5.220	4.890	8.610	22
rxn24414	LL-DAP aminotransferase	2	-16.740	-14.680	-15.960	-1
rxn24420	CYP79A1	1	-83.950	-57.180	-58.320	-1
rxn24421	CYP79A1	1	-15.400	-122.950	-63.250	-1
rxn24433	RXN-777.v	none	-81.390	-81.940	-78.300	23
rxn24434	alpha-ketoglutarate decarboxylase	4	-4.090	-4.140	-7.290	-1
rxn24478	RXN-7853.c	2	-26.440	-18.750	-20.990	-1
rxn24542	zeaxanthin,NAD(P)H:oxygen oxidoreductase	1	-104.910	-77.990	-79.720	-1
rxn24543	zeaxanthin,NAD(P)H:oxygen oxidoreductase	1	-104.910	-77.990	-80.310	-1
rxn24546	antheraxanthin epoxidase	1	-104.910	-77.990	-79.720	-1
rxn24547	antheraxanthin epoxidase	1	-104.910	-77.990	-80.310	-1
rxn24576	RXN-8038.d	5	-20.130	-34.540	-3.730	-1
rxn24578	RXN-8040.d	5	-16.890	-28.400	-8.040	-1
rxn24580	amorpha-4,11-diene 12 monooxygenase	1	-96.260	-94.130	-94.820	-1
rxn24581	artemisinic alcohol monooxygenase	1	-105.110	-104.630	-100.630	-1
rxn24583	artemisinic aldehyde delta11(13) reductase	1	15.330	13.870	7.840	19
rxn24636	beta-ribofuranosylaminobenzene-5'-phosphate synthase	2	-26.540	-21.640	-17.890	-1
rxn24879	(+)-marmesin,NADPH:oxygen oxidoreductase	1	-102.930	-64.180	-94.070	-1
rxn24915	beta-chamigrene synthase	4	-33.240	-59.040	-25.440	-1
rxn24941	RXN-8458.c	2	-8.490	-6.700	-14.840	-1
rxn24943	CsZCD	1	-167.560	-175.240	-145.500	-1
rxn24971	copalyl diphosphate-lyase (isopimara-7,15-diene-forming)	4	-40.990	-106.930	-24.700	5
rxn25019	gamma-muurolene synthase	4	-27.760	-148.780	-24.610	5
rxn25026	alpha-muurolene synthase	4	-53.400	-153.440	-30.640	5
rxn25038	RXN-8620.c	none	-93.320	-93.570	-96.790	29
rxn25046	RXN-8631.d	4	4.310	6.910	4.200	22
rxn25050	IDP1	1;4	-3.090	-3.330	-3.650	31
rxn25051	IDP1	1;4	-3.090	-3.330	-3.650	31
rxn25068	RXN-8683.c	1	-0.940	76.310	14.840	-1
rxn25069	RXN-8684.c	1	-4.940	-8.040	14.830	-1
rxn25080	RXN-8698.v	1	-48.330	-65.330	-79.720	-1
rxn25081	RXN-8699.v	1	-48.330	-65.330	-79.710	-1
rxn25082	RXN-8702.v	1	-92.720	-104.860	109.720	-1
rxn25164	RXN-8807.c	2	-1.540	-1.630	0.750	9
rxn25165	RXN-8807.m	2	-1.540	-1.630	0.750	9
rxn25183	RXN-8836.c	1	-70.770	-59.080	-107.290	-1
rxn25216	RXN-8889.e	2	-1.540	-5.310	0.120	-1
rxn25233	PGT2	2	-26.440	-18.750	-21.920	-1
rxn25235	geranylhydroquinone,NADPH:oxygen oxidoreductase (3''-hydroxylating)	1	-92.580	-94.130	-94.820	29
rxn25258	RXN-8947.c	2	2.540	-16.890	-24.480	-1
rxn25259	RXN-8948.c	6	-25.450	-18.910	-1.790	-1
rxn25260	RXN-8949.c	1	-116.340	-122.110	-129.880	-1
rxn25470	RXN-9244.c	none	-3.610	-2.140	-9.000	-1
rxn25492	5-enolpyruvoyl-6-hydroxy-2-succinylcyclohex-3-ene-1-carboxylate pyruvate-lyase [(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate-forming]	4	-23.300	-15.270	-7.510	-1
rxn25493	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	3	-5.750	-5.760	-13.550	-1
rxn25494	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	3	-5.750	-5.760	-13.550	-1
rxn25495	RXN-9312.c	none	-4.360	-1.840	-22.470	6
rxn25548	RXN-9406.c	6	-1.060	-0.340	-0.140	-1
rxn25582	RXN-9453.e	none	-2.000	-2.380	0.920	9
rxn25605	RXN-9481.c	1	-94.390	-95.070	-98.090	-1
rxn25606	RXN-9481.v	1	-94.390	-95.070	-98.090	-1
rxn25609	RXN-9483.c	1	3.760	4.440	1.350	-1
rxn25625	RXN-9497.c	1	-198.060	-157.060	-181.310	15
rxn25626	RXN-9497.v	1	-198.060	-157.060	-181.310	15
rxn25652	trans-2,3-stearoyl-CoA-reductase (NADPH, B-specific)	1	16.550	14.270	-9.370	-1
rxn25701	RXN-961.d	4	-124.360	-123.410	-125.580	-1
rxn25709	Stearoyl-CoA hydrolase	3	-5.750	-5.820	-7.350	41
rxn25713	arachidoyl-CoA hydrolase	3	-5.750	-5.820	-7.350	41
rxn25721	CYP79D3	none	-90.630	-55.290	-57.800	-1
rxn25722	CYP79D3	none	-90.630	-55.290	-57.800	-1
rxn25725	CYP79D3	none	-83.950	-57.170	-58.320	-1
rxn25726	CYP79D3	none	-83.950	-57.170	-58.320	-1
rxn25769	RXN-969.d	1	-24.030	-21.190	-21.460	34
rxn25795	dimethylsulfoniopropionate demthylase	2	6.740	-0.700	-3.890	-1
rxn25846	RXN-9800.x	2	-5.290	-6.640	-86.810	-1
rxn25851	RXN-9805.v	1	-92.580	-94.130	-95.790	29
rxn25852	RXN-9806.v	3	-3.630	6.480	6.820	0
rxn25853	RXN-9807.v	1	-92.580	-94.130	-95.790	29
rxn25866	RXN-9825.c	2	-5.330	10.590	1.480	0
rxn25891	RXN-9851.x	2	-5.290	-5.480	-7.190	41
rxn25892	RXN-9852.x	2	-5.290	-6.640	-9.090	-1
rxn25947	IDP1	1	6.220	4.440	5.080	22
rxn25948	IDP1	1	6.220	4.440	5.080	22
rxn25963	N-acetylneuraminate-9-phosphatase	3	7.220	-2.640	-2.590	2
rxn25964	RXN-9990.c	2	-12.960	55.690	11.350	-1
rxn25965	RXN-9990.n	2	-12.960	55.690	11.350	-1
rxn25970	CDP-2,3-di-O-geranylgeranyl-sn-glycerol synthase	2	1.070	-1.510	-0.300	-1
rxn25971	RXN-9996.c	2	-14.030	52.590	-1.910	-1
rxn25975	phytase	3	7.220	2.220	8.110	-1
rxn26013	L-serine hydro-lyase [adding indole, L-tryptophan-forming]	4	-11.950	-11.880	-12.170	-1
rxn26064	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	2	9.530	54.730	11.780	-1
rxn26077	RXN0-4281.d	1	-7.680	-4.410	-2.790	-1
rxn26078	RXN0-4281.r	1	-7.680	-4.410	-2.790	-1
rxn26100	RXN0-5114.d	3	7.220	-2.460	-2.450	2
rxn26130	RXN0-5186.c	3	7.220	-1.650	-3.750	2
rxn26144	RXN0-5213.c	1	-7.680	-4.410	-3.370	-1
rxn26146	RXN0-5224.d	4	0.840	1.260	1.150	-1
rxn26447	RXN0-6710.c	3	-17.260	-8.440	-13.340	-1
rxn26454	ADP-dependent NAD(P)H-hydrate dehydratase	4	-22.630	-11.270	-28.990	-1
rxn26456	RXN0-6732.c	2	-18.920	-11.650	18.040	-1
rxn26457	RXN0-6733.c	3	-27.300	-8.920	-7.790	30
rxn26458	RXN0-6733.p	3	-27.300	-8.920	-7.790	30
rxn26480	(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase	1	16.200	15.680	15.320	19
rxn26481	(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase	1	16.200	15.670	15.910	-1
rxn26505	lycopene beta-cyclase	5	-20.130	-34.540	-3.730	-1
rxn26506	lycopene beta-cyclase	5	-20.130	-34.540	-3.730	-1
rxn26736	RXN3O-130.r	1	-294.470	-357.260	-313.730	-1
rxn26737	RXN3O-130.w	1	-294.470	-357.260	-313.730	-1
rxn26743	RXN3O-4113.m	1	5.220	4.880	8.760	22
rxn26890	RXN66-28.r	1	-17.540	-13.270	-8.280	-1
rxn26898	RXN66-306.n	1	-10.300	-4.520	1.260	7
rxn26931	RXN66-314.r	1	-2.300	0.280	-2.530	-1
rxn26967	7-dehydrocholesterol reductase	1	10.300	4.520	9.770	-1
rxn26973	testosterone reductase	1	-13.570	-4.120	4.420	7
rxn26999	FAAH	3	-0.460	2.780	3.460	-1
rxn27000	RXN6666-4.m	1	-24.020	-22.580	-16.690	34
rxn27001	RXN6666-7.e	2	-4.360	-1.840	-23.120	6
rxn27013	RXNQT-4163.d	2	-8.920	-5.960	-5.250	37
rxn27014	RXNQT-4165.d	1	-11.670	-15.120	-16.450	-1
rxn27015	RXNQT-4168.d	1	-11.670	-15.120	-16.450	-1
rxn27016	RXNQT-4171.d	1	-11.670	-15.120	-16.450	-1
rxn27017	RXNQT-4174.d	1	-11.670	-15.120	-16.450	-1
rxn27018	RXNQT-4178.d	1	-11.670	-15.120	-16.450	-1
rxn27031	RXNQT-4309.r	1	-189.980	-235.940	-184.200	15
rxn27032	RXNQT-4310.r	1	-189.980	-235.940	-184.200	15
rxn27033	RXNQT-4311.r	1	-189.980	-235.940	-184.200	15
rxn27034	RXNQT-4312.r	1	-189.980	-235.940	-184.200	15
rxn27035	RXNQT-4313.r	1	-189.980	-235.940	-184.200	15
rxn27104	serine-pyruvate transaminase	2	0.000	0.940	1.620	-1
rxn27106	SPT	2	2.160	1.740	-5.740	1
rxn27107	SPT	2	2.160	1.740	-5.740	1
rxn27108	serine acetyltransferase	2	-3.610	-1.600	-1.610	31
rxn27109	serine acetyltransferase	2	-3.610	-1.600	-1.610	31
rxn27110	shikimate 5-dehydrogenase	1	0.750	2.300	14.020	-1
rxn27205	sorbitol-6-phosphate phosphohydrolase	3	7.220	-1.900	-2.930	2
rxn27213	squalene-2,3-epoxide cyclase	1	-98.720	-99.410	-85.580	-1
rxn27224	streptomycin-6-phosphate phosphohydrolase	3	7.220	-7.670	-3.790	-1
rxn27228	SCS	6	-1.060	0.110	0.090	-1
rxn27251	succinic semialdehyde dehydrogenase (NAD+)	1	-9.800	-8.470	-5.610	40
rxn27252	succinyl-CoA acylase	3	-5.750	-5.670	-6.500	41
rxn27259	sulfate adenylyltransferase	2	3.040	11.380	11.340	-1
rxn27260	sulfate adenylyltransferase (ADP)	2	14.000	14.070	13.920	19
rxn27265	sulfite oxidase	1	-40.630	-41.160	-40.900	32
rxn27282	TDPFUCACTRANS-RXN.p	2	-5.290	-5.830	-5.880	41
rxn27286	lipid-A 4'-kinase	2	-14.030	-2.170	-4.620	-1
rxn27287	(S)-THB oxidase	1	-48.330	-65.330	-79.720	-1
rxn27288	thiaminase I	2	-0.000	0.010	-23.290	-1
rxn27332	Tiglyl-CoA hydratase	4	1.600	-1.180	-8.140	-1
rxn27333	NADH:trimethylamine-N-oxide oxidoreductase	1	-56.000	-58.790	57.530	-1
rxn27334	S-adenosyl-L-methionine:gamma-tocopherol 5-O-methyltransferase	2	-20.640	-5.500	-4.270	-1
rxn27340	trans-cinnamic acid 4-hydroxylase	1	-95.830	-104.490	-95.900	27
rxn27341	trans-L-3-hydroxyproline hydro-lyase	4	-24.350	0.480	-13.640	-1
rxn27385	TML-alpha-ketoglutarate dioxygenase	1	-108.280	-107.680	-106.540	24
rxn27386	triose-phosphate isomerase	5	-1.460	-1.310	-1.830	-1
rxn27401	CYP79A1	1	-90.630	-67.600	-59.480	-1
rxn27409	UDP-glucuronate decarboxylase	4	-1.290	-2.790	-5.400	25
rxn27410	UDP-glucuronate decarboxylase	4	-1.290	-2.790	-5.400	25
rxn27419	C55-isoprenyl pyrophosphatase	3	-16.340	-6.420	-5.840	36
rxn27420	C55-isoprenyl pyrophosphatase	3	-16.340	-6.420	-5.840	36
rxn27425	factor-independent urate hydroxylase	1	-18.000	-43.650	-29.160	-1
rxn27426	factor-independent urate hydroxylase	1	-18.000	-43.650	-29.160	-1
rxn27427	ureidoglycolate hydrolase	3	-1.510	-5.900	-6.110	-1
rxn27428	ureidoglycolate hydrolase	3	-1.510	-5.900	-6.110	-1
rxn27429	ureidoglycolase	4	4.240	1.210	1.210	-1
rxn27436	URUR-RXN.r	3	2.470	-8.230	-1.410	-1
rxn27455	Long-chain-3-hydroxyacyl-CoA dehydrogenase	1	3.760	4.190	4.400	22
rxn27458	beta-hydroxy-beta-methylglutaryl coenzyme A reductase	1	1.170	0.480	4.510	-1
rxn27459	Malic enzyme	1	1.320	3.130	3.300	-1
rxn27460	NAD-dependent glycerol-3-phosphate dehydrogenase	1	3.760	6.140	6.330	22
rxn27468	(+)-ABA 8'-hydroxylase	1	-92.580	-94.130	-95.030	29
rxn27481	alpha-ketoisovalerate dehydrogenase	1	-8.140	-5.640	-5.690	37
rxn27484	DHU dehydrogenase	1	4.750	0.610	17.260	-1
rxn27488	Pyridine nucleotide transhydrogenase	1	0.000	-0.000	0.580	-1
rxn27491	Adenylyl-sulfate reductase (glutathione)	1	-0.550	6.670	6.290	-1
rxn27495	1TRANSKETO-RXN.d	2	-2.080	0.350	1.380	10
rxn27497	3-carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase (CoA-acetylating)	2;4	-8.920	-5.960	8.210	9
rxn27502	24-methylenesterol C-methyltransferase	2	-16.730	-4.590	-7.350	-1
rxn27520	prephytoene-diphosphate synthase	2	-27.330	-36.370	-27.280	-1
rxn27521	Valine--isoleucine aminotransferase	2	-0.000	1.860	5.990	-1
rxn27522	(R)-3-amino-2-methylpropionate--pyruvate aminotransferase	2	-1.000	-0.020	4.530	10
rxn27524	Tyrosine transaminase	2	0.000	0.090	0.020	16
rxn27525	CDP-ME kinase	2	-14.030	-1.090	-6.900	-1
rxn27529	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2	1.070	-1.490	-0.280	-1
rxn27533	2KETO-3METHYLVALERATE-RXN.m	1	-8.140	-5.640	-5.690	37
rxn27534	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN.m	1	-8.140	-5.900	-5.360	37
rxn27536	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	2	-1.750	-1.600	-4.450	25
rxn27538	Crotonase	4	2.160	1.020	1.030	21
rxn27539	3-hydroxybutyrate dehydrogenase	1	3.760	2.600	2.720	21
rxn27542	beta-IPM dehydrogenase	1	6.220	4.440	6.160	22
rxn27543	isopropylmalate isomerase	4	1.470	0.380	-2.710	-1
rxn27586	3.6.4.9-RXN.d	3;5;7	-6.810	-6.160	-6.400	42
rxn27587	ATPase	3;5;7	-6.810	-6.160	-6.400	42
rxn27588	Microtubule-severing ATPase	3;5;7	-6.810	-6.160	-6.400	42
rxn27616	ATPase	3;5;7	-6.810	-6.160	-6.400	42
rxn27617	3.6.5.1-RXN.d	3	-6.810	-5.560	-6.400	42
rxn27619	4.4.1.14-RXN.d	4	-3.050	-13.150	-9.600	13
rxn27624	Phosphogluconate dehydrogenase (decarboxylating)	1	0.670	2.540	2.610	14
rxn27625	Phosphogluconate dehydrogenase (decarboxylating)	1	0.670	2.540	3.200	14
rxn27656	Acetaldehyde dehydrogenase (acetylating)	1	-4.700	-4.180	-3.770	-1
rxn27657	Acetate--CoA ligase (ADP-forming)	6	0.480	1.140	0.850	-1
rxn27658	Acetate--CoA ligase (ADP-forming)	6	0.480	1.140	0.850	-1
rxn27659	short chain fatty acyl-CoA synthetase	6	-20.010	-1.130	-1.080	-1
rxn27660	Acyl-activating enzyme	6	-20.010	-1.130	-1.080	-1
rxn27661	Acetate kinase	2	-5.360	3.410	3.200	0
rxn27662	Acetate kinase	2	-5.360	3.410	3.200	0
rxn27664	Acetolactate synthase	2;4	-10.530	-8.270	11.130	9
rxn27667	Acetolactate synthase	2	-10.530	-5.830	-6.850	-1
rxn27668	acetyl coenzyme A carboxylase	6	-1.070	-0.950	0.660	-1
rxn27669	ACETYLGLUTKIN-RXN.d	2	-6.900	5.600	2.800	0
rxn27670	Acetylornithine deacetylase	3	-2.000	-1.620	-4.790	25
rxn27671	ACETYLORNTRANSAM-RXN.d	2	-1.000	-0.990	5.340	-1
rxn27678	Adenosine kinase	2	-14.030	-2.790	-3.430	36
rxn27683	S-adenosyl-L-homocysteine hydrolase	3	5.680	8.790	8.310	22
rxn27684	adenylate kinase	2	9.530	-0.420	-0.650	3
rxn27685	Adenylokinase	2	9.530	-0.420	-0.650	3
rxn27686	ADENYLOSUCCINATE-SYNTHASE-RXN.d	6	-2.590	2.340	0.750	-1
rxn27688	Adenylylsulfate kinase	2	-14.030	-3.410	-6.480	36
rxn27690	Agmatine deiminase	3	-12.380	-7.840	-8.020	-1
rxn27691	AICARSYN-RXN.d	4	7.340	3.520	2.950	-1
rxn27692	AICARTRANSFORM-RXN.d	2	-5.440	2.560	1.420	0
rxn27693	AIRS-RXN.d	6	30.190	4.020	-20.440	-1
rxn27694	Alanine--glyoxylate aminotransferase	2	-1.460	-1.960	-2.690	-1
rxn27695	L-alanine-glycine transaminase	2	-1.460	-1.960	-2.690	-1
rxn27697	Alanine aminotransferase	2	0.000	0.070	0.160	16
rxn27698	glutamic-pyruvic aminotransferase	2	0.000	0.070	0.160	16
rxn27700	ALCOHOL-DEHYDROG-RXN.d	1	5.780	5.030	5.190	22
rxn27702	ALDOSE-1-EPIMERASE-RXN.d	5	0.000	0.000	-0.320	16
rxn27708	AMPSYN-RXN.d	4	7.340	2.800	1.930	-1
rxn27709	anthranilate synthetase	4	-44.160	-24.760	-15.680	-1
rxn27710	Apyrase	3	-23.150	-11.900	-12.150	-1
rxn27716	ARGSUCCINLYA-RXN.d	4	7.340	-2.640	3.010	-1
rxn27717	ARGSUCCINSYN-RXN.d	6	-19.180	5.680	0.410	-1
rxn27719	glutamic-aspartic aminotransferase	2	-0.000	0.690	0.720	-1
rxn27720	glutamic-aspartic aminotransferase	2	-0.000	0.690	0.720	-1
rxn27723	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN.d	1	-9.890	-4.870	-3.400	-1
rxn27724	Aspartate kinase	2	-6.900	4.580	4.330	0
rxn27725	ASPCARBTRANS-RXN.d	2	0.550	-5.070	-5.040	-1
rxn27728	Betaine-aldehyde dehydrogenase	1	-9.800	-8.290	-2.210	38
rxn27737	Isoleucine transaminase	2	-0.000	-1.340	-4.130	-1
rxn27738	branched-chain-amino-acid transaminase	2	-0.000	0.070	-0.300	16
rxn27739	Valine transaminase	2	-0.000	0.510	1.860	-1
rxn27740	carbonate dehydratase	4	0.840	1.260	1.150	-1
rxn27741	carbonate dehydratase	4	0.840	1.260	1.150	-1
rxn27743	CARBPSYN-RXN.d	6	-20.780	-1.420	-1.620	-1
rxn27744	Catalase	1	-45.360	-46.060	-46.540	-1
rxn27747	CDPKIN-RXN.d	2	0.000	-0.270	-0.000	16
rxn27748	CDPKIN-RXN.m	2	0.000	-0.270	-0.000	16
rxn27752	RXN-3221.d	5	-8.370	-23.320	6.990	-1
rxn27765	citric-condensing enzyme	2;4	-8.920	-8.600	8.330	9
rxn27766	Cytidylate kinase	2	9.530	-0.580	-0.610	3
rxn27771	CTP synthetase	6	-6.390	-2.950	-4.840	-1
rxn27772	Arogenate dehydrogenase	1	-16.120	-5.360	19.750	-1
rxn27773	D-alanine aminotransferase	2	0.000	0.210	0.200	16
rxn27774	D-alanine aminotransferase	2	0.000	0.210	0.200	16
rxn27777	DADPKIN-RXN.d	2	0.000	0.740	0.000	17
rxn27778	DADPKIN-RXN.m	2	0.000	0.740	0.000	17
rxn27779	DAPASYN-RXN.m	2	2.460	-0.140	1.100	12
rxn27780	DCDPKIN-RXN.d	2	-0.000	1.020	0.010	17
rxn27781	DCDPKIN-RXN.m	2	-0.000	1.020	0.010	17
rxn27785	DETHIOBIOTIN-SYN-RXN.m	6	-24.620	2.980	-19.660	-1
rxn27786	DGDPKIN-RXN.d	2	-0.000	0.610	0.010	17
rxn27787	DGDPKIN-RXN.m	2	-0.000	0.610	0.010	17
rxn27788	DIAMINOPIMDECARB-RXN.d	4	-3.090	-4.390	-6.270	33
rxn27789	DIAMINOPIMEPIM-RXN.d	5	0.000	-0.400	-0.190	16
rxn27791	Dihydrolipoamide dehydrogenase	1	1.550	1.080	1.460	-1
rxn27792	Dihydrolipoamide dehydrogenase	1	1.550	1.080	1.460	-1
rxn27793	Dihydrofolate reductase	1	0.590	5.180	6.530	-1
rxn27794	Carbamoylaspartic dehydrase	3	-5.280	-1.060	-0.880	-1
rxn27812	Dihydroorotate dehydrogenase	1	-26.930	-28.930	-13.640	-1
rxn27813	Dihydroorotate dehydrogenase	1	-26.930	-28.930	-13.640	-1
rxn27815	(S)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate:NAD(P)+ oxidoreductase	1	1.010	6.150	15.140	-1
rxn27816	(S)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate:NAD(P)+ oxidoreductase	1	1.010	6.140	15.720	-1
rxn27818	Dihydroxy-acid dehydratase	4	-6.750	-8.440	-12.070	-1
rxn27839	DTDPKIN-RXN.d	2	0.000	0.590	-0.210	17
rxn27840	DTDPKIN-RXN.m	2	0.000	0.590	-0.210	17
rxn27841	DTMPKI-RXN.d	2	9.530	-0.660	-0.790	3
rxn27842	DUDPKIN-RXN.d	2	0.000	0.290	-0.200	-1
rxn27843	DUDPKIN-RXN.m	2	0.000	0.290	-0.200	16
rxn27844	dUTP diphosphatase	3	-27.300	-9.100	-7.990	30
rxn27845	1-deoxy-D-xylulose-5-phosphate synthase	2	-8.110	-7.670	-10.840	-1
rxn27851	fructose diphosphate aldolase	4	4.310	4.800	-0.730	1
rxn27866	NADH-dependent fumarate reductase	1	15.000	14.880	16.740	19
rxn27867	GABA transaminase	2	-1.000	1.550	1.460	-1
rxn27871	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase	1	-9.890	1.250	1.850	0
rxn27873	GDPKIN-RXN.d	2	0.000	-0.600	0.010	16
rxn27874	GDPKIN-RXN.m	2	0.000	-0.600	0.010	16
rxn27876	GKI-RXN.d	2	-14.030	-1.690	-3.030	36
rxn27877	glucose-6-phosphate dehydrogenase	1	-2.000	-2.410	-5.300	-1
