rxn	name	ec_class	dg_gc	dg_eq	dg_dgp	cluster
rxn00339	L-Aspartate:ammonia ligase (ADP-forming)	6	-2.090	-2.150	-2.470	-1
rxn00340	L-aspartate:ammonia ligase (AMP-forming)	6	-22.580	-4.430	-4.400	-1
rxn00341	N-Carbamoyl-L-aspartate amidohydrolase	3	2.730	-7.390	-7.730	-1
rxn00342	L-Asparagine amidohydrolase	3	-4.720	-4.010	-3.930	-1
rxn00344	Acetyl-CoA:L-aspartate N-acetyltransferase	2	-5.290	-4.420	3.370	9
rxn00345	N-Acetyl-L-aspartate amidohydrolase	3	-2.000	-2.880	-10.620	-1
rxn00346	L-aspartate 1-carboxy-lyase (beta-alanine-forming)	4	-3.090	-4.890	-5.370	33
rxn00347	L-Aspartate ammonia-lyase	3;4	3.080	3.140	3.430	-1
rxn00348	aspartate racemase	5	0.000	1.250	1.610	-1
rxn00350	glutathione gamma-glutamylaminopeptidase	2;3	-0.460	-0.440	5.280	10
rxn00351	gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming)	6	-6.350	-6.230	-10.660	-1
rxn00352	S-Succinylglutathione hydrolase	3	-15.280	-7.120	-6.820	36
rxn00354	UDP-D-galactose:NAD+ 6-oxidoreductase	1	-4.580	-4.540	0.900	-1
rxn00355	UTP:alpha-D-galactose-1-phosphate uridylyltransferase	2	1.070	0.030	-2.420	-1
rxn00356	UDP-galactose:D-glucose 4-beta-D-galactosyltransferase	2	-1.700	-2.650	-2.540	-1
rxn00357	UDP-galactose:UDP-N-acetyl-D-glucosamine galactose phosphotransferase	2	-14.030	51.660	-0.740	-1
rxn00358	UDP-D-galactopyranose furanomutase	5	0.240	0.590	4.250	-1
rxn00359	3'-phosphoadenylyl-sulfate sulfohydrolase	3	-30.340	-19.970	-19.650	-1
rxn00360	3'-Phospho-5'-adenylyl sulfate 3'-phosphohydrolase	3	7.220	-2.750	0.080	-1
rxn00361	ATP:adenylylsulfate 3'-phosphotransferase	2	-14.030	-3.410	-6.480	36
rxn00362	Cytidine-5'-monophosphate phosphoribohydrolase	3	-0.730	-3.110	5.150	-1
rxn00363	Cytidine-5'-monophosphate phosphohydrolase	3	7.220	-3.340	-2.980	2
rxn00364	ATP:CMP phosphotransferase	2	9.530	-0.580	-0.610	3
rxn00365	ATP:cytidine 5'-phosphotransferase	2	-14.030	-2.820	-3.420	36
rxn00366	CDP phosphohydrolase	3	-16.340	-5.580	-5.780	36
rxn00367	CTP diphosphohydrolase (diphosphate-forming)	3	-27.300	-8.000	-8.350	30
rxn00368	UTP:cytidine 5'-phosphotransferase	2	-14.030	-2.150	-3.190	36
rxn00369	GTP:cytidine 5'-phosphotransferase	2	-14.030	-2.220	-3.420	36
rxn00370	ATP:formate phosphotransferase	2	-10.660	-4.220	16.540	-1
rxn00371	Formate:NAD+ oxidoreductase	1	-3.090	-3.530	-2.880	31
rxn00372	Formyl-CoA hydrolase	3	-4.550	-0.790	-21.740	-1
rxn00373	Oxalate carboxy-lyase	4	-5.630	-3.900	-4.250	-1
rxn00374	Formamide amidohydrolase	3	-17.820	-6.420	-14.160	-1
rxn00375	N-Formyl-L-glutamate amidohydrolase	3	0.740	-7.210	-8.290	-1
rxn00376	N-Formyl-L-aspartate amidohydrolase	3	0.740	-6.800	-13.380	-1
rxn00377	S-Formylglutathione hydrolase	3	-14.080	-0.640	-19.520	-1
rxn00379	ATP:sulfate adenylyltransferase	2	3.040	11.380	11.340	-1
rxn00380	ADP:sulfate adenylyltransferase	2	14.000	14.070	13.920	19
rxn00381	Adenylylsulfate sulfohydrolase	3	-30.340	-19.810	-19.670	-1
rxn00382	L-Serine-O-sulfate ammonia-lyase (pyruvate-forming)	4	-23.820	33.280	-37.030	-1
rxn00383	Sulfite:oxygen oxidoreductase	1	-40.630	-41.160	-40.900	32
rxn00384	D-Glucose 6-sulfate sulfohydrolase	3	-16.310	39.850	-29.060	-1
rxn00385	3'-Phosphoadenylylsulfate:17beta-estradiol 3-sulfotransferase	2	-14.030	-66.750	-7.770	4
rxn00386	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase	2	-14.030	-67.420	-9.440	4
rxn00387	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase	2	-14.030	-67.420	-8.410	4
rxn00391	riboflavin-5-phosphate phosphohydrolase (acid optimum)	3	7.220	-4.040	-5.170	2
rxn00392	ATP:riboflavin 5'-phosphotransferase	2	-14.030	-2.120	-1.230	-1
rxn00393	D-Glucose-1-phosphate:riboflavin 5'-phosphotransferase	2	0.000	-0.820	0.680	-1
rxn00394	L-Arginine amidinohydrolase	3	-3.900	-7.000	-6.860	33
rxn00395	L-Arginine iminohydrolase	3	-12.380	-8.340	-8.320	-1
rxn00396	ATP:L-arginine Nomega-phosphotransferase	2	1.930	1.800	1.270	-1
rxn00401	L-Arginine:oxygen 2-oxidoreductase (decarboxylating)	1	-109.260	-106.640	-108.970	24
rxn00402	N2-(D-1-carboxyethyl)-L-arginine:NAD+ oxidoreductase (L-arginine-forming)	1	9.210	7.530	7.820	18
rxn00403	N2-(D-1,3-dicarboxypropyl)-L-arginine:NADP+ oxidoreductase (L-arginine-forming)	1	9.210	3.220	12.760	-1
rxn00404	L-Arginine:glycine amidinotransferase	2	0.000	-0.080	-0.070	16
rxn00405	L-arginine carboxy-lyase (agmatine-forming)	4	-3.090	-0.830	-6.750	-1
rxn00406	arginine racemase	5	0.000	4.630	-0.190	-1
rxn00407	CTP aminohydrolase	3	-5.140	-6.030	-4.330	-1
rxn00408	CTP phosphohydrolase	3	-6.810	-5.890	-6.390	42
rxn00409	ATP:CDP phosphotransferase	2	0.000	-0.270	-0.000	16
rxn00410	UTP:ammonia ligase (ADP-forming)	6	-1.670	-0.130	-2.060	-1
rxn00411	CTP:pyruvate 2-O-phosphotransferase	2	-4.920	6.800	6.580	0
rxn00412	UTP:L-glutamine amido-ligase (ADP-forming)	6	-6.390	-2.950	-4.840	-1
rxn00413	CTP diphosphate-lyase (cyclizing; 3',5'-cyclic-CMP-forming)	4	-8.480	0.790	1.650	0
rxn00414	hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)	6	-20.780	-1.420	-1.620	-1
rxn00415	L-Glutamine:pyruvate aminotransferase	2	-0.000	-2.750	0.130	-1
rxn00416	L-aspartate:L-glutamine amido-ligase (AMP-forming)	6	-27.300	-7.240	-7.170	30
rxn00417	glutamine racemase	5	0.000	1.690	0.040	-1
rxn00419	L-serine:NAD+ oxidoreductase (deaminating)	1	8.690	9.720	11.000	18
rxn00420	O-phospho-L-serine phosphohydrolase	3	7.220	-2.460	-2.450	2
rxn00421	diphosphate:L-serine O-phosphotransferase	2	-3.070	-1.010	-1.370	31
rxn00422	L-Serine:pyruvate aminotransferase	2	0.000	0.940	1.620	-1
rxn00423	acetyl-CoA:L-serine O-acetyltransferase	2	-3.610	-1.600	-1.610	31
rxn00424	L-Serine:glyoxylate aminotransferase	2	-1.460	-1.030	-1.070	-1
rxn00425	serine racemase	5	0.000	-0.130	1.070	-1
rxn00426	L-Serine hydro-lyase	4	-0.870	-1.440	-7.270	-1
rxn00427	methanol:hydrogen-peroxide oxidoreductase	1	-70.630	-69.760	-70.260	-1
rxn00429	Formaldehyde:NAD+ oxidoreductase	1	-9.800	-10.510	-9.760	39
rxn00430	methanol:NAD+ oxidoreductase	1	6.440	8.020	8.480	22
rxn00432	Methanol:oxygen oxidereductase	1	-25.270	-23.700	-23.730	34
rxn00433	sarcosine:oxygen oxidoreductase (demethylating)	1	-19.030	-17.340	-21.520	-1
rxn00434	N6-Methyl-L-lysine:oxygen oxidoreductase (demethylating)	1	-19.030	-15.690	-16.000	-1
rxn00435	Formaldehyde:formaldehyde oxidoreductase	1	-16.240	-18.530	-18.240	-1
rxn00436	Thiamin diphosphate phosphohydrolase	3	-16.140	6.360	-6.090	-1
rxn00437	ATP:thiamine-diphosphate phosphotransferase	2	0.000	1.050	0.350	-1
rxn00438	ATP:thiamin-phosphate phosphotransferase	2	9.330	-12.520	-0.310	-1
rxn00439	Thiamin-triphosphate phosphohydrolase	3	-6.810	-7.210	-6.740	42
rxn00440	ATP:thiamine diphosphotransferase	2	-14.030	-1.160	-3.280	-1
rxn00441	R00621	1	-6.870	-6.560	-11.170	-1
rxn00445	L-Galactono-1,4-lactone:oxygen 3-oxidoreductase	1	-15.100	-32.000	-24.650	-1
rxn00448	R00646	1	-137.730	-120.460	-127.430	-1
rxn00449	R00647	1	-11.850	0.000	-0.000	-1
rxn00450	L-Methionine:oxygen oxidoreductase (deaminating)	1	-23.020	-25.520	-25.670	-1
rxn00451	S-Adenosyl-L-methionine:L-methionine S-methyltransferase	2	-0.000	-0.160	9.120	-1
rxn00452	S-Adenosyl-L-methionine:L-homocysteine S-methyltransferase	2	-13.150	-0.240	-1.650	-1
rxn00453	O-acetyl-L-homoserine:methanethiol 3-amino-3-carboxypropyltransferase	2;4	-9.360	-13.640	-23.200	-1
rxn00454	L-Methionine:glyoxylate aminotransferase	2	-1.460	-4.550	-5.540	25
rxn00455	N-Formyl-L-methionine amidohydrolase	3	0.740	-5.280	-3.490	-1
rxn00456	L-methionine methanethiol-lyase (deaminating;2-oxobutanoate-forming)	4	-1.830	-2.230	5.920	-1
rxn00457	methionine racemase	5	0.000	-0.640	-2.450	-1
rxn00458	L-methionine carboxy-lyase (3-methylthiopropanamine-forming)	4	-3.090	-5.720	-9.750	33
rxn00459	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)	4	-0.870	-0.980	-1.000	-1
rxn00460	UTP:pyruvate 2-O-phosphotransferase	2	-4.920	7.210	6.800	0
rxn00461	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase	2	10.330	-4.100	-6.140	2
rxn00462	phosphoenolpyruvate 2,3-phosphonomutase	5	13.190	3.790	3.640	-1
rxn00463	Uridine triphosphate pyrophosphohydrolase	3	-27.300	-7.050	-7.960	30
rxn00464	Bezoyl-CoA:L-ornithine N-benzoyltransferase	2	-10.580	-14.870	-14.570	-1
rxn00465	L-Citrulline N5-carbamoyldihydrolase	3	2.730	-5.770	-5.860	-1
rxn00467	L-Ornithine:2-oxo-acid aminotransferase	2	-1.000	-1.370	4.330	-1
rxn00468	L-ornithine:2-oxoglutarate aminotransferase	2	-15.060	-9.440	-13.840	-1
rxn00469	N2-Acetyl-L-ornithine amidohydrolase	3	-2.000	-1.620	-4.790	25
rxn00470	L-ornithine carboxy-lyase (putrescine-forming)	4	-3.090	-7.260	-6.750	33
rxn00471	L-ornithine ammonia-lyase (cyclizing; L-proline-forming)	4	4.150	-5.450	-5.960	-1
rxn00472	ornithine racemase	5	0.000	-2.310	-0.190	-1
rxn00473	L-tryptophan indole-lyase (deaminating; pyruvate-forming)	4	4.440	4.950	5.040	22
rxn00474	L-serine hydro-lyase (adding indole; L-tryptophan-forming)	4	-11.950	-11.880	-12.170	-1
rxn00475	L-Tryptophan:NAD+ oxidoreductase (deaminating)	1	8.690	-0.890	-1.870	-1
rxn00476	L-Tryptophan:NADP+ oxidoreductase (deaminating)	1	8.690	-0.890	-2.460	2
rxn00477	L-Tryptophan:oxygen oxidoreductase (deaminating)	1	-23.020	-32.610	-34.080	-1
rxn00478	L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)	1	-92.100	-82.240	-88.310	-1
rxn00479	L-tryptophan:oxygen 2-oxidoreductase (decarboxylating)	1	-109.260	-115.020	-116.480	-1
rxn00480	L-Tryptophan:oxygen 2'-oxidoreductase (side-chain-cleaving)	1	-89.790	-94.740	-92.510	-1
rxn00481	L-Tryptophanamide amidohydrolase	3	-4.720	1.300	-3.610	-1
rxn00482	S-Adenosyl-L-methionine:L-tryptophan N-methyltransferase	none	-10.460	-1.810	2.830	-1
rxn00483	L-Tryptophan:2-oxoglutarate aminotransferase	2	0.000	-9.600	-11.090	-1
rxn00484	L-Tryptophan decarboxy-lyase	4	-3.090	-8.820	-11.640	-1
rxn00485	L-Phenylalanine racemase (ATP-hydrolysing)	5	-27.300	-10.070	-12.520	-1
rxn00486	ATP:L-phenylalanine adenylyltransferase	2	-21.240	191.630	72.890	-1
rxn00487	L-phenylalanine:NAD+ oxidoreductase (deaminating)	1	8.690	5.200	9.090	-1
rxn00488	L-Phenylalanine:oxygen oxidoreductase (deaminating)	1	-23.020	-26.520	-23.120	34
rxn00489	L-Phenylalanine:oxygen 2-oxidoreductase (decarboxylating)	1	-109.260	-112.920	-105.520	24
rxn00490	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)	4	-29.070	-19.050	5.280	-1
rxn00491	L-phenylalanine:pyruvate aminotransferase	2	0.000	-3.580	-0.290	-1
rxn00492	Acetyl-CoA:L-phenylalanine N-acetyltransferase	2	-5.290	-6.960	-5.350	-1
rxn00493	L-Phenylalanine:2-oxoglutarate aminotransferase	2	0.000	-3.510	-0.130	-1
rxn00494	L-Aspartate:phenylpyruvate aminotransferase	2	-0.000	4.200	0.850	-1
rxn00495	L-phenylalanine ammonia-lyase (trans-cinnamate-forming)	4	-0.190	-0.890	-0.800	-1
rxn00497	L-phenylalanine carboxy-lyase (phenylethylamine-forming)	4	-3.090	-6.720	-11.640	-1
rxn00499	(S)-Lactate:NAD+ oxidoreductase	1	6.220	6.430	6.580	22
rxn00500	(R)-Lactate:NAD+ oxidoreductase	1	6.220	5.680	5.850	22
rxn00501	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)	1	-8.950	-5.960	-5.060	37
rxn00502	3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)	1	-8.950	-5.960	-5.640	37
rxn00503	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase	1	4.260	-2.270	1.240	-1
rxn00504	(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase	1	4.260	-2.260	0.650	-1
rxn00505	Isocitrate:NAD+ oxidoreductase (decarboxylating)	1	3.130	1.410	2.020	21
rxn00506	Acetaldehyde:NAD+ oxidoreductase	1	-11.990	-11.480	-11.010	-1
rxn00507	Acetaldehyde:NADP+ oxidoreductase	1	-11.990	-11.480	-11.600	-1
rxn00508	Succinate-semialdehyde:NAD+ oxidoreductase	1	-9.800	-8.470	-5.610	40
rxn00509	Succinate-semialdehyde:NADP+ oxidoreductase	1	-9.800	-8.470	-6.190	40
rxn00510	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	1	9.210	8.740	9.160	18
rxn00511	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming)	1	9.210	8.740	8.580	18
rxn00512	Glycolate:NAD+ oxidoreductase	1	7.680	10.540	10.740	18
rxn00513	ITP phosphohydrolase	3	-6.810	-7.030	-6.400	42
rxn00514	Inosine 5'-triphosphate pyrophosphohydrolase	3	-27.300	-2.250	-8.320	-1
rxn00515	ATP:IDP phosphotransferase	2	0.000	0.870	-0.000	17
rxn00517	ITP:pyruvate 2-O-phosphotransferase	2	-4.920	5.660	6.570	0
rxn00518	ITP:D-glucose 6-phosphotransferase	2	-14.030	-4.880	-3.430	36
rxn00519	ITP:oxaloacetate carboxy-lyase (adding ITP; phosphoenolpyruvate-forming)	4	-9.820	1.700	2.540	0
rxn00520	Succinate:CoA ligase (IDP-forming)	6	-1.060	-1.360	0.100	-1
rxn00521	L-tyrosine phenol-lyase (deaminating; pyruvate-forming)	4	5.660	-6.320	7.040	-1
rxn00522	L-Tyrosine:oxygen oxidoreductase (deaminating)	1	-23.020	-22.920	-22.970	34
rxn00523	L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1	-90.630	-67.600	-59.480	-1
rxn00524	L-Tyrosine:oxygen oxidoreductase	1	-81.030	-102.490	-64.130	-1
rxn00525	L-arogenate:NAD+ oxidoreductase	1	-16.120	-5.360	19.750	-1
rxn00526	L-arogenate:NADP+ oxidoreductase	1	-16.120	-5.360	19.170	-1
rxn00527	L-tyrosine:2-oxoglutarate aminotransferase	2	0.000	0.090	0.020	16
rxn00528	L-Tyrosine:L-arginine ligase (AMP-forming)	6	-26.840	-16.370	-10.250	-1
rxn00529	L-tyrosine carboxy-lyase (tyramine-forming)	4	-3.090	-16.860	-11.640	-1
rxn00530	L-tyrosine ammonia-lyase (trans-p-hydroxycinnamate-forming)	4	-0.190	-9.560	-0.800	-1
rxn00531	L-Tyrosine 2,3-aminomutase	5	0.000	-11.790	-4.630	-1
rxn00532	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)	1	-4.050	-2.020	0.240	-1
rxn00533	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	6	-1.070	-0.950	0.660	-1
rxn00534	Acetyl-CoA:malonate CoA-transferase	2	-1.540	-2.630	-0.970	-1
rxn00536	Ethanol:NADP+ oxidoreductase	1	5.780	5.030	4.610	22
rxn00537	2-Phosphonoacetaldehyde phosphonohydrolase	3	-14.430	-18.070	-30.310	-1
rxn00538	ethanolamine-phosphate phosphate-lyase (deaminating; acetaldehyde-forming)	4	-0.640	-9.470	-9.290	-1
rxn00539	ethanolamine ammonia-lyase (acetaldehyde-forming)	4	-7.860	-8.710	-7.200	-1
rxn00540	4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)	4	-1.400	-2.940	-4.850	25
rxn00541	L-threonine acetaldehyde-lyase (glycine-forming)	4	3.210	2.360	2.410	21
rxn00542	(S)-lactate acetaldehyde-lyase (formate-forming)	4	5.870	5.670	5.330	22
rxn00543	ethanol:NAD+ oxidoreductase	1	5.780	5.030	5.190	22
rxn00544	R00755	4	-3.430	-2.940	-3.180	31
rxn00545	ATP:D-fructose-6-phosphate 1-phosphotransferase	2	-14.030	-4.640	-3.770	36
rxn00546	D-Mannitol-1-phosphate:NAD+ 5-oxidoreductase	1	2.010	4.410	2.750	-1
rxn00547	ATP:D-fructose 6-phosphotransferase	2	-14.030	-2.810	-3.430	36
rxn00548	D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)	4	-20.320	-12.710	-11.430	-1
rxn00549	D-Fructose-1,6-bisphosphate 1-phosphohydrolase	3	7.220	-1.520	-2.620	2
rxn00550	beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase	3	7.220	-7.260	-6.390	2
rxn00551	diphosphate:D-fructose-6-phosphate 1-phosphotransferase	2	-3.070	-1.950	-1.200	-1
rxn00552	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)	3	1.580	1.170	0.540	-1
rxn00553	UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase	2	-1.700	-0.600	0.700	-1
rxn00554	CTP:D-fructose-6-phosphate 1-phosphotransferase	2	-14.030	-4.370	-3.770	36
rxn00555	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)	2	-6.300	-3.990	-3.320	-1
rxn00556	UTP:D-fructose-6-phosphate 1-phosphotransferase	2	-14.030	-3.970	-3.550	36
rxn00557	ITP:D-fructose-6-phosphate 1-phosphotransferase	2	-14.030	-5.510	-3.770	36
rxn00558	D-glucose-6-phosphate aldose-ketose-isomerase	5	-0.890	1.400	0.210	-1
rxn00559	D-mannose-6-phosphate aldose-ketose-isomerase	5	-0.890	-0.210	0.050	-1
rxn00560	Urea:carbon-dioxide ligase (ADP-forming)	6	-2.100	8.130	10.480	0
rxn00561	Guanidinoacetate amidohydrolase	3	-3.900	-6.920	-6.790	33
rxn00562	(S)-ureidoglycolate urea-lyase (glyoxylate-forming)	4	4.240	1.210	1.210	-1
rxn00563	N-Amidino-L-aspartate amidinohydrolase	3	-3.900	-14.690	-15.570	-1
rxn00565	Sulfur:oxygen oxidoreductase	1	-76.250	-83.010	-82.560	23
rxn00566	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)	4	1.760	-0.830	-0.700	-1
rxn00568	NIRBD-RXN.c	1	101.140	93.910	96.120	-1
rxn00569	Nitrite reductase (NAD(P)H)	1	101.140	93.920	94.370	-1
rxn00571	nitrite:NAD+ oxidoreductase	1	25.190	34.510	35.330	-1
rxn00572	nitrite:NADP+ oxidoreductase	1	25.190	34.510	34.740	-1
rxn00575	sucrose glucohydrolase	3	-3.110	-5.720	-6.220	33
rxn00577	sucrose:phosphate alpha-D-glucosyltransferase	2	-10.330	-0.850	-1.730	-1
rxn00578	sucrose-6F-phosphate phosphohydrolase	3	7.220	-3.950	-4.250	2
rxn00579	UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase	2	-1.700	-1.190	-0.590	-1
rxn00580	Sucrose:(acceptor) 3-oxidoreductase	1	-16.550	-3.290	0.690	-1
rxn00581	UDP-galactose:sucrose 6F-alpha-D-galactosyltransferase	2	-1.700	-5.420	-3.250	-1
rxn00582	Sucrose glucosylmutase	5	0.000	-4.820	-4.050	-1
rxn00583	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase	1	-9.340	-19.680	28.650	-1
rxn00584	(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)	1	-11.300	-22.070	20.640	8
rxn00585	trans-1,2-dihydrobenzene-1,2-diol:NADP+ oxidoreductase	1	-9.340	-19.680	27.150	-1
rxn00586	phenol,NADPH:oxogen oxidoreductase (2-hydroxylating)	1	-95.830	-105.970	-83.150	26
rxn00587	Catechol:oxygen 2,3-oxidoreductase (decyclizing)	1	-72.890	-62.220	-112.270	-1
rxn00588	Catechol:oxygen 1,2-oxidoreductase(decyclizing)	1	-96.520	-73.850	-120.790	-1
rxn00589	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	1	-95.930	-108.630	-83.300	26
rxn00592	2,3-dihydroxybenzoate carboxy-lyase	4	-0.100	-2.660	-1.740	-1
rxn00593	3,4-dihydroxybenzoate carboxy-lyase (catechol-forming)	4	-0.100	-2.660	-1.620	-1
rxn00594	Anthranilate,NADH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating)	1	-92.220	-113.590	-82.630	-1
rxn00595	Anthranilate,NADPH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating)	1	-92.220	-113.590	-82.050	-1
rxn00596	S-Adenosyl-L-methionine:catechol O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn00598	Succinyl-CoA:acetyl-CoA C-acyltransferase	2	7.060	6.740	-4.750	-1
rxn00599	succinyl-CoA:glycine C-succinyltransferase (decarboxylating)	2	2.160	3.810	-2.340	1
rxn00601	succinyl-CoA:L-arginine N2-succinyltransferase	2	-5.290	-0.500	-6.020	-1
rxn00602	(R)-Methylmalonyl-CoA CoA-carbonylmutase	5	1.810	-1.810	-1.810	-1
rxn00603	D-Sorbitol 6-phosphate:NADP+ 1-oxidoreductase	1	2.900	3.020	2.360	21
rxn00604	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	1	-2.000	-0.950	-0.790	-1
rxn00605	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase	2	-1.700	-4.600	-3.850	25
rxn00606	alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase	3	-3.110	-2.310	-2.960	31
rxn00607	Maltose-6'-phosphate 6-phosphoglucohydrolase	3	-3.110	-4.650	-7.620	33
rxn00608	6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase	3	-3.110	-4.650	-1.430	-1
rxn00610	sn-glycerol-3-phosphate phosphohydrolase	3	7.220	-2.580	-3.730	2
rxn00611	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	1	3.760	6.140	6.330	22
rxn00612	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase	1	3.760	6.140	5.750	22
rxn00613	sn-glycerol-3-phosphate:NADP+ 1-oxidoreductase	1	5.220	7.450	7.570	22
rxn00614	sn-Glycerol-3-phosphate:oxygen 2-oxidoreductase	1	-27.950	-25.580	-25.880	34
rxn00615	ATP:glycerol 3-phosphotransferase	2	-14.030	-3.580	-2.660	36
rxn00616	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase	1	-15.090	2.540	1.900	0
rxn00617	sn-Glycerol-3-phosphate:D-glucose 6-phosphotransferase	2	0.000	-0.430	-0.770	-1
rxn00618	UDP-galactose:sn-glycerol-3-phosphate 2-alpha-D-galactosyltransferase	2	-1.700	-2.510	-4.130	25
rxn00619	UDP-galactose:sn-glycerol-3-phosphate 1-alpha-D-galactosyltransferase	2	-1.700	-4.000	-2.060	-1
rxn00620	CDPglycerol phosphoglycerohydrolase	3	-28.370	-8.520	-7.510	30
rxn00621	CTP:sn-glycerol-3-phosphate cytidylyltransferase	2	1.070	0.520	-0.840	-1
rxn00623	hydrogen-sulfide:NADP+ oxidoreductase	1	37.800	29.450	30.030	-1
rxn00627	ATP:D-fructose 1-phosphotransferase	2	-14.030	-3.800	-2.650	36
rxn00629	D-Mannitol:NAD+ 2-oxidoreductase	1;2;3;4;5	2.010	2.560	-12.310	-1
rxn00630	D-Mannitol:NADP+ 2-oxidoreductase	1;2;3;4;5	2.010	2.560	-12.380	-1
rxn00631	D-Fructose:NADP+ 5-oxidoreductase	1;2;3;4;5	5.510	4.510	-12.010	-1
rxn00632	D-Fructose 2-phosphate phosphatase	3	7.220	-8.780	-7.520	-1
rxn00633	D-Glucose:D-fructose oxidoreductase	1	-4.010	-3.980	-3.330	-1
rxn00634	D-Glucitol:NAD+ 2-oxidoreductase	1;2;3;4;5	2.010	2.960	-12.260	-1
rxn00635	ITP:D-fructose 6-phosphotransferase	2	-14.030	-3.670	-3.430	36
rxn00636	D-mannose aldose-ketose-isomerase	5	-0.890	-0.460	-0.780	-1
rxn00638	GDP-D-mannose:NAD+ 6-oxidoreductase	1	-4.580	-2.770	0.450	-1
rxn00639	GDP-mannose mannophosphohydrolase	3	-28.370	-4.740	-7.300	-1
rxn00640	GDP:D-mannose-1-phosphate guanylyltransferase	2	12.030	-0.790	1.510	-1
rxn00641	GTP:alpha-D-mannose-1-phosphate guanylyltransferase	2	1.070	-2.880	-1.070	-1
rxn00642	GDP-mannose 4,6-hydro-lyase (GDP-4-dehydro-6-deoxy-D-mannose-forming)	4	-13.900	-13.880	-9.640	-1
rxn00643	GDP-mannose 3,5-epimerase	5	0.000	0.400	0.420	-1
rxn00644	L-cysteine:NAD+ oxidoreductase	1	21.970	-1.550	-0.990	-1
rxn00646	L-glutamate:L-cysteine gamma-ligase (ADP-forming)	6	-6.350	-7.430	-8.730	-1
rxn00647	L-Cysteine:2-oxoglutarate aminotransferase	2	9.530	-4.000	-3.570	2
rxn00649	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase	2	-12.950	-11.800	-12.060	-1
rxn00650	L-cysteinylglycine dipeptidase	3	-0.460	1.770	1.320	-1
rxn00651	L-cysteine hydrogen-sulfide-lyase (adding sulfite; L-cysteate-forming)	4	-3.520	-68.260	49.290	-1
rxn00652	2-Amino-3-mercaptopropionic acid racemase	5	0.000	-2.140	-3.160	-1
rxn00653	3-aminopropanal:NAD+ oxidoreductase	1	9.800	9.540	-5.470	-1
rxn00654	N-Carbamoyl-beta-alanine amidohydrolase	3	2.730	-13.780	-5.110	-1
rxn00655	N-(D-1-carboxyethyl)-beta-alanine:NAD+ oxidoreductase (beta-alanine-forming)	1	9.210	8.090	10.290	18
rxn00656	L-Alanine:3-oxopropanoate aminotransferase	2	1.000	0.960	0.940	-1
rxn00657	beta-alanine:2-oxoglutarate aminotransferase	2	-1.000	-0.890	-0.780	-1
rxn00658	N-Acetyl-beta-alanine amidohydrolase	3	-2.000	-3.380	-5.670	25
